id,quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf
14432,2018Q3,,S08000031,,C418H,,Transfers,,1,,1243,6990,5.62349155269509,,0,0, ,z
14433,2018Q4,,S08000031,,C418H,,Transfers,,1,,1154,6151,5.33015597920277,,0,0, ,z
14434,2019Q1,,S08000031,,C418H,,Transfers,,1,,1167,5990,5.13281919451585,,0,0, ,z
14435,2019Q2,,S08000031,,C418H,,Transfers,,1,,1177,6055,5.14443500424809,,0,0, ,z
14436,2019Q3,,S08000031,,C418H,,Transfers,,1,,1355,7246,5.34760147601476,,0,0, ,z
14437,2019Q4,,S08000031,,C418H,,Transfers,,1,,1868,8620,4.61456102783726,,0,0, ,z
14438,2020Q1,,S08000031,,C418H,,Transfers,,1,,1727,8804,5.09785755645628,,0,0, ,z
14439,2020Q2,,S08000031,,C418H,,Transfers,,1,,1182,5788,4.89678510998308,,0,0, ,z
14440,2020Q3,,S08000031,,C418H,,Transfers,,1,,1457,6690,4.59162663006177,,0,0, ,z
14441,2020Q4,,S08000031,,C418H,,Transfers,,1,,1622,7856,4.84340320591862,,0,0, ,z
14442,2021Q1,,S08000031,,C418H,,Transfers,,1,,1434,7093,4.9463040446304,,0,0, ,z
14443,2021Q2,p,S08000031,,C418H,,Transfers,,1,,1804,8080,4.47893569844789,,0,0, ,z
14444,2016Q2,,S08000031,,C418H,,Transfers,,2,,1036,5928,5.72200772200772,,0,0, ,z
14445,2016Q3,,S08000031,,C418H,,Transfers,,2,,1111,6162,5.54635463546355,,0,0, ,z
14446,2016Q4,,S08000031,,C418H,,Transfers,,2,,1297,6055,4.66846569005397,,0,0, ,z
14447,2017Q1,,S08000031,,C418H,,Transfers,,2,,1489,7276,4.88650100738751,,0,0, ,z
14448,2017Q2,,S08000031,,C418H,,Transfers,,2,,1037,5306,5.11668273866924,,0,0, ,z
14449,2017Q3,,S08000031,,C418H,,Transfers,,2,,1163,6331,5.44368013757524,,0,0, ,z
14450,2017Q4,,S08000031,,C418H,,Transfers,,2,,1077,6044,5.61188486536676,,0,0, ,z
14451,2018Q1,,S08000031,,C418H,,Transfers,,2,,977,6604,6.75946775844422,,0,0, ,z
14452,2018Q2,,S08000031,,C418H,,Transfers,,2,,989,6132,6.20020222446916,,0,0, ,z
14453,2018Q3,,S08000031,,C418H,,Transfers,,2,,1004,6303,6.27788844621514,,0,0, ,z
14454,2018Q4,,S08000031,,C418H,,Transfers,,2,,1121,6004,5.35593220338983,,0,0, ,z
14455,2019Q1,,S08000031,,C418H,,Transfers,,2,,927,5520,5.9546925566343,,0,0, ,z
14456,2019Q2,,S08000031,,C418H,,Transfers,,2,,939,5047,5.37486687965921,,0,0, ,z
14457,2019Q3,,S08000031,,C418H,,Transfers,,2,,951,5104,5.36698212407992,,0,0, ,z
14458,2019Q4,,S08000031,,C418H,,Transfers,,2,,1387,6337,4.56885364095169,,0,0, ,z
14459,2020Q1,,S08000031,,C418H,,Transfers,,2,,1525,7577,4.96852459016393,,0,0, ,z
14460,2020Q2,,S08000031,,C418H,,Transfers,,2,,861,4647,5.39721254355401,,0,0, ,z
14461,2020Q3,,S08000031,,C418H,,Transfers,,2,,1182,5882,4.97631133671743,,0,0, ,z
14462,2020Q4,,S08000031,,C418H,,Transfers,,2,,1314,6868,5.22678843226788,,0,0, ,z
14463,2021Q1,,S08000031,,C418H,,Transfers,,2,,1344,6728,5.00595238095238,,0,0, ,z
14464,2021Q2,p,S08000031,,C418H,,Transfers,,2,,1352,6442,4.76479289940828,,0,0, ,z
14465,2016Q2,,S08000031,,C418H,,Transfers,,3,,854,5112,5.98594847775176,,0,0, ,z
14466,2016Q3,,S08000031,,C418H,,Transfers,,3,,977,5180,5.30194472876151,,0,0, ,z
14467,2016Q4,,S08000031,,C418H,,Transfers,,3,,1082,5783,5.34473197781885,,0,0, ,z
14468,2017Q1,,S08000031,,C418H,,Transfers,,3,,1016,4997,4.91830708661417,,0,0, ,z
14469,2017Q2,,S08000031,,C418H,,Transfers,,3,,833,4886,5.8655462184874,,0,0, ,z
14470,2017Q3,,S08000031,,C418H,,Transfers,,3,,767,4644,6.05475880052151,,0,0, ,z
14471,2017Q4,,S08000031,,C418H,,Transfers,,3,,797,4613,5.7879548306148,,0,0, ,z
14472,2018Q1,,S08000031,,C418H,,Transfers,,3,,736,4099,5.56929347826087,,0,0, ,z
14473,2018Q2,,S08000031,,C418H,,Transfers,,3,,679,4484,6.60382916053019,,0,0, ,z
14474,2018Q3,,S08000031,,C418H,,Transfers,,3,,728,4361,5.99038461538461,,0,0, ,z
14475,2018Q4,,S08000031,,C418H,,Transfers,,3,,788,3857,4.89467005076142,,0,0, ,z
14476,2019Q1,,S08000031,,C418H,,Transfers,,3,,678,3604,5.31563421828909,,0,0, ,z
14477,2019Q2,,S08000031,,C418H,,Transfers,,3,,685,3658,5.34014598540146,,0,0, ,z
14478,2019Q3,,S08000031,,C418H,,Transfers,,3,,834,3879,4.65107913669065,,0,0, ,z
14479,2019Q4,,S08000031,,C418H,,Transfers,,3,,1087,5158,4.74517019319227,,0,0, ,z
14480,2020Q1,,S08000031,,C418H,,Transfers,,3,,1002,4587,4.57784431137725,,0,0, ,z
14481,2020Q2,,S08000031,,C418H,,Transfers,,3,,674,3848,5.70919881305638,,0,0, ,z
14482,2020Q3,,S08000031,,C418H,,Transfers,,3,,875,4083,4.66628571428571,,0,0, ,z
14483,2020Q4,,S08000031,,C418H,,Transfers,,3,,951,4427,4.65509989484753,,0,0, ,z
14484,2021Q1,,S08000031,,C418H,,Transfers,,3,,912,4447,4.87609649122807,,0,0, ,z
14485,2021Q2,p,S08000031,,C418H,,Transfers,,3,,1082,4998,4.61922365988909,,0,0, ,z
14486,2016Q2,,S08000031,,C418H,,Transfers,,4,,732,4366,5.96448087431694,,0,0, ,z
14487,2016Q3,,S08000031,,C418H,,Transfers,,4,,765,4155,5.43137254901961,,0,0, ,z
14488,2016Q4,,S08000031,,C418H,,Transfers,,4,,811,4829,5.95437731196054,,0,0, ,z
14489,2017Q1,,S08000031,,C418H,,Transfers,,4,,720,3383,4.69861111111111,,0,0, ,z
14490,2017Q2,,S08000031,,C418H,,Transfers,,4,,484,3031,6.26239669421488,,0,0, ,z
14491,2017Q3,,S08000031,,C418H,,Transfers,,4,,493,2690,5.45638945233266,,0,0, ,z
14492,2017Q4,,S08000031,,C418H,,Transfers,,4,,478,2526,5.28451882845188,,0,0, ,z
14493,2018Q1,,S08000031,,C418H,,Transfers,,4,,515,2996,5.81747572815534,,0,0, ,z
14494,2018Q2,,S08000031,,C418H,,Transfers,,4,,529,3039,5.74480151228733,,0,0, ,z
14495,2018Q3,,S08000031,,C418H,,Transfers,,4,,568,2907,5.11795774647887,,0,0, ,z
14496,2018Q4,,S08000031,,C418H,,Transfers,,4,,518,2989,5.77027027027027,,0,0, ,z
14497,2019Q1,,S08000031,,C418H,,Transfers,,4,,489,2601,5.31901840490798,,0,0, ,z
14498,2019Q2,,S08000031,,C418H,,Transfers,,4,,438,2214,5.05479452054795,,0,0, ,z
14499,2019Q3,,S08000031,,C418H,,Transfers,,4,,585,3218,5.5008547008547,,0,0, ,z
14500,2019Q4,,S08000031,,C418H,,Transfers,,4,,686,3533,5.15014577259475,,0,0, ,z
19501,2020Q1,,S08000020,,N101H,,All Day cases,,4,,1643,0,0,,1613,0,0,
19502,2020Q2,,S08000020,,N101H,,All Day cases,,4,,327,0,0,,322,0,0,
19503,2020Q3,,S08000020,,N101H,,All Day cases,,4,,909,0,0,,902,0,0,
19504,2020Q4,,S08000020,,N101H,,All Day cases,,4,,1190,0,0,,1169,0,0,
19505,2021Q1,,S08000020,,N101H,,All Day cases,,4,,1004,0,0,,994,0,0,
19506,2021Q2,p,S08000020,,N101H,,All Day cases,,4,,1385,0,0,,1366,0,0,
19507,2016Q2,,S08000020,,N101H,,All Day cases,,5,,2203,0,0,,2196,0,0,
19508,2016Q3,,S08000020,,N101H,,All Day cases,,5,,2168,0,0,,2160,0,0,
19509,2016Q4,,S08000020,,N101H,,All Day cases,,5,,2156,0,0,,2144,0,0,
19510,2017Q1,,S08000020,,N101H,,All Day cases,,5,,1789,0,0,,1781,0,0,
19511,2017Q2,,S08000020,,N101H,,All Day cases,,5,,1770,0,0,,1761,0,0,
19512,2017Q3,,S08000020,,N101H,,All Day cases,,5,,1735,0,0,,1727,0,0,
19513,2017Q4,,S08000020,,N101H,,All Day cases,,5,,1798,0,0,,1795,0,0,
19514,2018Q1,,S08000020,,N101H,,All Day cases,,5,,1453,0,0,,1449,0,0,
19515,2018Q2,,S08000020,,N101H,,All Day cases,,5,,1489,0,0,,1486,0,0,
19516,2018Q3,,S08000020,,N101H,,All Day cases,,5,,1345,0,0,,1324,0,0,
19517,2018Q4,,S08000020,,N101H,,All Day cases,,5,,1432,0,0,,1431,0,0,
19518,2019Q1,,S08000020,,N101H,,All Day cases,,5,,1560,0,0,,1555,0,0,
14501,2020Q1,,S08000031,,C418H,,Transfers,,4,,680,3235,4.75735294117647,,0,0, ,z
14502,2020Q2,,S08000031,,C418H,,Transfers,,4,,432,2078,4.81018518518519,,0,0, ,z
14503,2020Q3,,S08000031,,C418H,,Transfers,,4,,585,3284,5.61367521367521,,0,0, ,z
14504,2020Q4,,S08000031,,C418H,,Transfers,,4,,618,2947,4.76860841423948,,0,0, ,z
14505,2021Q1,,S08000031,,C418H,,Transfers,,4,,541,2290,4.23290203327172,,0,0, ,z
14506,2021Q2,p,S08000031,,C418H,,Transfers,,4,,636,2698,4.24213836477987,,0,0, ,z
14507,2016Q2,,S08000031,,C418H,,Transfers,,5,,558,3003,5.38172043010753,,0,0, ,z
14508,2016Q3,,S08000031,,C418H,,Transfers,,5,,579,2982,5.15025906735751,,0,0, ,z
14509,2016Q4,,S08000031,,C418H,,Transfers,,5,,666,3723,5.59009009009009,,0,0, ,z
14510,2017Q1,,S08000031,,C418H,,Transfers,,5,,803,3639,4.53175591531756,,0,0, ,z
14511,2017Q2,,S08000031,,C418H,,Transfers,,5,,561,3272,5.83244206773619,,0,0, ,z
14512,2017Q3,,S08000031,,C418H,,Transfers,,5,,526,2488,4.73003802281369,,0,0, ,z
14513,2017Q4,,S08000031,,C418H,,Transfers,,5,,540,2746,5.08518518518519,,0,0, ,z
14514,2018Q1,,S08000031,,C418H,,Transfers,,5,,456,2608,5.71929824561404,,0,0, ,z
14515,2018Q2,,S08000031,,C418H,,Transfers,,5,,428,2097,4.89953271028037,,0,0, ,z
14516,2018Q3,,S08000031,,C418H,,Transfers,,5,,492,3031,6.16056910569106,,0,0, ,z
14517,2018Q4,,S08000031,,C418H,,Transfers,,5,,511,2533,4.95694716242661,,0,0, ,z
14518,2019Q1,,S08000031,,C418H,,Transfers,,5,,457,2404,5.26039387308534,,0,0, ,z
14519,2019Q2,,S08000031,,C418H,,Transfers,,5,,432,2359,5.46064814814815,,0,0, ,z
14520,2019Q3,,S08000031,,C418H,,Transfers,,5,,546,2573,4.71245421245421,,0,0, ,z
14521,2019Q4,,S08000031,,C418H,,Transfers,,5,,708,3173,4.4816384180791,,0,0, ,z
14522,2020Q1,,S08000031,,C418H,,Transfers,,5,,638,2810,4.40438871473354,,0,0, ,z
14523,2020Q2,,S08000031,,C418H,,Transfers,,5,,496,2352,4.74193548387097,,0,0, ,z
14524,2020Q3,,S08000031,,C418H,,Transfers,,5,,597,2415,4.04522613065327,,0,0, ,z
14525,2020Q4,,S08000031,,C418H,,Transfers,,5,,616,2921,4.74188311688312,,0,0, ,z
14526,2021Q1,,S08000031,,C418H,,Transfers,,5,,664,3226,4.85843373493976,,0,0, ,z
14527,2021Q2,p,S08000031,,C418H,,Transfers,,5,,691,2869,4.15195369030391,,0,0, ,z
14528,2016Q2,,S08000031,,C418H,,Transfers,, ,:,25,143,5.72,,0,0, ,z
14529,2016Q3,,S08000031,,C418H,,Transfers,, ,:,24,50,2.08333333333333,,0,0, ,z
14530,2016Q4,,S08000031,,C418H,,Transfers,, ,:,27,124,4.59259259259259,,0,0, ,z
14531,2017Q1,,S08000031,,C418H,,Transfers,, ,:,15,56,3.73333333333333,,0,0, ,z
14532,2017Q2,,S08000031,,C418H,,Transfers,, ,:,33,69,2.09090909090909,,0,0, ,z
14533,2017Q3,,S08000031,,C418H,,Transfers,, ,:,23,56,2.43478260869565,,0,0, ,z
14534,2017Q4,,S08000031,,C418H,,Transfers,, ,:,15,45,3,,0,0, ,z
14535,2018Q1,,S08000031,,C418H,,Transfers,, ,:,18,39,2.16666666666667,,0,0, ,z
14536,2018Q2,,S08000031,,C418H,,Transfers,, ,:,36,107,2.97222222222222,,0,0, ,z
14537,2018Q3,,S08000031,,C418H,,Transfers,, ,:,40,140,3.5,,0,0, ,z
14538,2018Q4,,S08000031,,C418H,,Transfers,, ,:,20,47,2.35,,0,0, ,z
14539,2019Q1,,S08000031,,C418H,,Transfers,, ,:,24,86,3.58333333333333,,0,0, ,z
14540,2019Q2,,S08000031,,C418H,,Transfers,, ,:,23,56,2.43478260869565,,0,0, ,z
14541,2019Q3,,S08000031,,C418H,,Transfers,, ,:,25,65,2.6,,0,0, ,z
14542,2019Q4,,S08000031,,C418H,,Transfers,, ,:,16,99,6.1875,,0,0, ,z
14543,2020Q1,,S08000031,,C418H,,Transfers,, ,:,10,27,2.7,,0,0, ,z
14544,2020Q2,,S08000031,,C418H,,Transfers,, ,:,5,5,1,,0,0, ,z
14545,2020Q3,,S08000031,,C418H,,Transfers,, ,:,12,16,1.33333333333333,,0,0, ,z
14546,2020Q4,,S08000031,,C418H,,Transfers,, ,:,17,60,3.52941176470588,,0,0, ,z
14547,2021Q1,,S08000031,,C418H,,Transfers,, ,:,10,63,6.3,,0,0, ,z
14548,2021Q2,p,S08000031,,C418H,,Transfers,, ,:,15,20,1.33333333333333,,0,0, ,z
14549,2016Q2,,S08000031,,G207H,,Transfers,,1,,102,2053,20.1274509803922,,0,0, ,z
14550,2016Q3,,S08000031,,G207H,,Transfers,,1,,94,1712,18.2127659574468,,0,0, ,z
14551,2016Q4,,S08000031,,G207H,,Transfers,,1,,89,1747,19.6292134831461,,0,0, ,z
14552,2017Q1,,S08000031,,G207H,,Transfers,,1,,118,2150,18.2203389830508,,0,0, ,z
14553,2017Q2,,S08000031,,G207H,,Transfers,,1,,92,1893,20.5760869565217,,0,0, ,z
14554,2017Q3,,S08000031,,G207H,,Transfers,,1,,105,1500,14.2857142857143,,0,0, ,z
14555,2017Q4,,S08000031,,G207H,,Transfers,,1,,80,1189,14.8625,,0,0, ,z
14556,2018Q1,,S08000031,,G207H,,Transfers,,1,,109,1922,17.6330275229358,,0,0, ,z
14557,2018Q2,,S08000031,,G207H,,Transfers,,1,,110,2706,24.6,,0,0, ,z
14558,2018Q3,,S08000031,,G207H,,Transfers,,1,,107,1610,15.0467289719626,,0,0, ,z
14559,2018Q4,,S08000031,,G207H,,Transfers,,1,,114,1425,12.5,,0,0, ,z
14560,2019Q1,,S08000031,,G207H,,Transfers,,1,,92,1326,14.4130434782609,,0,0, ,z
14561,2019Q2,,S08000031,,G207H,,Transfers,,1,,120,1960,16.3333333333333,,0,0, ,z
14562,2019Q3,,S08000031,,G207H,,Transfers,,1,,105,1604,15.2761904761905,,0,0, ,z
14563,2019Q4,,S08000031,,G207H,,Transfers,,1,,109,1762,16.1651376146789,,0,0, ,z
14564,2020Q1,,S08000031,,G207H,,Transfers,,1,,105,1448,13.7904761904762,,0,0, ,z
14565,2020Q2,,S08000031,,G207H,,Transfers,,1,,115,2333,20.2869565217391,,0,0, ,z
14566,2020Q3,,S08000031,,G207H,,Transfers,,1,,92,2400,26.0869565217391,,0,0, ,z
14567,2020Q4,,S08000031,,G207H,,Transfers,,1,,105,1649,15.7047619047619,,0,0, ,z
14568,2021Q1,,S08000031,,G207H,,Transfers,,1,,75,1608,21.44,,0,0, ,z
14569,2021Q2,p,S08000031,,G207H,,Transfers,,1,,91,2544,27.956043956044,,0,0, ,z
14570,2016Q2,,S08000031,,G207H,,Transfers,,2,,39,760,19.4871794871795,,0,0, ,z
14571,2016Q3,,S08000031,,G207H,,Transfers,,2,,42,769,18.3095238095238,,0,0, ,z
14572,2016Q4,,S08000031,,G207H,,Transfers,,2,,32,641,20.03125,,0,0, ,z
14573,2017Q1,,S08000031,,G207H,,Transfers,,2,,37,578,15.6216216216216,,0,0, ,z
14574,2017Q2,,S08000031,,G207H,,Transfers,,2,,47,985,20.9574468085106,,0,0, ,z
14575,2017Q3,,S08000031,,G207H,,Transfers,,2,,50,889,17.78,,0,0, ,z
14576,2017Q4,,S08000031,,G207H,,Transfers,,2,,43,829,19.2790697674419,,0,0, ,z
14577,2018Q1,,S08000031,,G207H,,Transfers,,2,,27,502,18.5925925925926,,0,0, ,z
14578,2018Q2,,S08000031,,G207H,,Transfers,,2,,46,1020,22.1739130434783,,0,0, ,z
14579,2018Q3,,S08000031,,G207H,,Transfers,,2,,43,809,18.8139534883721,,0,0, ,z
14580,2018Q4,,S08000031,,G207H,,Transfers,,2,,54,823,15.2407407407407,,0,0, ,z
14581,2019Q1,,S08000031,,G207H,,Transfers,,2,,61,955,15.655737704918,,0,0, ,z
14582,2019Q2,,S08000031,,G207H,,Transfers,,2,,61,1119,18.344262295082,,0,0, ,z
14583,2019Q3,,S08000031,,G207H,,Transfers,,2,,66,726,11,,0,0, ,z
14584,2019Q4,,S08000031,,G207H,,Transfers,,2,,55,817,14.8545454545455,,0,0, ,z
14585,2020Q1,,S08000031,,G207H,,Transfers,,2,,52,1339,25.75,,0,0, ,z
14586,2020Q2,,S08000031,,G207H,,Transfers,,2,,33,697,21.1212121212121,,0,0, ,z
14587,2020Q3,,S08000031,,G207H,,Transfers,,2,,25,471,18.84,,0,0, ,z
14588,2020Q4,,S08000031,,G207H,,Transfers,,2,,36,646,17.9444444444444,,0,0, ,z
14589,2021Q1,,S08000031,,G207H,,Transfers,,2,,39,1165,29.8717948717949,,0,0, ,z
14590,2021Q2,p,S08000031,,G207H,,Transfers,,2,,43,669,15.5581395348837,,0,0, ,z
14591,2016Q2,,S08000031,,G207H,,Transfers,,3,,16,386,24.125,,0,0, ,z
14592,2016Q3,,S08000031,,G207H,,Transfers,,3,,24,409,17.0416666666667,,0,0, ,z
14593,2016Q4,,S08000031,,G207H,,Transfers,,3,,12,272,22.6666666666667,,0,0, ,z
14594,2017Q1,,S08000031,,G207H,,Transfers,,3,,17,325,19.1176470588235,,0,0, ,z
14595,2017Q2,,S08000031,,G207H,,Transfers,,3,,10,194,19.4,,0,0, ,z
15016,2019Q3,,S08000022,,H212H,,Transfers,, ,:,5,5,1,,0,0, ,z
14596,2017Q3,,S08000031,,G207H,,Transfers,,3,,21,301,14.3333333333333,,0,0, ,z
14597,2017Q4,,S08000031,,G207H,,Transfers,,3,,10,152,15.2,,0,0, ,z
14598,2018Q1,,S08000031,,G207H,,Transfers,,3,,5,111,22.2,,0,0, ,z
14599,2018Q2,,S08000031,,G207H,,Transfers,,3,,27,246,9.11111111111111,,0,0, ,z
14600,2018Q3,,S08000031,,G207H,,Transfers,,3,,20,519,25.95,,0,0, ,z
14601,2018Q4,,S08000031,,G207H,,Transfers,,3,,17,290,17.0588235294118,,0,0, ,z
14602,2019Q1,,S08000031,,G207H,,Transfers,,3,,20,507,25.35,,0,0, ,z
14603,2019Q2,,S08000031,,G207H,,Transfers,,3,,21,280,13.3333333333333,,0,0, ,z
14604,2019Q3,,S08000031,,G207H,,Transfers,,3,,30,296,9.86666666666667,,0,0, ,z
14605,2019Q4,,S08000031,,G207H,,Transfers,,3,,19,230,12.1052631578947,,0,0, ,z
14606,2020Q1,,S08000031,,G207H,,Transfers,,3,,17,453,26.6470588235294,,0,0, ,z
14607,2020Q2,,S08000031,,G207H,,Transfers,,3,,30,417,13.9,,0,0, ,z
14608,2020Q3,,S08000031,,G207H,,Transfers,,3,,15,262,17.4666666666667,,0,0, ,z
14609,2020Q4,,S08000031,,G207H,,Transfers,,3,,31,504,16.258064516129,,0,0, ,z
14610,2021Q1,,S08000031,,G207H,,Transfers,,3,,15,292,19.4666666666667,,0,0, ,z
14611,2021Q2,p,S08000031,,G207H,,Transfers,,3,,24,452,18.8333333333333,,0,0, ,z
14612,2016Q2,,S08000031,,G207H,,Transfers,,4,,24,716,29.8333333333333,,0,0, ,z
14613,2016Q3,,S08000031,,G207H,,Transfers,,4,,18,465,25.8333333333333,,0,0, ,z
14614,2016Q4,,S08000031,,G207H,,Transfers,,4,,30,712,23.7333333333333,,0,0, ,z
14615,2017Q1,,S08000031,,G207H,,Transfers,,4,,20,325,16.25,,0,0, ,z
14616,2017Q2,,S08000031,,G207H,,Transfers,,4,,40,720,18,,0,0, ,z
14617,2017Q3,,S08000031,,G207H,,Transfers,,4,,19,365,19.2105263157895,,0,0, ,z
14618,2017Q4,,S08000031,,G207H,,Transfers,,4,,26,425,16.3461538461538,,0,0, ,z
14619,2018Q1,,S08000031,,G207H,,Transfers,,4,,40,553,13.825,,0,0, ,z
14620,2018Q2,,S08000031,,G207H,,Transfers,,4,,27,368,13.6296296296296,,0,0, ,z
14621,2018Q3,,S08000031,,G207H,,Transfers,,4,,30,424,14.133333333333301,,0,0, ,z
14622,2018Q4,,S08000031,,G207H,,Transfers,,4,,36,749,20.8055555555556,,0,0, ,z
14623,2019Q1,,S08000031,,G207H,,Transfers,,4,,40,999,24.975,,0,0, ,z
14624,2019Q2,,S08000031,,G207H,,Transfers,,4,,42,574,13.6666666666667,,0,0, ,z
14625,2019Q3,,S08000031,,G207H,,Transfers,,4,,35,622,17.7714285714286,,0,0, ,z
14626,2019Q4,,S08000031,,G207H,,Transfers,,4,,27,410,15.1851851851852,,0,0, ,z
14627,2020Q1,,S08000031,,G207H,,Transfers,,4,,42,621,14.7857142857143,,0,0, ,z
14628,2020Q2,,S08000031,,G207H,,Transfers,,4,,28,865,30.8928571428571,,0,0, ,z
14629,2020Q3,,S08000031,,G207H,,Transfers,,4,,25,440,17.6,,0,0, ,z
14630,2020Q4,,S08000031,,G207H,,Transfers,,4,,26,491,18.8846153846154,,0,0, ,z
14631,2021Q1,,S08000031,,G207H,,Transfers,,4,,24,400,16.6666666666667,,0,0, ,z
14632,2021Q2,p,S08000031,,G207H,,Transfers,,4,,16,204,12.75,,0,0, ,z
14633,2016Q2,,S08000031,,G207H,,Transfers,,5,,30,521,17.3666666666667,,0,0, ,z
14634,2016Q3,,S08000031,,G207H,,Transfers,,5,,19,297,15.6315789473684,,0,0, ,z
14635,2016Q4,,S08000031,,G207H,,Transfers,,5,,25,484,19.36,,0,0, ,z
14636,2017Q1,,S08000031,,G207H,,Transfers,,5,,20,306,15.3,,0,0, ,z
14637,2017Q2,,S08000031,,G207H,,Transfers,,5,,25,473,18.92,,0,0, ,z
14638,2017Q3,,S08000031,,G207H,,Transfers,,5,,20,555,27.75,,0,0, ,z
14639,2017Q4,,S08000031,,G207H,,Transfers,,5,,20,306,15.3,,0,0, ,z
14640,2018Q1,,S08000031,,G207H,,Transfers,,5,,35,607,17.3428571428571,,0,0, ,z
14641,2018Q2,,S08000031,,G207H,,Transfers,,5,,25,385,15.4,,0,0, ,z
14642,2018Q3,,S08000031,,G207H,,Transfers,,5,,40,463,11.575,,0,0, ,z
14643,2018Q4,,S08000031,,G207H,,Transfers,,5,,39,460,11.7948717948718,,0,0, ,z
14644,2019Q1,,S08000031,,G207H,,Transfers,,5,,25,403,16.12,,0,0, ,z
14645,2019Q2,,S08000031,,G207H,,Transfers,,5,,31,488,15.741935483871,,0,0, ,z
14646,2019Q3,,S08000031,,G207H,,Transfers,,5,,30,551,18.3666666666667,,0,0, ,z
14647,2019Q4,,S08000031,,G207H,,Transfers,,5,,27,611,22.6296296296296,,0,0, ,z
14648,2020Q1,,S08000031,,G207H,,Transfers,,5,,16,226,14.125,,0,0, ,z
14649,2020Q2,,S08000031,,G207H,,Transfers,,5,,19,272,14.3157894736842,,0,0, ,z
14650,2020Q3,,S08000031,,G207H,,Transfers,,5,,15,341,22.7333333333333,,0,0, ,z
14651,2020Q4,,S08000031,,G207H,,Transfers,,5,,26,366,14.0769230769231,,0,0, ,z
14652,2021Q1,,S08000031,,G207H,,Transfers,,5,,10,410,41,,0,0, ,z
14653,2021Q2,p,S08000031,,G207H,,Transfers,,5,,11,169,15.3636363636364,,0,0, ,z
14654,2016Q2,,S08000031,,G207H,,Transfers,, ,:,0,0, ,z,0,0, ,z
14655,2017Q1,,S08000031,,G207H,,Transfers,, ,:,5,21,4.2,,0,0, ,z
14656,2017Q2,,S08000031,,G207H,,Transfers,, ,:,5,41,8.2,,0,0, ,z
14657,2017Q3,,S08000031,,G207H,,Transfers,, ,:,5,35,7,,0,0, ,z
14658,2016Q2,,S08000031,,C206H,,Transfers,,1,,213,1357,6.37089201877934,,0,0, ,z
14659,2016Q3,,S08000031,,C206H,,Transfers,,1,,252,1216,4.82539682539683,,0,0, ,z
15017,2019Q4,,S08000022,,H212H,,Transfers,, ,:,5,6,1.2,,0,0, ,z
14660,2016Q4,,S08000031,,C206H,,Transfers,,1,,207,1156,5.58454106280193,,0,0, ,z
14661,2017Q1,,S08000031,,C206H,,Transfers,,1,,328,1742,5.3109756097561,,0,0, ,z
14662,2017Q2,,S08000031,,C206H,,Transfers,,1,,290,1536,5.29655172413793,,0,0, ,z
14663,2017Q3,,S08000031,,C206H,,Transfers,,1,,227,1143,5.0352422907489,,0,0, ,z
14664,2017Q4,,S08000031,,C206H,,Transfers,,1,,228,1300,5.70175438596491,,0,0, ,z
14665,2018Q1,,S08000031,,C206H,,Transfers,,1,,272,1217,4.47426470588235,,0,0, ,z
14666,2018Q2,,S08000031,,C206H,,Transfers,,1,,240,1352,5.63333333333333,,0,0, ,z
14667,2018Q3,,S08000031,,C206H,,Transfers,,1,,241,927,3.84647302904564,,0,0, ,z
14668,2018Q4,,S08000031,,C206H,,Transfers,,1,,289,1246,4.31141868512111,,0,0, ,z
14669,2019Q1,,S08000031,,C206H,,Transfers,,1,,280,1130,4.03571428571429,,0,0, ,z
14670,2019Q2,,S08000031,,C206H,,Transfers,,1,,272,1285,4.72426470588235,,0,0, ,z
14671,2019Q3,,S08000031,,C206H,,Transfers,,1,,257,1083,4.21400778210117,,0,0, ,z
14672,2019Q4,,S08000031,,C206H,,Transfers,,1,,314,1424,4.53503184713376,,0,0, ,z
14673,2020Q1,,S08000031,,C206H,,Transfers,,1,,262,1182,4.51145038167939,,0,0, ,z
14674,2020Q2,,S08000031,,C206H,,Transfers,,1,,155,753,4.85806451612903,,0,0, ,z
14675,2020Q3,,S08000031,,C206H,,Transfers,,1,,251,937,3.73306772908367,,0,0, ,z
14676,2020Q4,,S08000031,,C206H,,Transfers,,1,,223,1026,4.60089686098655,,0,0, ,z
14677,2021Q1,,S08000031,,C206H,,Transfers,,1,,269,951,3.53531598513011,,0,0, ,z
14678,2021Q2,p,S08000031,,C206H,,Transfers,,1,,286,1689,5.90559440559441,,0,0, ,z
14679,2016Q2,,S08000031,,C206H,,Transfers,,2,,211,1164,5.51658767772512,,0,0, ,z
14680,2016Q3,,S08000031,,C206H,,Transfers,,2,,198,1045,5.27777777777778,,0,0, ,z
14681,2016Q4,,S08000031,,C206H,,Transfers,,2,,257,1505,5.85603112840467,,0,0, ,z
14682,2017Q1,,S08000031,,C206H,,Transfers,,2,,215,1225,5.69767441860465,,0,0, ,z
14683,2017Q2,,S08000031,,C206H,,Transfers,,2,,142,778,5.47887323943662,,0,0, ,z
14684,2017Q3,,S08000031,,C206H,,Transfers,,2,,168,809,4.81547619047619,,0,0, ,z
