id,quarter,quarter_qf,hb,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf
1641,2018Q3,,S08000015,,S08000015,d,AD,,Medical Oncology,,169,,10,,1.8369565217391304,,0.10869565217391304,,5.9171597633136095,
1642,2018Q4,,S08000015,,A210H,,AD,,Medical Oncology,,89,,26,,0.967391304347826,,0.2826086956521739,,29.213483146067414,
1643,2018Q4,,S08000015,,S08000015,d,AD,,Medical Oncology,,89,,26,,0.967391304347826,,0.2826086956521739,,29.213483146067414,
1644,2019Q1,,S08000015,,A210H,,AD,,Medical Oncology,,76,,8,,0.8444444444444444,,0.08888888888888889,,10.526315789473683,
1645,2019Q1,,S08000015,,S08000015,d,AD,,Medical Oncology,,76,,8,,0.8444444444444444,,0.08888888888888889,,10.526315789473683,
1646,2019Q2,,S08000015,,A210H,,AD,,Medical Oncology,,92,,20,,1.010989010989011,,0.21978021978021975,,21.73913043478261,
1647,2019Q2,,S08000015,,S08000015,d,AD,,Medical Oncology,,92,,20,,1.010989010989011,,0.21978021978021975,,21.73913043478261,
1648,2019Q3,,S08000015,,A210H,,AD,,Medical Oncology,,21,,1,,0.22826086956521735,,0.0108695652173913,,4.761904761904763,
1649,2019Q3,,S08000015,,S08000015,d,AD,,Medical Oncology,,21,,1,,0.22826086956521735,,0.0108695652173913,,4.761904761904763,
1650,2019Q4,,S08000015,,A210H,,AD,,Medical Oncology,,42,,2,,0.4565217391304347,,0.0217391304347826,,4.761904761904763,
1651,2019Q4,,S08000015,,S08000015,d,AD,,Medical Oncology,,42,,2,,0.4565217391304347,,0.0217391304347826,,4.761904761904763,
1652,2020Q1,,S08000015,,A210H,,AD,,Medical Oncology,,72,,5,,0.7912087912087912,,0.05494505494505494,,6.944444444444445,
1653,2020Q1,,S08000015,,S08000015,d,AD,,Medical Oncology,,72,,5,,0.7912087912087912,,0.05494505494505494,,6.944444444444445,
1654,2020Q2,,S08000015,,A210H,,AD,,Medical Oncology,,31,,7,,0.34065934065934067,,0.07692307692307693,,22.58064516129032,
1655,2020Q2,,S08000015,,S08000015,d,AD,,Medical Oncology,,31,,7,,0.34065934065934067,,0.07692307692307693,,22.58064516129032,
1656,2020Q3,,S08000015,,A210H,,AD,,Medical Oncology,,95,,0,,1.0326086956521738,,0,,0,
1657,2020Q3,,S08000015,,S08000015,d,AD,,Medical Oncology,,95,,0,,1.0326086956521738,,0,,0,
1658,2016Q2,,S08000015,,A111H,, ,z,Mental Health Grouping,d,2106,,1391,,23.142857142857142,,15.285714285714286,,66.0493827160494,
1659,2016Q2,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,25232,,16738,,277.27472527472526,,183.93406593406593,,66.33639822447685,
1660,2016Q3,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,24820,,18224,,269.7826086956522,,198.08695652173913,,73.42465753424658,
1661,2016Q4,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,24750,,17880,,269.0217391304348,,194.34782608695653,,72.24242424242424,
1662,2017Q1,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,24312,,17786,,270.1333333333333,,197.62222222222223,,73.15728858177033,
1663,2017Q2,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,24399,,17567,,268.1208791208791,,193.0439560439561,,71.9988524119841,
1664,2017Q3,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,24552,,18699,,266.8695652173913,,203.25,,76.16080156402737,
1665,2017Q4,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,24533,,18837,,266.6630434782609,,204.75,,76.78229323767985,
1666,2018Q1,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,23696,,17402,,263.2888888888889,,193.35555555555555,,73.43855503038488,
1667,2018Q2,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,24024,,18855,,264,,207.1978021978022,,78.48401598401597,
1668,2018Q3,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,24384,,17244,,265.04347826086956,,187.43478260869568,,70.71850393700788,
1669,2018Q4,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,22835,,16572,,248.20652173913044,,180.1304347826087,,72.57280490475148,
1670,2019Q1,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,22162,,15646,,246.24444444444444,,173.84444444444443,,70.59832145113256,
1671,2019Q2,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,21169,,15874,,232.62637362637363,,174.43956043956044,,74.98700930606074,
1672,2019Q3,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,20249,,16460,,220.09782608695653,,178.91304347826087,,81.28796483776976,
1673,2019Q4,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,20340,,16171,,221.08695652173913,,175.77173913043478,,79.50344149459194,
1674,2020Q1,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,21014,,15310,,230.92307692307693,,168.24175824175825,,72.8561911106881,
1675,2020Q2,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,19425,,14648,,213.46153846153845,,160.96703296703296,,75.40797940797941,
1676,2020Q3,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,19050,,15528,,207.06521739130432,,168.7826086956522,,81.51181102362204,
1677,2020Q4,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,18901,,15811,,205.44565217391303,,171.8586956521739,,83.65165864239987,
1678,2021Q1,,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,18637,,14960,,207.07777777777775,,166.22222222222223,,80.27042979020229,
1679,2021Q2,p,S08000015,,S08000015,d, ,z,Mental Health Grouping,d,18661,,15175,,205.06593406593407,,166.75824175824175,,81.31932908204276,
1680,2017Q1,,S08000015,,A111H,,T2,,Midwifery,,217,,217,,2.411111111111111,,2.411111111111111,,100,
1681,2017Q1,,S08000015,,S08000015,d,T2,,Midwifery,,217,,217,,2.411111111111111,,2.411111111111111,,100,
1682,2017Q2,,S08000015,,A111H,,T2,,Midwifery,,388,,388,,4.263736263736264,,4.263736263736264,,100,
1683,2017Q2,,S08000015,,S08000015,d,T2,,Midwifery,,388,,388,,4.263736263736264,,4.263736263736264,,100,
1684,2017Q3,,S08000015,,A111H,,T2,,Midwifery,,437,,437,,4.75,,4.75,,100,
1685,2017Q3,,S08000015,,S08000015,d,T2,,Midwifery,,437,,437,,4.75,,4.75,,100,
1686,2017Q4,,S08000015,,A111H,,T2,,Midwifery,,283,,283,,3.0760869565217392,,3.0760869565217392,,100,
1687,2017Q4,,S08000015,,S08000015,d,T2,,Midwifery,,283,,283,,3.0760869565217392,,3.0760869565217392,,100,
1688,2018Q1,,S08000015,,A111H,,T2,,Midwifery,,322,,322,,3.577777777777778,,3.577777777777778,,100,
1689,2018Q1,,S08000015,,S08000015,d,T2,,Midwifery,,322,,322,,3.577777777777778,,3.577777777777778,,100,
1690,2018Q2,,S08000015,,A111H,,T2,,Midwifery,,387,,387,,4.252747252747253,,4.252747252747253,,100,
1691,2018Q2,,S08000015,,S08000015,d,T2,,Midwifery,,387,,387,,4.252747252747253,,4.252747252747253,,100,
1692,2018Q3,,S08000015,,A111H,,T2,,Midwifery,,298,,298,,3.239130434782609,,3.239130434782609,,100,
1693,2018Q3,,S08000015,,S08000015,d,T2,,Midwifery,,298,,298,,3.239130434782609,,3.239130434782609,,100,
1694,2018Q4,,S08000015,,A111H,,T2,,Midwifery,,285,,285,,3.097826086956522,,3.097826086956522,,100,
1695,2018Q4,,S08000015,,S08000015,d,T2,,Midwifery,,285,,285,,3.097826086956522,,3.097826086956522,,100,
1696,2019Q1,,S08000015,,A111H,,T2,,Midwifery,,202,,202,,2.2444444444444445,,2.2444444444444445,,100,
1697,2019Q1,,S08000015,,S08000015,d,T2,,Midwifery,,202,,202,,2.2444444444444445,,2.2444444444444445,,100,
1698,2019Q2,,S08000015,,A111H,,T2,,Midwifery,,243,,243,,2.67032967032967,,2.67032967032967,,100,
1699,2019Q2,,S08000015,,S08000015,d,T2,,Midwifery,,243,,243,,2.67032967032967,,2.67032967032967,,100,
1700,2019Q3,,S08000015,,A111H,,T2,,Midwifery,,331,,331,,3.597826086956522,,3.597826086956522,,100,
1701,2019Q3,,S08000015,,S08000015,d,T2,,Midwifery,,331,,331,,3.597826086956522,,3.597826086956522,,100,
1702,2019Q4,,S08000015,,A111H,,T2,,Midwifery,,235,,235,,2.5543478260869565,,2.5543478260869565,,100,
1703,2019Q4,,S08000015,,S08000015,d,T2,,Midwifery,,235,,235,,2.5543478260869565,,2.5543478260869565,,100,
1704,2020Q1,,S08000015,,A111H,,T2,,Midwifery,,226,,226,,2.4835164835164836,,2.4835164835164836,,100,
1712,2021Q1,,S08000015,,A111H,,T2,,Midwifery,,159,,159,,1.7666666666666666,,1.7666666666666666,,100,
1713,2021Q1,,S08000015,,S08000015,d,T2,,Midwifery,,159,,159,,1.7666666666666666,,1.7666666666666666,,100,
1714,2021Q2,p,S08000015,,A111H,,T2,,Midwifery,,154,,154,,1.6923076923076923,,1.6923076923076923,,100,
1715,2021Q2,p,S08000015,,S08000015,d,T2,,Midwifery,,154,,154,,1.6923076923076923,,1.6923076923076923,,100,
1716,2018Q1,,S08000015,,S08000015,d,AH,,Neurology,,5,,5,,0.05555555555555555,,0.05555555555555555,,100,
1717,2016Q2,,S08000015,,A111H,,F3,,Obstetrics,,3298,,2672,,36.24175824175824,,29.36263736263736,,81.01879927228623,
1718,2016Q2,,S08000015,,S08000015,d,F3,,Obstetrics,,3298,,2672,,36.24175824175824,,29.36263736263736,,81.01879927228623,
1719,2016Q3,,S08000015,,A111H,,F3,,Obstetrics,,3317,,2536,,36.05434782608695,,27.565217391304348,,76.4546276756105,
1720,2016Q3,,S08000015,,S08000015,d,F3,,Obstetrics,,3317,,2536,,36.05434782608695,,27.565217391304348,,76.4546276756105,
1721,2016Q4,,S08000015,,A111H,,F3,,Obstetrics,,3189,,2450,,34.66304347826087,,26.630434782608695,,76.82659140796488,
1722,2016Q4,,S08000015,,S08000015,d,F3,,Obstetrics,,3189,,2450,,34.66304347826087,,26.630434782608695,,76.82659140796488,
1723,2017Q1,,S08000015,,A111H,,F3,,Obstetrics,,2690,,1937,,29.88888888888889,,21.522222222222226,,72.00743494423791,
1724,2017Q1,,S08000015,,S08000015,d,F3,,Obstetrics,,2690,,1937,,29.88888888888889,,21.522222222222226,,72.00743494423791,
1725,2017Q2,,S08000015,,A111H,,F3,,Obstetrics,,2504,,2010,,27.51648351648352,,22.087912087912088,,80.27156549520767,
1726,2017Q2,,S08000015,,S08000015,d,F3,,Obstetrics,,2504,,2010,,27.51648351648352,,22.087912087912088,,80.27156549520767,
1727,2017Q3,,S08000015,,A111H,,F3,,Obstetrics,,2521,,2118,,27.402173913043477,,23.02173913043478,,84.01428004760015,
1728,2017Q3,,S08000015,,S08000015,d,F3,,Obstetrics,,2521,,2118,,27.402173913043477,,23.02173913043478,,84.01428004760015,
1729,2017Q4,,S08000015,,A111H,,F3,,Obstetrics,,2589,,2131,,28.14130434782609,,23.16304347826087,,82.30977211278486,
1730,2017Q4,,S08000015,,S08000015,d,F3,,Obstetrics,,2589,,2131,,28.14130434782609,,23.16304347826087,,82.30977211278486,
1731,2018Q1,,S08000015,,A111H,,F3,,Obstetrics,,2481,,1894,,27.566666666666663,,21.044444444444444,,76.34018540910922,
1732,2018Q1,,S08000015,,S08000015,d,F3,,Obstetrics,,2481,,1894,,27.566666666666663,,21.044444444444444,,76.34018540910922,
1733,2018Q2,,S08000015,,A111H,,F3,,Obstetrics,,2494,,1977,,27.406593406593405,,21.725274725274726,,79.27024859663192,
1734,2018Q2,,S08000015,,S08000015,d,F3,,Obstetrics,,2494,,1977,,27.406593406593405,,21.725274725274726,,79.27024859663192,
1735,2018Q3,,S08000015,,A111H,,F3,,Obstetrics,,2585,,1944,,28.097826086956523,,21.130434782608695,,75.20309477756287,
1736,2018Q3,,S08000015,,S08000015,d,F3,,Obstetrics,,2585,,1944,,28.097826086956523,,21.130434782608695,,75.20309477756287,
1737,2018Q4,,S08000015,,A111H,,F3,,Obstetrics,,2621,,2064,,28.48913043478261,,22.434782608695652,,78.74856924837847,
1738,2018Q4,,S08000015,,S08000015,d,F3,,Obstetrics,,2621,,2064,,28.48913043478261,,22.434782608695652,,78.74856924837847,
1739,2019Q1,,S08000015,,A111H,,F3,,Obstetrics,,2628,,2125,,29.2,,23.61111111111111,,80.8599695585997,
1740,2019Q1,,S08000015,,S08000015,d,F3,,Obstetrics,,2628,,2125,,29.2,,23.61111111111111,,80.8599695585997,
1741,2019Q2,,S08000015,,A111H,,F3,,Obstetrics,,2643,,2067,,29.043956043956044,,22.714285714285715,,78.20658342792282,
1742,2019Q2,,S08000015,,S08000015,d,F3,,Obstetrics,,2643,,2067,,29.043956043956044,,22.714285714285715,,78.20658342792282,
1743,2019Q3,,S08000015,,A111H,,F3,,Obstetrics,,2599,,2152,,28.25,,23.39130434782609,,82.80107733743746,
1744,2019Q3,,S08000015,,S08000015,d,F3,,Obstetrics,,2599,,2152,,28.25,,23.39130434782609,,82.80107733743746,
1745,2019Q4,,S08000015,,A111H,,F3,,Obstetrics,,2637,,1924,,28.66304347826087,,20.91304347826087,,72.96169890026546,
1746,2019Q4,,S08000015,,S08000015,d,F3,,Obstetrics,,2637,,1924,,28.66304347826087,,20.91304347826087,,72.96169890026546,
1747,2020Q1,,S08000015,,A111H,,F3,,Obstetrics,,2629,,1948,,28.89010989010989,,21.406593406593405,,74.09661468238873,
1748,2020Q1,,S08000015,,S08000015,d,F3,,Obstetrics,,2629,,1948,,28.89010989010989,,21.406593406593405,,74.09661468238873,
1749,2020Q2,,S08000015,,A111H,,F3,,Obstetrics,,2595,,1575,,28.51648351648352,,17.307692307692307,,60.69364161849711,
1750,2020Q2,,S08000015,,S08000015,d,F3,,Obstetrics,,2595,,1575,,28.51648351648352,,17.307692307692307,,60.69364161849711,
1751,2020Q3,,S08000015,,A111H,,F3,,Obstetrics,,2632,,1704,,28.60869565217391,,18.52173913043478,,64.74164133738601,
1752,2020Q3,,S08000015,,S08000015,d,F3,,Obstetrics,,2632,,1704,,28.60869565217391,,18.52173913043478,,64.74164133738601,
1753,2020Q4,,S08000015,,A111H,,F3,,Obstetrics,,2861,,1788,,31.097826086956523,,19.434782608695652,,62.49563089828732,
1754,2020Q4,,S08000015,,S08000015,d,F3,,Obstetrics,,2861,,1788,,31.097826086956523,,19.434782608695652,,62.49563089828732,
1755,2021Q1,,S08000015,,A111H,,F3,,Obstetrics,,2887,,1555,,32.077777777777776,,17.27777777777778,,53.862140630412206,
1756,2021Q1,,S08000015,,S08000015,d,F3,,Obstetrics,,2887,,1555,,32.077777777777776,,17.27777777777778,,53.862140630412206,
1757,2021Q2,p,S08000015,,A111H,,F3,,Obstetrics,,2976,,1791,,32.7032967032967,,19.68131868131868,,60.18145161290324,
1758,2021Q2,p,S08000015,,S08000015,d,F3,,Obstetrics,,2976,,1791,,32.7032967032967,,19.68131868131868,,60.18145161290324,
1759,2016Q2,,S08000015,,A210H,,C7,,Ophthalmology,,240,,71,,2.6373626373626373,,0.7802197802197802,,29.583333333333332,
1760,2016Q2,,S08000015,,S08000015,d,C7,,Ophthalmology,,240,,71,,2.6373626373626373,,0.7802197802197802,,29.583333333333332,
1761,2016Q3,,S08000015,,A210H,,C7,,Ophthalmology,,261,,149,,2.8369565217391304,,1.6195652173913044,,57.08812260536399,
1762,2016Q3,,S08000015,,S08000015,d,C7,,Ophthalmology,,261,,149,,2.8369565217391304,,1.6195652173913044,,57.08812260536399,
1763,2016Q4,,S08000015,,A210H,,C7,,Ophthalmology,,245,,139,,2.6630434782608696,,1.5108695652173914,,56.734693877551024,
1764,2016Q4,,S08000015,,S08000015,d,C7,,Ophthalmology,,245,,139,,2.6630434782608696,,1.5108695652173914,,56.734693877551024,
1765,2017Q1,,S08000015,,A210H,,C7,,Ophthalmology,,237,,130,,2.6333333333333333,,1.4444444444444444,,54.85232067510548,
1766,2017Q1,,S08000015,,S08000015,d,C7,,Ophthalmology,,237,,130,,2.6333333333333333,,1.4444444444444444,,54.85232067510548,
1767,2017Q2,,S08000015,,A111H,,C7,,Ophthalmology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
1768,2017Q2,,S08000015,,A210H,,C7,,Ophthalmology,,285,,156,,3.131868131868132,,1.7142857142857142,,54.73684210526315,
1769,2017Q2,,S08000015,,S08000015,d,C7,,Ophthalmology,,286,,157,,3.142857142857143,,1.7252747252747254,,54.89510489510489,
1770,2017Q3,,S08000015,,A210H,,C7,,Ophthalmology,,240,,142,,2.608695652173913,,1.5434782608695652,,59.166666666666664,
1771,2017Q3,,S08000015,,S08000015,d,C7,,Ophthalmology,,240,,142,,2.608695652173913,,1.5434782608695652,,59.166666666666664,
1772,2017Q4,,S08000015,,A210H,,C7,,Ophthalmology,,217,,140,,2.358695652173913,,1.5217391304347827,,64.51612903225806,
1773,2017Q4,,S08000015,,S08000015,d,C7,,Ophthalmology,,217,,140,,2.358695652173913,,1.5217391304347827,,64.51612903225806,
1774,2018Q1,,S08000015,,A111H,,C7,,Ophthalmology,,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
1775,2018Q1,,S08000015,,A210H,,C7,,Ophthalmology,,212,,157,,2.3555555555555556,,1.7444444444444445,,74.05660377358491,
1776,2018Q1,,S08000015,,S08000015,d,C7,,Ophthalmology,,213,,158,,2.3666666666666667,,1.7555555555555555,,74.17840375586854,
1777,2018Q2,,S08000015,,A210H,,C7,,Ophthalmology,,183,,135,,2.010989010989011,,1.4835164835164836,,73.77049180327869,
1778,2018Q2,,S08000015,,S08000015,d,C7,,Ophthalmology,,183,,135,,2.010989010989011,,1.4835164835164836,,73.77049180327869,
1779,2018Q3,,S08000015,,A111H,,C7,,Ophthalmology,,6,,6,,0.06521739130434782,,0.06521739130434782,,100,
1780,2018Q3,,S08000015,,A210H,,C7,,Ophthalmology,,167,,123,,1.815217391304348,,1.3369565217391304,,73.65269461077844,
1781,2018Q3,,S08000015,,S08000015,d,C7,,Ophthalmology,,173,,129,,1.8804347826086956,,1.4021739130434785,,74.56647398843931,
1782,2018Q4,,S08000015,,A111H,,C7,,Ophthalmology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
1783,2018Q4,,S08000015,,A210H,,C7,,Ophthalmology,,175,,133,,1.9021739130434785,,1.4456521739130437,,76,
1784,2018Q4,,S08000015,,S08000015,d,C7,,Ophthalmology,,176,,134,,1.9130434782608696,,1.4565217391304348,,76.13636363636364,
1785,2019Q1,,S08000015,,A210H,,C7,,Ophthalmology,,187,,172,,2.077777777777778,,1.9111111111111112,,91.97860962566844,
1786,2019Q1,,S08000015,,S08000015,d,C7,,Ophthalmology,,187,,172,,2.077777777777778,,1.9111111111111112,,91.97860962566844,
1787,2019Q2,,S08000015,,A210H,,C7,,Ophthalmology,,93,,56,,1.021978021978022,,0.6153846153846154,,60.21505376344087,
1788,2019Q2,,S08000015,,S08000015,d,C7,,Ophthalmology,,93,,56,,1.021978021978022,,0.6153846153846154,,60.21505376344087,
1789,2019Q3,,S08000015,,A210H,,C7,,Ophthalmology,,118,,72,,1.2826086956521738,,0.782608695652174,,61.016949152542374,
1790,2019Q3,,S08000015,,S08000015,d,C7,,Ophthalmology,,118,,72,,1.2826086956521738,,0.782608695652174,,61.016949152542374,
1791,2019Q4,,S08000015,,A111H,,C7,,Ophthalmology,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
1792,2019Q4,,S08000015,,A210H,,C7,,Ophthalmology,,174,,153,,1.891304347826087,,1.6630434782608696,,87.93103448275863,
1793,2019Q4,,S08000015,,S08000015,d,C7,,Ophthalmology,,177,,156,,1.923913043478261,,1.6956521739130437,,88.13559322033898,
1794,2020Q1,,S08000015,,A111H,,C7,,Ophthalmology,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
1795,2020Q1,,S08000015,,A210H,,C7,,Ophthalmology,,174,,119,,1.912087912087912,,1.3076923076923077,,68.39080459770115,
1796,2020Q1,,S08000015,,S08000015,d,C7,,Ophthalmology,,177,,122,,1.945054945054945,,1.3406593406593406,,68.92655367231639,
1797,2020Q2,,S08000015,,A210H,,C7,,Ophthalmology,,171,,30,,1.879120879120879,,0.32967032967032966,,17.543859649122805,
1798,2020Q2,,S08000015,,S08000015,d,C7,,Ophthalmology,,171,,30,,1.879120879120879,,0.32967032967032966,,17.543859649122805,
1799,2020Q3,,S08000015,,A210H,,C7,,Ophthalmology,,180,,43,,1.9565217391304348,,0.4673913043478261,,23.88888888888889,
1800,2020Q3,,S08000015,,S08000015,d,C7,,Ophthalmology,,180,,43,,1.9565217391304348,,0.4673913043478261,,23.88888888888889,
1801,2020Q4,,S08000015,,A210H,,C7,,Ophthalmology,,97,,58,,1.0543478260869563,,0.6304347826086957,,59.79381443298969,
1802,2020Q4,,S08000015,,S08000015,d,C7,,Ophthalmology,,97,,58,,1.0543478260869563,,0.6304347826086957,,59.79381443298969,
1803,2021Q1,,S08000015,,A210H,,C7,,Ophthalmology,,22,,22,,0.24444444444444444,,0.24444444444444444,,100,
1804,2021Q1,,S08000015,,S08000015,d,C7,,Ophthalmology,,22,,22,,0.24444444444444444,,0.24444444444444444,,100,
1805,2021Q2,p,S08000015,,A210H,,C7,,Ophthalmology,,82,,82,,0.9010989010989012,,0.9010989010989012,,100,
1806,2021Q2,p,S08000015,,S08000015,d,C7,,Ophthalmology,,82,,82,,0.9010989010989012,,0.9010989010989012,,100,
1807,2016Q2,,S08000015,,A111H,,CA,,Paediatric Surgery,,4,,4,,0.04395604395604396,,0.04395604395604396,,100,
1808,2016Q2,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,4,,4,,0.04395604395604396,,0.04395604395604396,,100,
1809,2016Q3,,S08000015,,A111H,,CA,,Paediatric Surgery,,7,,7,,0.07608695652173914,,0.07608695652173914,,100,
1810,2016Q3,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,7,,7,,0.07608695652173914,,0.07608695652173914,,100,
1811,2016Q4,,S08000015,,A111H,,CA,,Paediatric Surgery,,22,,22,,0.2391304347826087,,0.2391304347826087,,100,
1812,2016Q4,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,22,,22,,0.2391304347826087,,0.2391304347826087,,100,
1813,2017Q1,,S08000015,,A111H,,CA,,Paediatric Surgery,,8,,8,,0.08888888888888889,,0.08888888888888889,,100,
1814,2017Q1,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,8,,8,,0.08888888888888889,,0.08888888888888889,,100,
1815,2017Q2,,S08000015,,A111H,,CA,,Paediatric Surgery,,11,,11,,0.12087912087912088,,0.12087912087912088,,100,
1816,2017Q2,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,11,,11,,0.12087912087912088,,0.12087912087912088,,100,
1817,2017Q3,,S08000015,,A111H,,CA,,Paediatric Surgery,,7,,7,,0.07608695652173914,,0.07608695652173914,,100,
1818,2017Q3,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,7,,7,,0.07608695652173914,,0.07608695652173914,,100,
1819,2017Q4,,S08000015,,A111H,,CA,,Paediatric Surgery,,20,,20,,0.21739130434782608,,0.21739130434782608,,100,
1820,2017Q4,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,20,,20,,0.21739130434782608,,0.21739130434782608,,100,
1821,2018Q1,,S08000015,,A111H,,CA,,Paediatric Surgery,,12,,12,,0.13333333333333333,,0.13333333333333333,,100,
1822,2018Q1,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,12,,12,,0.13333333333333333,,0.13333333333333333,,100,
1823,2018Q2,,S08000015,,A111H,,CA,,Paediatric Surgery,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
1824,2018Q2,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
1825,2018Q3,,S08000015,,A111H,,CA,,Paediatric Surgery,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
1826,2018Q3,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
1827,2018Q4,,S08000015,,A111H,,CA,,Paediatric Surgery,,9,,9,,0.09782608695652174,,0.09782608695652174,,100,
1828,2018Q4,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,9,,9,,0.09782608695652174,,0.09782608695652174,,100,
1829,2019Q1,,S08000015,,A111H,,CA,,Paediatric Surgery,,8,,8,,0.08888888888888889,,0.08888888888888889,,100,
2445,2018Q4,,S08000016,,S08000016,d,A2,,Cardiology,,639,,639,,6.945652173913044,,6.945652173913044,,100,
1830,2019Q1,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,8,,8,,0.08888888888888889,,0.08888888888888889,,100,
1831,2019Q2,,S08000015,,A111H,,CA,,Paediatric Surgery,,6,,6,,0.06593406593406594,,0.06593406593406594,,100,
1832,2019Q2,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,6,,6,,0.06593406593406594,,0.06593406593406594,,100,
1833,2019Q3,,S08000015,,A111H,,CA,,Paediatric Surgery,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
1834,2019Q3,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
1835,2020Q1,,S08000015,,A111H,,CA,,Paediatric Surgery,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
1836,2020Q1,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
1837,2020Q3,,S08000015,,A111H,,CA,,Paediatric Surgery,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
1838,2020Q3,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
1839,2021Q1,,S08000015,,A111H,,CA,,Paediatric Surgery,,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
1840,2021Q1,,S08000015,,S08000015,d,CA,,Paediatric Surgery,,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
1841,2021Q2,p,S08000015,,A111H,,CA,,Paediatric Surgery,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
1842,2021Q2,p,S08000015,,S08000015,d,CA,,Paediatric Surgery,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
1843,2016Q2,,S08000015,,A111H,,AF,,Paediatrics,,2943,,2415,,32.34065934065934,,26.53846153846154,,82.059123343527,
1844,2016Q2,,S08000015,,S08000015,d,AF,,Paediatrics,,2943,,2415,,32.34065934065934,,26.53846153846154,,82.059123343527,
1845,2016Q3,,S08000015,,A111H,,AF,,Paediatrics,,2986,,2276,,32.45652173913044,,24.73913043478261,,76.22237106496985,
1846,2016Q3,,S08000015,,S08000015,d,AF,,Paediatrics,,2986,,2276,,32.45652173913044,,24.73913043478261,,76.22237106496985,
1847,2016Q4,,S08000015,,A111H,,AF,,Paediatrics,,3257,,2657,,35.40217391304348,,28.880434782608695,,81.57813939207861,
1848,2016Q4,,S08000015,,A210H,,AF,,Paediatrics,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
1849,2016Q4,,S08000015,,S08000015,d,AF,,Paediatrics,,3259,,2659,,35.42391304347826,,28.902173913043477,,81.58944461491255,
1850,2017Q1,,S08000015,,A111H,,AF,,Paediatrics,,3089,,2457,,34.32222222222222,,27.3,,79.54030430560051,
1851,2017Q1,,S08000015,,S08000015,d,AF,,Paediatrics,,3089,,2457,,34.32222222222222,,27.3,,79.54030430560051,
