id,week_ending,hb,hbqf,admission_type,admission_type_qf,specialty,specialty_qf,number_admissions,average20182019,percent_variation
18780,20201122,S08000032,,Emergency,,All,d,1264,1518.5,-16.8
18781,20201122,S08000032,,Emergency,,Cardiology,,85,86,-1.2
18782,20201122,S08000032,,Emergency,,Gynaecology,,21,26,-19.2
18783,20201122,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,767,853.5,-10.1
18784,20201122,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,852,939.5,-9.3
18785,20201122,S08000032,,Emergency,,Paediatrics (medical & surgical),,70,189,-63
18786,20201122,S08000032,,Emergency,,Paediatrics (medical),,70,189,-63
18787,20201122,S08000032,,Emergency,,Surgery,,278,358.5,-22.5
18788,20201122,S92000003,d,Emergency,,Accident & Emergency,,417,413.5,0.8
18789,20201122,S92000003,d,Emergency,,All,d,10381,12332.5,-15.8
18790,20201122,S92000003,d,Emergency,,Cancer,,105,128,-18
18791,20201122,S92000003,d,Emergency,,Cardiology,,280,336,-16.7
18792,20201122,S92000003,d,Emergency,,Community,,118,170.5,-30.8
18793,20201122,S92000003,d,Emergency,,Gynaecology,,183,196,-6.6
18794,20201122,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,5910,6393.5,-7.6
18795,20201122,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6295,6857.5,-8.2
18796,20201122,S92000003,d,Emergency,,Paediatrics (medical & surgical),,868,1702,-49
18797,20201122,S92000003,d,Emergency,,Paediatrics (medical),,816,1658.5,-50.8
18798,20201122,S92000003,d,Emergency,,Paediatrics (surgical),,52,43.5,19.5
18799,20201122,S92000003,d,Emergency,,Surgery,,2500,2991.5,-16.4
18800,20201129,S08000015,,Emergency,,All,d,838,1029.5,-18.6
18801,20201129,S08000015,,Emergency,,Cardiology,,15,12.5,20
18802,20201129,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,541,594.5,-9
18803,20201129,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,556,607,-8.4
18804,20201129,S08000015,,Emergency,,Paediatrics (medical & surgical),,69,188.5,-63.4
18805,20201129,S08000015,,Emergency,,Paediatrics (medical),,69,188.5,-63.4
18806,20201129,S08000015,,Emergency,,Surgery,,209,217.5,-3.9
18807,20201129,S08000016,,Emergency,,All,d,183,244.5,-25.2
18808,20201129,S08000016,,Emergency,,Cardiology,,9,8.5,5.9
18809,20201129,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,108,136,-20.6
18810,20201129,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,117,144.5,-19
18811,20201129,S08000016,,Emergency,,Paediatrics (medical & surgical),,18,45,-60
18812,20201129,S08000016,,Emergency,,Paediatrics (medical),,18,45,-60
18813,20201129,S08000016,,Emergency,,Surgery,,47,52.5,-10.5
18814,20201129,S08000017,,Emergency,,All,d,306,354.5,-13.7
18815,20201129,S08000017,,Emergency,,Community,,17,24.5,-30.6
18816,20201129,S08000017,,Emergency,,Gynaecology,,7,13,-46.2
18817,20201129,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,162,179.5,-9.7
18818,20201129,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,163,181,-9.9
18819,20201129,S08000017,,Emergency,,Paediatrics (medical & surgical),,32,62,-48.4
18820,20201129,S08000017,,Emergency,,Paediatrics (medical),,32,62,-48.4
18821,20201129,S08000017,,Emergency,,Surgery,,87,74,17.6
18822,20201129,S08000019,,Emergency,,Accident & Emergency,,9,4,125
18823,20201129,S08000019,,Emergency,,All,d,641,914,-29.9
18824,20201129,S08000019,,Emergency,,Gynaecology,,20,25.5,-21.6
18825,20201129,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,407,494.5,-17.7
18826,20201129,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,407,498.5,-18.4
18827,20201129,S08000019,,Emergency,,Paediatrics (medical & surgical),,54,188,-71.3
18828,20201129,S08000019,,Emergency,,Paediatrics (medical),,54,188,-71.3
18829,20201129,S08000019,,Emergency,,Surgery,,151,198,-23.7
18830,20201129,S08000020,,Emergency,,Accident & Emergency,,12,49.5,-75.8
18831,20201129,S08000020,,Emergency,,All,d,921,1105.5,-16.7
18832,20201129,S08000020,,Emergency,,Cancer,,22,25.5,-13.7
18833,20201129,S08000020,,Emergency,,Cardiology,,32,32.5,-1.5
18834,20201129,S08000020,,Emergency,,Community,,30,46,-34.8
18835,20201129,S08000020,,Emergency,,Gynaecology,,9,11,-18.2
18836,20201129,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,468,464.5,0.8
18837,20201129,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,522,522.5,-0.1
18838,20201129,S08000020,,Emergency,,Paediatrics (medical & surgical),,74,165.5,-55.3
18839,20201129,S08000020,,Emergency,,Paediatrics (medical),,67,153.5,-56.4
18840,20201129,S08000020,,Emergency,,Paediatrics (surgical),,7,12,-41.7
18841,20201129,S08000020,,Emergency,,Surgery,,274,310,-11.6
18842,20201129,S08000022,,Emergency,,All,d,544,629.5,-13.6
18843,20201129,S08000022,,Emergency,,Community,,62,80,-22.5
18844,20201129,S08000022,,Emergency,,Gynaecology,,9,18.5,-51.4
18845,20201129,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,256,288,-11.1
18846,20201129,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,260,299.5,-13.2
18847,20201129,S08000022,,Emergency,,Paediatrics (medical & surgical),,50,70,-28.6
18848,20201129,S08000022,,Emergency,,Paediatrics (medical),,50,70,-28.6
18849,20201129,S08000022,,Emergency,,Surgery,,163,161.5,0.9
18850,20201129,S08000024,,Emergency,,Accident & Emergency,,187,134.5,39
18851,20201129,S08000024,,Emergency,,All,d,1569,1776,-11.7
18852,20201129,S08000024,,Emergency,,Cancer,,51,60.5,-15.7
18853,20201129,S08000024,,Emergency,,Cardiology,,27,38.5,-29.9
18854,20201129,S08000024,,Emergency,,Gynaecology,,24,23.5,2.1
18855,20201129,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,803,840.5,-4.5
18856,20201129,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,881,939.5,-6.2
18857,20201129,S08000024,,Emergency,,Paediatrics (medical & surgical),,127,221.5,-42.7
18858,20201129,S08000024,,Emergency,,Paediatrics (medical),,112,202,-44.6
18859,20201129,S08000024,,Emergency,,Paediatrics (surgical),,15,19.5,-23.1
18860,20201129,S08000024,,Emergency,,Surgery,,349,457,-23.6
18861,20201129,S08000025,,Emergency,,All,d,32,32,0
18862,20201129,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,16,23.5,-31.9
18863,20201129,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,16,23.5,-31.9
18864,20201129,S08000025,,Emergency,,Surgery,,16,8.5,88.2
18865,20201129,S08000026,,Emergency,,All,d,33,34.5,-4.3
18866,20201129,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,17,24,-29.2
18867,20201129,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,17,24,-29.2
18868,20201129,S08000026,,Emergency,,Surgery,,16,10.5,52.4
18869,20201129,S08000028,,Emergency,,All,d,56,57,-1.8
18870,20201129,S08000028,,Emergency,,Community,,11,6.5,69.2
18871,20201129,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,24,34.5,-30.4
18872,20201129,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,24,34.5,-30.4
18873,20201129,S08000028,,Emergency,,Surgery,,16,10.5,52.4
18874,20201129,S08000029,,Emergency,,Accident & Emergency,,71,57.5,23.5
18875,20201129,S08000029,,Emergency,,All,d,758,878.5,-13.7
18876,20201129,S08000029,,Emergency,,Cardiology,,31,29,6.9
18877,20201129,S08000029,,Emergency,,Gynaecology,,31,17,82.4
18878,20201129,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,419,443.5,-5.5
18879,20201129,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,450,472.5,-4.8
18880,20201129,S08000029,,Emergency,,Paediatrics (medical & surgical),,60,137.5,-56.4
18881,20201129,S08000029,,Emergency,,Paediatrics (medical),,60,137,-56.2
18882,20201129,S08000029,,Emergency,,Surgery,,144,185.5,-22.4
18883,20201129,S08000030,,Emergency,,Accident & Emergency,,68,71.5,-4.9
18884,20201129,S08000030,,Emergency,,All,d,890,1036.5,-14.1
18885,20201129,S08000030,,Emergency,,Cancer,,13,19.5,-33.3
18886,20201129,S08000030,,Emergency,,Cardiology,,22,21,4.8
18887,20201129,S08000030,,Emergency,,Gynaecology,,16,12.5,28
18888,20201129,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,511,522,-2.1
18889,20201129,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,546,562.5,-2.9
18890,20201129,S08000030,,Emergency,,Paediatrics (medical & surgical),,75,152.5,-50.8
18891,20201129,S08000030,,Emergency,,Paediatrics (medical),,75,152.5,-50.8
18892,20201129,S08000030,,Emergency,,Surgery,,185,227,-18.5
18893,20201129,S08000031,,Emergency,,Accident & Emergency,,37,32.5,13.8
18894,20201129,S08000031,,Emergency,,All,d,2223,2789.5,-20.3
18895,20201129,S08000031,,Emergency,,Cancer,,19,32.5,-41.5
18896,20201129,S08000031,,Emergency,,Cardiology,,70,82.5,-15.2
18897,20201129,S08000031,,Emergency,,Gynaecology,,27,30,-10
18898,20201129,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1345,1625.5,-17.3
18899,20201129,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1434,1740.5,-17.6
18900,20201129,S08000031,,Emergency,,Paediatrics (medical & surgical),,174,299.5,-41.9
18901,20201129,S08000031,,Emergency,,Paediatrics (medical),,150,284.5,-47.3
18902,20201129,S08000031,,Emergency,,Paediatrics (surgical),,24,15,60
18903,20201129,S08000031,,Emergency,,Surgery,,551,687,-19.8
18904,20201129,S08000032,,Emergency,,Accident & Emergency,,34,4,750
18905,20201129,S08000032,,Emergency,,All,d,1194,1498,-20.3
18906,20201129,S08000032,,Emergency,,Cardiology,,56,64.5,-13.2
18907,20201129,S08000032,,Emergency,,Gynaecology,,21,17,23.5
18908,20201129,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,739,902.5,-18.1
18909,20201129,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,795,967,-17.8
18910,20201129,S08000032,,Emergency,,Paediatrics (medical & surgical),,58,165,-64.8
18911,20201129,S08000032,,Emergency,,Paediatrics (medical),,58,165,-64.8
18912,20201129,S08000032,,Emergency,,Surgery,,286,345,-17.1
18913,20201129,S92000003,d,Emergency,,Accident & Emergency,,422,370,14.1
18914,20201129,S92000003,d,Emergency,,All,d,10188,12379.5,-17.7
18915,20201129,S92000003,d,Emergency,,Cancer,,105,141.5,-25.8
18916,20201129,S92000003,d,Emergency,,Cardiology,,267,302.5,-11.7
18917,20201129,S92000003,d,Emergency,,Community,,124,178,-30.3
18918,20201129,S92000003,d,Emergency,,Gynaecology,,166,168,-1.2
18919,20201129,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,5816,6573,-11.5
18920,20201129,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6188,7017,-11.8
18921,20201129,S92000003,d,Emergency,,Paediatrics (medical & surgical),,794,1700.5,-53.3
18922,20201129,S92000003,d,Emergency,,Paediatrics (medical),,748,1653.5,-54.8
18923,20201129,S92000003,d,Emergency,,Paediatrics (surgical),,46,47,-2.1
18924,20201129,S92000003,d,Emergency,,Surgery,,2494,2944.5,-15.3
18925,20201206,S08000015,,Emergency,,All,d,809,1046.5,-22.7
18926,20201206,S08000015,,Emergency,,Cardiology,,11,13.5,-18.5
18927,20201206,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,517,598.5,-13.6
18928,20201206,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,528,612,-13.7
18929,20201206,S08000015,,Emergency,,Paediatrics (medical & surgical),,78,196.5,-60.3
18930,20201206,S08000015,,Emergency,,Paediatrics (medical),,78,196.5,-60.3
18931,20201206,S08000015,,Emergency,,Surgery,,201,219.5,-8.4
18932,20201206,S08000016,,Emergency,,All,d,182,250.5,-27.3
18933,20201206,S08000016,,Emergency,,Cardiology,,10,7.5,33.3
18934,20201206,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,102,136.5,-25.3
18935,20201206,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,112,144,-22.2
18936,20201206,S08000016,,Emergency,,Paediatrics (medical & surgical),,27,44,-38.6
18937,20201206,S08000016,,Emergency,,Paediatrics (medical),,27,44,-38.6
18938,20201206,S08000016,,Emergency,,Surgery,,42,58.5,-28.2
18939,20201206,S08000017,,Emergency,,All,d,327,380.5,-14.1
18940,20201206,S08000017,,Emergency,,Community,,20,20,0
18941,20201206,S08000017,,Emergency,,Gynaecology,,16,8.5,88.2
18942,20201206,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,185,197.5,-6.3
18943,20201206,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,187,198.5,-5.8
18944,20201206,S08000017,,Emergency,,Paediatrics (medical & surgical),,21,69,-69.6
18945,20201206,S08000017,,Emergency,,Paediatrics (medical),,21,69,-69.6
18946,20201206,S08000017,,Emergency,,Surgery,,83,84.5,-1.8
18947,20201206,S08000019,,Emergency,,All,d,591,935,-36.8
18948,20201206,S08000019,,Emergency,,Gynaecology,,16,31,-48.4
18949,20201206,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,357,504,-29.2
18950,20201206,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,359,509,-29.5
18951,20201206,S08000019,,Emergency,,Paediatrics (medical & surgical),,51,167,-69.5
18952,20201206,S08000019,,Emergency,,Paediatrics (medical),,51,167,-69.5
18953,20201206,S08000019,,Emergency,,Surgery,,159,217,-26.7
18954,20201206,S08000020,,Emergency,,Accident & Emergency,,28,50,-44
18955,20201206,S08000020,,Emergency,,All,d,921,1065.5,-13.6
18956,20201206,S08000020,,Emergency,,Cancer,,21,23.5,-10.6
18957,20201206,S08000020,,Emergency,,Cardiology,,35,34,2.9
18958,20201206,S08000020,,Emergency,,Community,,32,48.5,-34
18959,20201206,S08000020,,Emergency,,Gynaecology,,8,10.5,-23.8
18960,20201206,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,414,458.5,-9.7
18961,20201206,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,470,516,-8.9
18962,20201206,S08000020,,Emergency,,Paediatrics (medical & surgical),,98,152.5,-35.7
18963,20201206,S08000020,,Emergency,,Paediatrics (medical),,87,144.5,-39.8
18964,20201206,S08000020,,Emergency,,Paediatrics (surgical),,11,8,37.5
18965,20201206,S08000020,,Emergency,,Surgery,,285,287,-0.7
18966,20201206,S08000022,,Emergency,,All,d,555,606.5,-8.5
18967,20201206,S08000022,,Emergency,,Cardiology,,8,8,0
18968,20201206,S08000022,,Emergency,,Community,,57,79,-27.8
18969,20201206,S08000022,,Emergency,,Gynaecology,,13,20,-35
18970,20201206,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,269,286,-5.9
18971,20201206,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,277,296,-6.4
18972,20201206,S08000022,,Emergency,,Paediatrics (medical & surgical),,47,76,-38.2
18973,20201206,S08000022,,Emergency,,Paediatrics (medical),,46,75.5,-39.1
18974,20201206,S08000022,,Emergency,,Surgery,,161,135.5,18.8
18975,20201206,S08000024,,Emergency,,Accident & Emergency,,183,146,25.3
18976,20201206,S08000024,,Emergency,,All,d,1538,1823.5,-15.7
18977,20201206,S08000024,,Emergency,,Cancer,,51,69,-26.1
18978,20201206,S08000024,,Emergency,,Cardiology,,35,40.5,-13.6
18979,20201206,S08000024,,Emergency,,Gynaecology,,29,30.5,-4.9
18980,20201206,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,787,869.5,-9.5
18981,20201206,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,873,979,-10.8
18982,20201206,S08000024,,Emergency,,Paediatrics (medical & surgical),,113,240,-52.9
18983,20201206,S08000024,,Emergency,,Paediatrics (medical),,96,223.5,-57
18984,20201206,S08000024,,Emergency,,Paediatrics (surgical),,17,16.5,3
18985,20201206,S08000024,,Emergency,,Surgery,,338,428,-21
18986,20201206,S08000025,,Emergency,,All,d,21,34,-38.2
18987,20201206,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,17,23,-26.1
18988,20201206,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,17,23,-26.1
18989,20201206,S08000026,,Emergency,,All,d,28,27,3.7
19133,20201213,S08000029,,Emergency,,Surgery,,180,159,13.2
18990,20201206,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,18,16.5,9.1
18991,20201206,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,18,16.5,9.1
18992,20201206,S08000026,,Emergency,,Surgery,,10,10.5,-4.8
18993,20201206,S08000028,,Emergency,,All,d,60,58,3.4
18994,20201206,S08000028,,Emergency,,Community,,16,7,128.6
18995,20201206,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,26,33,-21.2
18996,20201206,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,26,33,-21.2
18997,20201206,S08000028,,Emergency,,Surgery,,13,15.5,-16.1
18998,20201206,S08000029,,Emergency,,Accident & Emergency,,35,68.5,-48.9
18999,20201206,S08000029,,Emergency,,All,d,706,858,-17.7
19000,20201206,S08000029,,Emergency,,Cardiology,,31,32.5,-4.6
19001,20201206,S08000029,,Emergency,,Community,,7,7.5,-6.7
19002,20201206,S08000029,,Emergency,,Gynaecology,,27,16.5,63.6
19003,20201206,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,383,437.5,-12.5
19004,20201206,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,414,470,-11.9
19005,20201206,S08000029,,Emergency,,Paediatrics (medical & surgical),,51,120.5,-57.7
19006,20201206,S08000029,,Emergency,,Paediatrics (medical),,51,120.5,-57.7
19007,20201206,S08000029,,Emergency,,Surgery,,172,175,-1.7
19008,20201206,S08000030,,Emergency,,Accident & Emergency,,73,70.5,3.5
19009,20201206,S08000030,,Emergency,,All,d,912,1018.5,-10.5
19010,20201206,S08000030,,Emergency,,Cancer,,13,19,-31.6
19011,20201206,S08000030,,Emergency,,Cardiology,,22,20,10
19012,20201206,S08000030,,Emergency,,Gynaecology,,12,8.5,41.2
19013,20201206,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,509,479,6.3
19014,20201206,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,544,518,5
19015,20201206,S08000030,,Emergency,,Paediatrics (medical & surgical),,88,161,-45.3
19016,20201206,S08000030,,Emergency,,Paediatrics (medical),,88,161,-45.3
19017,20201206,S08000030,,Emergency,,Surgery,,194,248.5,-21.9
19018,20201206,S08000031,,Emergency,,Accident & Emergency,,22,39,-43.6
19019,20201206,S08000031,,Emergency,,All,d,2202,2752.5,-20
19020,20201206,S08000031,,Emergency,,Cancer,,24,33.5,-28.4
19021,20201206,S08000031,,Emergency,,Cardiology,,58,88,-34.1
19022,20201206,S08000031,,Emergency,,Gynaecology,,30,32,-6.2
19023,20201206,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1369,1511,-9.4
19024,20201206,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1451,1632.5,-11.1
19025,20201206,S08000031,,Emergency,,Paediatrics (medical & surgical),,175,290,-39.7
19026,20201206,S08000031,,Emergency,,Paediatrics (medical),,157,270,-41.9
19027,20201206,S08000031,,Emergency,,Paediatrics (surgical),,18,20,-10
19028,20201206,S08000031,,Emergency,,Surgery,,524,759,-31
19029,20201206,S08000032,,Emergency,,Accident & Emergency,,23,8.5,170.6
19030,20201206,S08000032,,Emergency,,All,d,1144,1523,-24.9
19031,20201206,S08000032,,Emergency,,Cardiology,,82,79,3.8
19032,20201206,S08000032,,Emergency,,Gynaecology,,16,24,-33.3
19033,20201206,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,706,862.5,-18.1
19034,20201206,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,788,941.5,-16.3
19035,20201206,S08000032,,Emergency,,Paediatrics (medical & surgical),,58,193.5,-70
19036,20201206,S08000032,,Emergency,,Paediatrics (medical),,58,193.5,-70
19037,20201206,S08000032,,Emergency,,Surgery,,259,355.5,-27.1
19038,20201206,S92000003,d,Emergency,,Accident & Emergency,,370,412,-10.2
19039,20201206,S92000003,d,Emergency,,All,d,9996,12379,-19.3
19040,20201206,S92000003,d,Emergency,,Cancer,,109,147,-25.9
19041,20201206,S92000003,d,Emergency,,Cardiology,,296,329,-10
19042,20201206,S92000003,d,Emergency,,Community,,136,178,-23.6
19043,20201206,S92000003,d,Emergency,,Gynaecology,,168,181.5,-7.4
19044,20201206,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,5659,6413,-11.8
19045,20201206,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6064,6889,-12
19046,20201206,S92000003,d,Emergency,,Paediatrics (medical & surgical),,811,1712.5,-52.6
19047,20201206,S92000003,d,Emergency,,Paediatrics (medical),,764,1667.5,-54.2
19048,20201206,S92000003,d,Emergency,,Paediatrics (surgical),,47,45,4.4
19049,20201206,S92000003,d,Emergency,,Surgery,,2445,3005,-18.6
19050,20201213,S08000015,,Emergency,,All,d,788,1025.5,-23.2
19051,20201213,S08000015,,Emergency,,Cardiology,,12,16,-25
19052,20201213,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,490,582.5,-15.9
19053,20201213,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,502,598.5,-16.1
19054,20201213,S08000015,,Emergency,,Paediatrics (medical & surgical),,80,195.5,-59.1
19055,20201213,S08000015,,Emergency,,Paediatrics (medical),,80,195.5,-59.1
19056,20201213,S08000015,,Emergency,,Surgery,,202,213.5,-5.4
19057,20201213,S08000016,,Emergency,,All,d,184,255.5,-28
19058,20201213,S08000016,,Emergency,,Cardiology,,7,9.5,-26.3
19059,20201213,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,111,135,-17.8
19060,20201213,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,118,144.5,-18.3
19061,20201213,S08000016,,Emergency,,Paediatrics (medical & surgical),,24,47.5,-49.5
19062,20201213,S08000016,,Emergency,,Paediatrics (medical),,24,47.5,-49.5
19063,20201213,S08000016,,Emergency,,Surgery,,41,59,-30.5
19064,20201213,S08000017,,Emergency,,All,d,299,366,-18.3
19065,20201213,S08000017,,Emergency,,Community,,19,23.5,-19.1
19066,20201213,S08000017,,Emergency,,Gynaecology,,9,8.5,5.9
19067,20201213,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,170,183.5,-7.4
19068,20201213,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,171,186,-8.1
19069,20201213,S08000017,,Emergency,,Paediatrics (medical & surgical),,25,58,-56.9
19070,20201213,S08000017,,Emergency,,Paediatrics (medical),,25,58,-56.9
19071,20201213,S08000017,,Emergency,,Surgery,,75,89.5,-16.2
19072,20201213,S08000019,,Emergency,,All,d,648,892,-27.4
19073,20201213,S08000019,,Emergency,,Gynaecology,,17,22,-22.7
19074,20201213,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,399,498.5,-20
19075,20201213,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,399,504,-20.8
19076,20201213,S08000019,,Emergency,,Paediatrics (medical & surgical),,60,157.5,-61.9
19077,20201213,S08000019,,Emergency,,Paediatrics (medical),,60,157.5,-61.9
19078,20201213,S08000019,,Emergency,,Surgery,,168,201.5,-16.6
19079,20201213,S08000020,,Emergency,,Accident & Emergency,,29,37.5,-22.7
19080,20201213,S08000020,,Emergency,,All,d,972,1052,-7.6
19081,20201213,S08000020,,Emergency,,Cancer,,25,24.5,2
19082,20201213,S08000020,,Emergency,,Cardiology,,42,27,55.6
19083,20201213,S08000020,,Emergency,,Community,,37,40.5,-8.6
19084,20201213,S08000020,,Emergency,,Gynaecology,,13,11,18.2
19085,20201213,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,469,480,-2.3
19086,20201213,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,536,531.5,0.8
19087,20201213,S08000020,,Emergency,,Paediatrics (medical & surgical),,89,150,-40.7
19088,20201213,S08000020,,Emergency,,Paediatrics (medical),,78,144,-45.8
19089,20201213,S08000020,,Emergency,,Paediatrics (surgical),,11,6,83.3
19090,20201213,S08000020,,Emergency,,Surgery,,268,279.5,-4.1
19091,20201213,S08000022,,Emergency,,All,d,595,619.5,-4
19092,20201213,S08000022,,Emergency,,Cardiology,,9,8.5,5.9
19093,20201213,S08000022,,Emergency,,Community,,69,84,-17.9
19094,20201213,S08000022,,Emergency,,Gynaecology,,10,16,-37.5
19095,20201213,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,276,284,-2.8
19096,20201213,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,285,293,-2.7
19097,20201213,S08000022,,Emergency,,Paediatrics (medical & surgical),,61,73.5,-17
19098,20201213,S08000022,,Emergency,,Paediatrics (medical),,61,73,-16.4
19099,20201213,S08000022,,Emergency,,Surgery,,170,153,11.1
19100,20201213,S08000024,,Emergency,,Accident & Emergency,,196,151,29.8
19101,20201213,S08000024,,Emergency,,All,d,1569,1850.5,-15.2
19102,20201213,S08000024,,Emergency,,Cancer,,48,74,-35.1
19103,20201213,S08000024,,Emergency,,Cardiology,,25,43,-41.9
19104,20201213,S08000024,,Emergency,,Gynaecology,,27,28.5,-5.3
19105,20201213,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,840,908.5,-7.5
19106,20201213,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,913,1025.5,-11
19107,20201213,S08000024,,Emergency,,Paediatrics (medical & surgical),,125,207.5,-39.8
19108,20201213,S08000024,,Emergency,,Paediatrics (medical),,106,188,-43.6
19109,20201213,S08000024,,Emergency,,Paediatrics (surgical),,19,19.5,-2.6
19110,20201213,S08000024,,Emergency,,Surgery,,308,438,-29.7
19111,20201213,S08000025,,Emergency,,All,d,36,35.5,1.4
19112,20201213,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,21,24.5,-14.3
19113,20201213,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,21,25,-16
19114,20201213,S08000025,,Emergency,,Surgery,,13,10.5,23.8
19115,20201213,S08000026,,Emergency,,All,d,31,37,-16.2
19116,20201213,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,17,23.5,-27.7
19117,20201213,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,17,23.5,-27.7
19118,20201213,S08000026,,Emergency,,Surgery,,13,13.5,-3.7
19119,20201213,S08000028,,Emergency,,All,d,69,53,30.2
19120,20201213,S08000028,,Emergency,,Community,,15,7,114.3
19121,20201213,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,30,27,11.1
19122,20201213,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,30,27,11.1
19123,20201213,S08000028,,Emergency,,Surgery,,20,14.5,37.9
19124,20201213,S08000029,,Emergency,,Accident & Emergency,,72,57.5,25.2
19125,20201213,S08000029,,Emergency,,All,d,738,846.5,-12.8
19126,20201213,S08000029,,Emergency,,Cardiology,,18,31.5,-42.9
19127,20201213,S08000029,,Emergency,,Community,,5,8,-37.5
19128,20201213,S08000029,,Emergency,,Gynaecology,,28,15.5,80.6
19129,20201213,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,383,436.5,-12.3
