year,quarter,week_ending,hscp,simd_quintile,admission_type,number_admissions,average20182019,percent_variation
2020,1,2020-01-26,S37000004,1,All,38,32,18.8
2020,1,2020-01-26,S37000004,2,All,44,53.5,-17.8
2020,1,2020-01-26,S37000004,3,All,119,107.5,10.7
2020,1,2020-01-26,S37000004,4,All,57,60.5,-5.8
2020,1,2020-01-26,S37000004,5,All,23,16.5,39.4
2020,1,2020-01-26,S37000005,1,All,82,173,-52.6
2020,1,2020-01-26,S37000005,2,All,71,119,-40.3
2020,1,2020-01-26,S37000005,3,All,71,88,-19.3
2020,1,2020-01-26,S37000005,4,All,62,121,-48.8
2020,1,2020-01-26,S37000005,5,All,65,101,-35.6
2020,1,2020-01-26,S37000006,1,All,37,58.5,-36.8
2020,1,2020-01-26,S37000006,2,All,154,132,16.7
2020,1,2020-01-26,S37000006,3,All,169,178,-5.1
2020,1,2020-01-26,S37000006,4,All,64,67,-4.5
2020,1,2020-01-26,S37000006,5,All,35,38,-7.9
2020,1,2020-01-26,S37000007,1,All,212,207,2.4
2020,1,2020-01-26,S37000007,2,All,81,93,-12.9
2020,1,2020-01-26,S37000007,3,All,44,43.5,1.1
2020,1,2020-01-26,S37000007,4,All,62,51,21.6
2020,1,2020-01-26,S37000007,5,All,44,55.5,-20.7
2020,1,2020-01-26,S37000008,1,All,141,153,-7.8
2020,1,2020-01-26,S37000008,2,All,101,107,-5.6
2020,1,2020-01-26,S37000008,3,All,56,68.5,-18.2
2020,1,2020-01-26,S37000008,4,All,50,50,0
2020,1,2020-01-26,S37000008,5,All,27,32,-15.6
2020,1,2020-01-26,S37000009,1,All,19,17.5,8.6
2020,1,2020-01-26,S37000009,2,All,50,54,-7.4
2020,1,2020-01-26,S37000009,3,All,38,20,90
2020,1,2020-01-26,S37000009,4,All,61,64,-4.7
2020,1,2020-01-26,S37000009,5,All,139,131,6.1
2020,1,2020-01-26,S37000010,1,All,6,20,-70
2020,1,2020-01-26,S37000010,2,All,112,80,40
2020,1,2020-01-26,S37000010,3,All,67,59.5,12.6
2020,1,2020-01-26,S37000010,4,All,52,46,13
2020,1,2020-01-26,S37000010,5,All,44,26.5,66
2020,1,2020-01-26,S37000011,1,All,23,20.5,12.2
2020,1,2020-01-26,S37000011,2,All,25,31,-19.4
2020,1,2020-01-26,S37000011,3,All,31,22,40.9
2020,1,2020-01-26,S37000011,4,All,48,52.5,-8.6
2020,1,2020-01-26,S37000011,5,All,115,115,0
2020,1,2020-01-26,S37000012,1,All,221,175.5,25.9
2020,1,2020-01-26,S37000012,2,All,207,175.5,17.9
2020,1,2020-01-26,S37000012,3,All,134,125.5,6.8
2020,1,2020-01-26,S37000012,4,All,172,159,8.2
2020,1,2020-01-26,S37000012,5,All,395,331,19.3
2020,1,2020-01-26,S37000013,1,All,107,188.5,-43.2
2020,1,2020-01-26,S37000013,2,All,133,192.5,-30.9
2020,1,2020-01-26,S37000013,3,All,121,211,-42.7
2020,1,2020-01-26,S37000013,4,All,68,116,-41.4
2020,1,2020-01-26,S37000013,5,All,69,91.5,-24.6
2020,1,2020-01-26,S37000016,1,All,83,92.5,-10.3
2020,1,2020-01-26,S37000016,2,All,136,149.5,-9
2020,1,2020-01-26,S37000016,3,All,237,229.5,3.3
2020,1,2020-01-26,S37000016,4,All,167,186,-10.2
2020,1,2020-01-26,S37000016,5,All,52,47,10.6
2020,1,2020-01-26,S37000017,1,All,140,133,5.3
2020,1,2020-01-26,S37000017,2,All,37,33,12.1
2020,1,2020-01-26,S37000017,3,All,42,23,82.6
2020,1,2020-01-26,S37000017,4,All,21,29,-27.6
2020,1,2020-01-26,S37000017,5,All,25,27,-7.4
2020,1,2020-01-26,S37000018,1,All,32,24,33.3
2020,1,2020-01-26,S37000018,2,All,91,81.5,11.7
2020,1,2020-01-26,S37000018,3,All,66,54,22.2
2020,1,2020-01-26,S37000018,4,All,39,35,11.4
2020,1,2020-01-26,S37000018,5,All,11,17.5,-37.1
2020,1,2020-01-26,S37000019,1,All,7,7.5,-6.7
2020,1,2020-01-26,S37000019,2,All,44,39,12.8
2020,1,2020-01-26,S37000019,3,All,73,78.5,-7
2020,1,2020-01-26,S37000019,4,All,80,84.5,-5.3
2020,1,2020-01-26,S37000019,5,All,20,28,-28.6
2020,1,2020-01-26,S37000020,1,All,189,227.5,-16.9
2020,1,2020-01-26,S37000020,2,All,87,92,-5.4
2020,1,2020-01-26,S37000020,3,All,61,63.5,-3.9
2020,1,2020-01-26,S37000020,4,All,44,50,-12
2020,1,2020-01-26,S37000020,5,All,34,31.5,7.9
2020,1,2020-01-26,S37000022,2,All,6,10.5,-42.9
2020,1,2020-01-26,S37000022,3,All,12,14.5,-17.2
2020,1,2020-01-26,S37000022,4,All,20,31.5,-36.5
2020,1,2020-01-26,S37000024,1,All,144,154,-6.5
2020,1,2020-01-26,S37000024,2,All,125,125.5,-0.4
2020,1,2020-01-26,S37000024,3,All,79,82,-3.7
2020,1,2020-01-26,S37000024,4,All,55,63,-12.7
2020,1,2020-01-26,S37000024,5,All,75,72,4.2
2020,1,2020-01-26,S37000025,1,All,27,19.5,38.5
2020,1,2020-01-26,S37000025,2,All,70,59.5,17.6
2020,1,2020-01-26,S37000025,3,All,109,121.5,-10.3
2020,1,2020-01-26,S37000025,4,All,76,75.5,0.7
2020,1,2020-01-26,S37000025,5,All,12,23.5,-48.9
2020,1,2020-01-26,S37000026,3,All,24,19,26.3
2020,1,2020-01-26,S37000026,4,All,30,29.5,1.7
2020,1,2020-01-26,S37000027,1,All,79,88,-10.2
2020,1,2020-01-26,S37000027,2,All,85,87.5,-2.9
2020,1,2020-01-26,S37000027,3,All,77,89,-13.5
2020,1,2020-01-26,S37000027,4,All,59,66,-10.6
2020,1,2020-01-26,S37000027,5,All,63,67.5,-6.7
2020,1,2020-01-26,S37000028,1,All,215,261.5,-17.8
2020,1,2020-01-26,S37000028,2,All,235,276,-14.9
2020,1,2020-01-26,S37000028,3,All,175,212,-17.5
2020,1,2020-01-26,S37000028,4,All,136,148,-8.1
2020,1,2020-01-26,S37000028,5,All,123,125,-1.6
2020,1,2020-01-26,S37000029,1,All,114,132,-13.6
2020,1,2020-01-26,S37000029,2,All,100,71,40.8
2020,1,2020-01-26,S37000029,3,All,43,40.5,6.2
2020,1,2020-01-26,S37000029,4,All,23,20.5,12.2
2020,1,2020-01-26,S37000029,5,All,13,10,30
2020,1,2020-01-26,S37000030,1,All,102,102,0
2020,1,2020-01-26,S37000030,2,All,174,164,6.1
2020,1,2020-01-26,S37000030,3,All,139,104,33.7
2020,1,2020-01-26,S37000030,4,All,102,87.5,16.6
2020,1,2020-01-26,S37000030,5,All,60,75,-20
2020,1,2020-01-26,S37000031,2,All,9,18.5,-51.4
2020,1,2020-01-26,S37000031,3,All,81,84,-3.6
2020,1,2020-01-26,S37000032,1,All,280,271,3.3
2020,1,2020-01-26,S37000032,2,All,257,271.5,-5.3
2020,1,2020-01-26,S37000032,3,All,245,254.5,-3.7
2020,1,2020-01-26,S37000032,4,All,202,195.5,3.3
2020,1,2020-01-26,S37000032,5,All,151,144,4.9
2020,1,2020-01-26,S37000033,1,All,23,40,-42.5
2020,1,2020-01-26,S37000033,2,All,73,69.5,5
2020,1,2020-01-26,S37000033,3,All,115,96,19.8
2020,1,2020-01-26,S37000033,4,All,141,157,-10.2
2020,1,2020-01-26,S37000033,5,All,84,95,-11.6
2020,1,2020-01-26,S37000034,1,All,1013,1089.5,-7
2020,1,2020-01-26,S37000034,2,All,295,299,-1.3
2020,1,2020-01-26,S37000034,3,All,220,190.5,15.5
2020,1,2020-01-26,S37000034,4,All,130,153,-15
2020,1,2020-01-26,S37000034,5,All,135,141.5,-4.6
2020,1,2020-01-26,S37000035,1,All,447,436.5,2.4
2020,1,2020-01-26,S37000035,2,All,324,325,-0.3
2020,1,2020-01-26,S37000035,3,All,138,150,-8
2020,1,2020-01-26,S37000035,4,All,132,142.5,-7.4
2020,1,2020-01-26,S37000035,5,All,58,76.5,-24.2
2020,1,2020-02-02,S37000001,1,All,67,75.5,-11.3
2020,1,2020-02-02,S37000001,2,All,140,153,-8.5
2020,1,2020-02-02,S37000001,3,All,92,76,21.1
2020,1,2020-02-02,S37000001,4,All,72,72.5,-0.7
2020,1,2020-02-02,S37000001,5,All,150,152.5,-1.6
2020,1,2020-02-02,S37000002,1,All,24,15.5,54.8
2020,1,2020-02-02,S37000002,2,All,66,73,-9.6
2020,1,2020-02-02,S37000002,3,All,137,128.5,6.6
2020,1,2020-02-02,S37000002,4,All,233,197,18.3
2020,1,2020-02-02,S37000002,5,All,139,139.5,-0.4
2020,1,2020-02-02,S37000003,1,All,29,28.5,1.8
2020,1,2020-02-02,S37000003,2,All,81,78.5,3.2
2020,1,2020-02-02,S37000003,3,All,103,99,4
2020,1,2020-02-02,S37000003,4,All,82,85,-3.5
2020,1,2020-02-02,S37000003,5,All,39,39,0
2020,1,2020-02-02,S37000004,1,All,29,28.5,1.8
2020,1,2020-02-02,S37000004,2,All,38,50,-24
2020,1,2020-02-02,S37000004,3,All,100,110,-9.1
2020,1,2020-02-02,S37000004,4,All,43,54.5,-21.1
2020,1,2020-02-02,S37000004,5,All,22,21.5,2.3
2020,1,2020-02-02,S37000005,1,All,97,131,-26
2020,1,2020-02-02,S37000005,2,All,81,107.5,-24.7
2020,1,2020-02-02,S37000005,3,All,67,86,-22.1
2020,1,2020-02-02,S37000005,4,All,85,151.5,-43.9
2020,1,2020-02-02,S37000005,5,All,75,99.5,-24.6
2020,1,2020-02-02,S37000006,1,All,48,52.5,-8.6
2020,1,2020-02-02,S37000006,2,All,159,148.5,7.1
2020,1,2020-02-02,S37000006,3,All,168,192.5,-12.7
2020,1,2020-02-02,S37000006,4,All,67,69,-2.9
2020,1,2020-02-02,S37000006,5,All,38,34.5,10.1
2020,1,2020-02-02,S37000007,1,All,197,215,-8.4
2020,1,2020-02-02,S37000007,2,All,74,88,-15.9
2020,1,2020-02-02,S37000007,3,All,55,47.5,15.8
2020,1,2020-02-02,S37000007,4,All,63,52,21.2
2020,1,2020-02-02,S37000007,5,All,66,62,6.5
2020,1,2020-02-02,S37000008,1,All,138,156,-11.5
2020,1,2020-02-02,S37000008,2,All,101,102.5,-1.5
2020,1,2020-02-02,S37000008,3,All,73,73,0
2020,1,2020-02-02,S37000008,4,All,48,50,-4
2020,1,2020-02-02,S37000008,5,All,21,27,-22.2
2020,1,2020-02-02,S37000009,1,All,18,16,12.5
2020,1,2020-02-02,S37000009,2,All,64,76,-15.8
2020,1,2020-02-02,S37000009,3,All,20,21.5,-7
2020,1,2020-02-02,S37000009,4,All,51,66.5,-23.3
2020,1,2020-02-02,S37000009,5,All,150,129,16.3
2020,1,2020-02-02,S37000010,1,All,23,17.5,31.4
2020,1,2020-02-02,S37000010,2,All,107,76,40.8
2020,1,2020-02-02,S37000010,3,All,51,62.5,-18.4
2020,1,2020-02-02,S37000010,4,All,55,37.5,46.7
2020,1,2020-02-02,S37000010,5,All,51,29.5,72.9
2020,1,2020-02-02,S37000011,1,All,24,21,14.3
2020,1,2020-02-02,S37000011,2,All,36,24.5,46.9
2020,1,2020-02-02,S37000011,3,All,18,21.5,-16.3
2020,1,2020-02-02,S37000011,4,All,48,47,2.1
2020,1,2020-02-02,S37000011,5,All,102,108.5,-6
2020,1,2020-02-02,S37000012,1,All,191,189.5,0.8
2020,1,2020-02-02,S37000012,2,All,209,193.5,8
2020,1,2020-02-02,S37000012,3,All,140,134,4.5
2020,1,2020-02-02,S37000012,4,All,158,165,-4.2
2020,1,2020-02-02,S37000012,5,All,401,356.5,12.5
2020,1,2020-02-02,S37000013,1,All,118,189.5,-37.7
2020,1,2020-02-02,S37000013,2,All,134,208.5,-35.7
2020,1,2020-02-02,S37000013,3,All,108,191.5,-43.6
2020,1,2020-02-02,S37000013,4,All,66,124,-46.8
2020,1,2020-02-02,S37000013,5,All,63,81,-22.2
2020,1,2020-02-02,S37000016,1,All,98,95,3.2
2020,1,2020-02-02,S37000016,2,All,137,137.5,-0.4
2020,1,2020-02-02,S37000016,3,All,236,257,-8.2
2020,1,2020-02-02,S37000016,4,All,181,190.5,-5
2020,1,2020-02-02,S37000016,5,All,48,47.5,1.1
2020,1,2020-02-02,S37000017,1,All,122,140,-12.9
2020,1,2020-02-02,S37000017,2,All,28,25,12
2020,1,2020-02-02,S37000017,3,All,33,30.5,8.2
2020,1,2020-02-02,S37000017,4,All,20,32.5,-38.5
2020,1,2020-02-02,S37000017,5,All,25,29,-13.8
2020,1,2020-02-02,S37000018,1,All,23,24,-4.2
2020,1,2020-02-02,S37000018,2,All,107,93.5,14.4
2020,1,2020-02-02,S37000018,3,All,61,47,29.8
2020,1,2020-02-02,S37000018,4,All,46,30.5,50.8
2020,1,2020-02-02,S37000018,5,All,29,17.5,65.7
2020,1,2020-02-02,S37000019,1,All,14,9,55.6
2020,1,2020-02-02,S37000019,2,All,39,38,2.6
2020,1,2020-02-02,S37000019,3,All,84,75,12
2020,1,2020-02-02,S37000019,4,All,71,78,-9
2020,1,2020-02-02,S37000019,5,All,20,25.5,-21.6
2020,1,2020-02-02,S37000020,1,All,204,224,-8.9
2020,1,2020-02-02,S37000020,2,All,76,86,-11.6
2020,1,2020-02-02,S37000020,3,All,54,64,-15.6
2020,1,2020-02-02,S37000020,4,All,54,40.5,33.3
2020,1,2020-02-02,S37000020,5,All,35,38,-7.9
2020,1,2020-02-02,S37000022,2,All,9,7.5,20
2020,1,2020-02-02,S37000022,3,All,16,10.5,52.4
2020,1,2020-02-02,S37000022,4,All,27,34,-20.6
2020,1,2020-02-02,S37000024,1,All,157,155,1.3
2020,1,2020-02-02,S37000024,2,All,134,146.5,-8.5
2020,1,2020-02-02,S37000024,3,All,93,87.5,6.3
2020,1,2020-02-02,S37000024,4,All,65,54,20.4
2020,1,2020-02-02,S37000024,5,All,75,91,-17.6
2020,1,2020-02-02,S37000025,1,All,28,23.5,19.1
2020,1,2020-02-02,S37000025,2,All,54,71,-23.9
2020,1,2020-02-02,S37000025,3,All,125,108.5,15.2
2020,1,2020-02-02,S37000025,4,All,90,86,4.7
2020,1,2020-02-02,S37000025,5,All,23,16,43.8
2020,1,2020-02-02,S37000026,2,All,7,1.5,366.7
2020,1,2020-02-02,S37000026,3,All,18,26.5,-32.1
2020,1,2020-02-02,S37000026,4,All,21,26.5,-20.8
2020,1,2020-02-02,S37000027,1,All,87,87,0
2020,1,2020-02-02,S37000027,2,All,94,98,-4.1
2020,1,2020-02-02,S37000027,3,All,61,83,-26.5
2020,1,2020-02-02,S37000027,4,All,55,40,37.5
2020,1,2020-02-02,S37000027,5,All,59,74,-20.3
2020,1,2020-02-02,S37000028,1,All,262,249.5,5
2020,1,2020-02-02,S37000028,2,All,240,256,-6.2
2020,1,2020-02-02,S37000028,3,All,192,207.5,-7.5
2020,1,2020-02-02,S37000028,4,All,152,146.5,3.8
2020,1,2020-02-02,S37000028,5,All,113,118.5,-4.6
2020,1,2020-02-02,S37000029,1,All,154,127,21.3
2020,1,2020-02-02,S37000029,2,All,74,86,-14
2020,1,2020-02-02,S37000029,3,All,36,41.5,-13.3
2020,1,2020-02-02,S37000029,4,All,19,23.5,-19.1
2020,1,2020-02-02,S37000029,5,All,16,15.5,3.2
2020,1,2020-02-02,S37000030,1,All,94,102,-7.8
2020,1,2020-02-02,S37000030,2,All,185,161.5,14.6
2020,1,2020-02-02,S37000030,3,All,105,110.5,-5
2020,1,2020-02-02,S37000030,4,All,97,87.5,10.9
2020,1,2020-02-02,S37000030,5,All,54,61,-11.5
2020,1,2020-02-02,S37000031,2,All,16,19,-15.8
2020,1,2020-02-02,S37000031,3,All,85,89,-4.5
2020,1,2020-02-02,S37000032,1,All,258,277.5,-7
2020,1,2020-02-02,S37000032,2,All,263,272,-3.3
2020,1,2020-02-02,S37000032,3,All,217,229,-5.2
2020,1,2020-02-02,S37000032,4,All,206,184.5,11.7
2020,1,2020-02-02,S37000032,5,All,167,153,9.2
2020,1,2020-02-02,S37000033,1,All,39,22.5,73.3
2020,1,2020-02-02,S37000033,2,All,73,60.5,20.7
2020,1,2020-02-02,S37000033,3,All,101,85.5,18.1
2020,1,2020-02-02,S37000033,4,All,141,147,-4.1
2020,1,2020-02-02,S37000033,5,All,74,83.5,-11.4
2020,1,2020-02-02,S37000034,1,All,1040,1048.5,-0.8
2020,1,2020-02-02,S37000034,2,All,344,326,5.5
2020,1,2020-02-02,S37000034,3,All,163,197,-17.3
2020,1,2020-02-02,S37000034,4,All,178,153.5,16
2020,1,2020-02-02,S37000034,5,All,131,127.5,2.7
2020,1,2020-02-02,S37000035,1,All,457,448.5,1.9
2020,1,2020-02-02,S37000035,2,All,342,332.5,2.9
2020,1,2020-02-02,S37000035,3,All,168,170,-1.2
2020,1,2020-02-02,S37000035,4,All,141,139.5,1.1
2020,1,2020-02-02,S37000035,5,All,69,77.5,-11
2020,1,2020-02-09,S37000001,1,All,68,82,-17.1
2020,1,2020-02-09,S37000001,2,All,133,143,-7
2020,1,2020-02-09,S37000001,3,All,91,89,2.2
2020,1,2020-02-09,S37000001,4,All,65,72.5,-10.3
2020,1,2020-02-09,S37000001,5,All,153,144.5,5.9
2020,1,2020-02-09,S37000002,1,All,17,16.5,3
2020,1,2020-02-09,S37000002,2,All,70,83,-15.7
2020,1,2020-02-09,S37000002,3,All,142,145.5,-2.4
2020,1,2020-02-09,S37000002,4,All,213,214.5,-0.7
2020,1,2020-02-09,S37000002,5,All,144,129.5,11.2
2020,1,2020-02-09,S37000003,1,All,27,29.5,-8.5
2020,1,2020-02-09,S37000003,2,All,77,83,-7.2
2020,1,2020-02-09,S37000003,3,All,104,90.5,14.9
2020,1,2020-02-09,S37000003,4,All,81,92.5,-12.4
2020,1,2020-02-09,S37000003,5,All,32,37.5,-14.7
2020,1,2020-02-09,S37000004,1,All,27,36.5,-26
2020,1,2020-02-09,S37000004,2,All,56,43,30.2
2020,1,2020-02-09,S37000004,3,All,92,110.5,-16.7
2020,1,2020-02-09,S37000004,4,All,50,54.5,-8.3
2020,1,2020-02-09,S37000004,5,All,22,22,0
2020,1,2020-02-09,S37000005,1,All,98,135,-27.4
2020,1,2020-02-09,S37000005,2,All,79,112.5,-29.8
2020,1,2020-02-09,S37000005,3,All,55,101.5,-45.8
2020,1,2020-02-09,S37000005,4,All,70,124.5,-43.8
2020,1,2020-02-09,S37000005,5,All,68,96.5,-29.5
2020,1,2020-02-09,S37000006,1,All,43,58,-25.9
2020,1,2020-02-09,S37000006,2,All,121,135,-10.4
2020,1,2020-02-09,S37000006,3,All,157,198.5,-20.9
2020,1,2020-02-09,S37000006,4,All,70,72.5,-3.4
2020,1,2020-02-09,S37000006,5,All,40,36.5,9.6
2020,1,2020-02-09,S37000007,1,All,208,202,3
2020,1,2020-02-09,S37000007,2,All,99,106,-6.6
2020,1,2020-02-09,S37000007,3,All,50,43,16.3
2020,1,2020-02-09,S37000007,4,All,55,62,-11.3
2020,1,2020-02-09,S37000007,5,All,49,73.5,-33.3
2020,1,2020-02-09,S37000008,1,All,125,150.5,-16.9
2020,1,2020-02-09,S37000008,2,All,95,111,-14.4
2020,1,2020-02-09,S37000008,3,All,62,67.5,-8.1
2020,1,2020-02-09,S37000008,4,All,49,52.5,-6.7
2020,1,2020-02-09,S37000008,5,All,28,29.5,-5.1
2020,1,2020-02-09,S37000009,1,All,21,16.5,27.3
2020,1,2020-02-09,S37000009,2,All,56,59,-5.1
2020,1,2020-02-09,S37000009,3,All,21,22,-4.5
2020,1,2020-02-09,S37000009,4,All,63,61,3.3
2020,1,2020-02-09,S37000009,5,All,122,130.5,-6.5
2020,1,2020-02-09,S37000010,1,All,23,24,-4.2
2020,1,2020-02-09,S37000010,2,All,81,89.5,-9.5
2020,1,2020-02-09,S37000010,3,All,54,58.5,-7.7
2020,1,2020-02-09,S37000010,4,All,44,42.5,3.5
2020,1,2020-02-09,S37000010,5,All,31,27.5,12.7
2020,1,2020-02-09,S37000011,1,All,18,22,-18.2
2020,1,2020-02-09,S37000011,2,All,34,32.5,4.6
2020,1,2020-02-09,S37000011,3,All,19,22.5,-15.6
2020,1,2020-02-09,S37000011,4,All,50,52.5,-4.8
2020,1,2020-02-09,S37000011,5,All,108,109.5,-1.4
2020,1,2020-02-09,S37000012,1,All,203,180,12.8
2020,1,2020-02-09,S37000012,2,All,227,181.5,25.1
2020,1,2020-02-09,S37000012,3,All,136,133.5,1.9
2020,1,2020-02-09,S37000012,4,All,170,160.5,5.9
2020,1,2020-02-09,S37000012,5,All,354,376,-5.9
2020,1,2020-02-09,S37000013,1,All,103,174,-40.8
2020,1,2020-02-09,S37000013,2,All,120,231,-48.1
2020,1,2020-02-09,S37000013,3,All,106,186.5,-43.2
2020,1,2020-02-09,S37000013,4,All,59,111,-46.8
2020,1,2020-02-09,S37000013,5,All,57,98,-41.8
2020,1,2020-02-09,S37000016,1,All,94,83,13.3
2020,1,2020-02-09,S37000016,2,All,142,141,0.7
2020,1,2020-02-09,S37000016,3,All,230,239.5,-4
2020,1,2020-02-09,S37000016,4,All,204,202.5,0.7
2020,1,2020-02-09,S37000016,5,All,40,36,11.1
2020,1,2020-02-09,S37000017,1,All,121,139,-12.9
2020,1,2020-02-09,S37000017,2,All,30,31,-3.2
2020,1,2020-02-09,S37000017,3,All,35,30.5,14.8
2020,1,2020-02-09,S37000017,4,All,25,27.5,-9.1
2020,1,2020-02-09,S37000017,5,All,27,29.5,-8.5
2020,1,2020-02-09,S37000018,1,All,23,31.5,-27
2020,1,2020-02-09,S37000018,2,All,104,98,6.1
2020,1,2020-02-09,S37000018,3,All,64,54.5,17.4
2020,1,2020-02-09,S37000018,4,All,38,37,2.7
2020,1,2020-02-09,S37000018,5,All,24,20,20
2020,1,2020-02-09,S37000019,1,All,5,6.5,-23.1
2020,1,2020-02-09,S37000019,2,All,45,39,15.4
2020,1,2020-02-09,S37000019,3,All,96,68,41.2
2020,1,2020-02-09,S37000019,4,All,79,87,-9.2
2020,1,2020-02-09,S37000019,5,All,22,25.5,-13.7
2020,1,2020-02-09,S37000020,1,All,176,217.5,-19.1
2020,1,2020-02-09,S37000020,2,All,88,85.5,2.9
2020,1,2020-02-09,S37000020,3,All,61,58.5,4.3
2020,1,2020-02-09,S37000020,4,All,39,54,-27.8
2020,1,2020-02-09,S37000020,5,All,25,29,-13.8
2020,1,2020-02-09,S37000022,2,All,7,9.5,-26.3
2020,1,2020-02-09,S37000022,3,All,13,9.5,36.8
2020,1,2020-02-09,S37000022,4,All,32,31.5,1.6
2020,1,2020-02-09,S37000024,1,All,159,173.5,-8.4
2020,1,2020-02-09,S37000024,2,All,117,126.5,-7.5
2020,1,2020-02-09,S37000024,3,All,83,87.5,-5.1
2020,1,2020-02-09,S37000024,4,All,62,56.5,9.7
2020,1,2020-02-09,S37000024,5,All,73,75.5,-3.3
2020,1,2020-02-09,S37000025,1,All,27,25,8
2020,1,2020-02-09,S37000025,2,All,66,73,-9.6
2020,1,2020-02-09,S37000025,3,All,127,152,-16.4
2020,1,2020-02-09,S37000025,4,All,89,80,11.2
2020,1,2020-02-09,S37000025,5,All,17,24.5,-30.6
2020,1,2020-02-09,S37000026,2,All,6,4,50
2020,1,2020-02-09,S37000026,3,All,18,22.5,-20
2020,1,2020-02-09,S37000026,4,All,33,32.5,1.5
2020,1,2020-02-09,S37000027,1,All,84,82.5,1.8
2020,1,2020-02-09,S37000027,2,All,95,108,-12
2020,1,2020-02-09,S37000027,3,All,62,77,-19.5
2020,1,2020-02-09,S37000027,4,All,54,56,-3.6
2020,1,2020-02-09,S37000027,5,All,63,74,-14.9
2020,1,2020-02-09,S37000028,1,All,227,257,-11.7
2020,1,2020-02-09,S37000028,2,All,197,265,-25.7
2020,1,2020-02-09,S37000028,3,All,190,209.5,-9.3
2020,1,2020-02-09,S37000028,4,All,157,150.5,4.3
2020,1,2020-02-09,S37000028,5,All,133,121,9.9
2020,1,2020-02-09,S37000029,1,All,131,130,0.8
2020,1,2020-02-09,S37000029,2,All,81,77.5,4.5
2020,1,2020-02-09,S37000029,3,All,45,42,7.1
2020,1,2020-02-09,S37000029,4,All,21,22,-4.5
2020,1,2020-02-09,S37000029,5,All,9,9,0
2020,1,2020-02-09,S37000030,1,All,120,118,1.7
2020,1,2020-02-09,S37000030,2,All,169,147.5,14.6
2020,1,2020-02-09,S37000030,3,All,132,91.5,44.3
2020,1,2020-02-09,S37000030,4,All,85,78,9
2020,1,2020-02-09,S37000030,5,All,67,52.5,27.6
2020,1,2020-02-09,S37000031,2,All,13,19,-31.6
2020,1,2020-02-09,S37000031,3,All,73,78,-6.4
2020,1,2020-02-09,S37000032,1,All,291,285,2.1
2020,1,2020-02-09,S37000032,2,All,295,272.5,8.3
2020,1,2020-02-09,S37000032,3,All,209,237,-11.8
2020,1,2020-02-09,S37000032,4,All,203,203.5,-0.2
2020,1,2020-02-09,S37000032,5,All,162,172,-5.8
2020,1,2020-02-09,S37000033,1,All,30,29,3.4
2020,1,2020-02-09,S37000033,2,All,55,53.5,2.8
2020,1,2020-02-09,S37000033,3,All,109,91.5,19.1
2020,1,2020-02-09,S37000033,4,All,123,148,-16.9
2020,1,2020-02-09,S37000033,5,All,101,86,17.4
2020,1,2020-02-09,S37000034,1,All,1064,1010,5.3
2020,1,2020-02-09,S37000034,2,All,313,315,-0.6
2020,1,2020-02-09,S37000034,3,All,177,195.5,-9.5
2020,1,2020-02-09,S37000034,4,All,154,161,-4.3
2020,1,2020-02-09,S37000034,5,All,126,122,3.3
2020,1,2020-02-09,S37000035,1,All,449,465,-3.4
2020,1,2020-02-09,S37000035,2,All,299,320.5,-6.7
2020,1,2020-02-09,S37000035,3,All,140,175.5,-20.2
2020,1,2020-02-09,S37000035,4,All,104,136.5,-23.8
2020,1,2020-02-09,S37000035,5,All,73,71.5,2.1
2020,1,2020-02-16,S37000001,1,All,68,82.5,-17.6
2020,1,2020-02-16,S37000001,2,All,126,152,-17.1
2020,1,2020-02-16,S37000001,3,All,77,78,-1.3
2020,1,2020-02-16,S37000001,4,All,88,80,10
2020,1,2020-02-16,S37000001,5,All,160,156,2.6
2020,1,2020-02-16,S37000002,1,All,25,19,31.6
2020,1,2020-02-16,S37000002,2,All,79,67.5,17
2020,1,2020-02-16,S37000002,3,All,140,135,3.7
2020,1,2020-02-16,S37000002,4,All,249,213.5,16.6
2020,1,2020-02-16,S37000002,5,All,139,123.5,12.6
2020,1,2020-02-16,S37000003,1,All,24,25,-4
2020,1,2020-02-16,S37000003,2,All,66,79.5,-17
2020,1,2020-02-16,S37000003,3,All,72,84.5,-14.8
2020,1,2020-02-16,S37000003,4,All,77,75.5,2
2020,1,2020-02-16,S37000003,5,All,31,39.5,-21.5
2020,1,2020-02-16,S37000004,1,All,31,35.5,-12.7
2020,1,2020-02-16,S37000004,2,All,38,44.5,-14.6
2020,1,2020-02-16,S37000004,3,All,95,115.5,-17.7
2020,1,2020-02-16,S37000004,4,All,50,57.5,-13
2020,1,2020-02-16,S37000004,5,All,27,21.5,25.6
2020,1,2020-02-16,S37000005,1,All,93,144.5,-35.6
2020,1,2020-02-16,S37000005,2,All,91,123,-26
2020,1,2020-02-16,S37000005,3,All,59,92.5,-36.2
2020,1,2020-02-16,S37000005,4,All,83,127.5,-34.9
2020,1,2020-02-16,S37000005,5,All,71,98.5,-27.9
2020,1,2020-02-16,S37000006,1,All,51,56,-8.9
2020,1,2020-02-16,S37000006,2,All,147,135.5,8.5
2020,1,2020-02-16,S37000006,3,All,197,185,6.5
2020,1,2020-02-16,S37000006,4,All,77,75.5,2
2020,1,2020-02-16,S37000006,5,All,37,38,-2.6
2020,1,2020-02-16,S37000007,1,All,203,217.5,-6.7
2020,1,2020-02-16,S37000007,2,All,88,90.5,-2.8
