year,quarter,hb,location,specialty,specialty_name,all_staffed_beds,total_occupied_beds,average_available_staffed_beds,average_occupied_beds,percentage_occupancy
2018,1,S08000015,S08000015,J4,Haematology,1234,1221,13.71111111111111,13.566666666666666,98.94651539708266
2018,2,S08000015,A111H,J4,Haematology,687,658,7.549450549450549,7.230769230769231,95.77874818049492
2018,2,S08000015,A210H,J4,Haematology,500,500,5.4945054945054945,5.4945054945054945,100
2018,2,S08000015,S08000015,J4,Haematology,1187,1158,13.043956043956044,12.725274725274724,97.55686604886267
2018,3,S08000015,A111H,J4,Haematology,652,622,7.086956521739131,6.760869565217392,95.39877300613496
2018,3,S08000015,A210H,J4,Haematology,621,621,6.75,6.75,100
2018,3,S08000015,S08000015,J4,Haematology,1273,1243,13.83695652173913,13.51086956521739,97.64336213668498
2018,4,S08000015,A111H,J4,Haematology,686,478,7.456521739130435,5.195652173913044,69.6793002915452
2018,4,S08000015,A210H,J4,Haematology,492,492,5.3478260869565215,5.3478260869565215,100
2018,4,S08000015,S08000015,J4,Haematology,1178,970,12.804347826086955,10.543478260869565,82.34295415959252
2019,1,S08000015,A111H,J4,Haematology,505,505,5.611111111111111,5.611111111111111,100
2019,1,S08000015,A210H,J4,Haematology,288,288,3.2,3.2,100
2019,1,S08000015,S08000015,J4,Haematology,793,793,8.811111111111112,8.811111111111112,100
2019,2,S08000015,A111H,J4,Haematology,672,672,7.384615384615385,7.384615384615385,100
2019,2,S08000015,A210H,J4,Haematology,394,394,4.329670329670329,4.329670329670329,100
2019,2,S08000015,S08000015,J4,Haematology,1066,1066,11.714285714285714,11.714285714285714,100
2019,3,S08000015,A111H,J4,Haematology,750,750,8.152173913043478,8.152173913043478,100
2019,3,S08000015,A210H,J4,Haematology,521,521,5.663043478260869,5.663043478260869,100
2019,3,S08000015,S08000015,J4,Haematology,1271,1271,13.815217391304348,13.815217391304348,100
2019,4,S08000015,A111H,J4,Haematology,530,530,5.760869565217392,5.760869565217392,100
2019,4,S08000015,A210H,J4,Haematology,466,466,5.065217391304348,5.065217391304348,100
2019,4,S08000015,S08000015,J4,Haematology,996,996,10.826086956521738,10.826086956521738,100
2020,1,S08000015,A111H,J4,Haematology,517,461,5.681318681318682,5.065934065934066,89.16827852998065
2020,1,S08000015,A210H,J4,Haematology,563,518,6.186813186813187,5.6923076923076925,92.00710479573712
2020,1,S08000015,S08000015,J4,Haematology,1080,979,11.868131868131869,10.75824175824176,90.64814814814817
2020,2,S08000015,A111H,J4,Haematology,1227,503,13.483516483516484,5.527472527472527,40.99429502852486
2020,2,S08000015,A210H,J4,Haematology,608,568,6.681318681318682,6.241758241758242,93.42105263157896
2020,2,S08000015,S08000015,J4,Haematology,1835,1071,20.164835164835164,11.76923076923077,58.36512261580382
2020,3,S08000015,A111H,J4,Haematology,688,662,7.478260869565218,7.195652173913044,96.22093023255816
2020,3,S08000015,A210H,J4,Haematology,575,430,6.25,4.673913043478261,74.78260869565217
2020,3,S08000015,S08000015,J4,Haematology,1263,1092,13.728260869565217,11.869565217391305,86.46080760095013
2020,4,S08000015,A111H,J4,Haematology,699,666,7.5978260869565215,7.239130434782608,95.27896995708154
2020,4,S08000015,A210H,J4,Haematology,137,49,1.4891304347826086,0.532608695652174,35.76642335766424
2020,4,S08000015,S08000015,J4,Haematology,836,715,9.08695652173913,7.771739130434782,85.52631578947367
2021,1,S08000015,A111H,J4,Haematology,756,663,8.4,7.366666666666666,87.69841269841268
2021,1,S08000015,S08000015,J4,Haematology,756,663,8.4,7.366666666666666,87.69841269841268
2021,2,S08000015,A111H,J4,Haematology,995,995,10.934065934065934,10.934065934065934,100
2021,2,S08000015,A210H,J4,Haematology,4,4,0.04395604395604396,0.04395604395604396,100
2021,2,S08000015,S08000015,J4,Haematology,999,999,10.978021978021978,10.978021978021978,100
2016,2,S08000015,A111H,A6,Infectious Diseases,8,8,0.08791208791208792,0.08791208791208792,100
2016,2,S08000015,S08000015,A6,Infectious Diseases,8,8,0.08791208791208792,0.08791208791208792,100
2016,3,S08000015,A111H,A6,Infectious Diseases,3,3,0.03260869565217391,0.03260869565217391,100
2016,3,S08000015,S08000015,A6,Infectious Diseases,3,3,0.03260869565217391,0.03260869565217391,100
2016,4,S08000015,A111H,A6,Infectious Diseases,2,2,0.0217391304347826,0.0217391304347826,100
2016,4,S08000015,S08000015,A6,Infectious Diseases,2,2,0.0217391304347826,0.0217391304347826,100
2017,1,S08000015,A111H,A6,Infectious Diseases,5,5,0.05555555555555555,0.05555555555555555,100
2017,1,S08000015,S08000015,A6,Infectious Diseases,5,5,0.05555555555555555,0.05555555555555555,100
2017,2,S08000015,A111H,A6,Infectious Diseases,1,1,0.01098901098901099,0.01098901098901099,100
2017,2,S08000015,S08000015,A6,Infectious Diseases,1,1,0.01098901098901099,0.01098901098901099,100
2018,3,S08000015,A111H,CC,Intensive Care Medicine,542,383,5.891304347826087,4.163043478260869,70.66420664206642
2018,3,S08000015,A210H,CC,Intensive Care Medicine,367,266,3.989130434782609,2.891304347826087,72.47956403269754
2018,3,S08000015,S08000015,CC,Intensive Care Medicine,909,649,9.880434782608695,7.054347826086956,71.3971397139714
2018,4,S08000015,A111H,CC,Intensive Care Medicine,551,393,5.989130434782608,4.271739130434782,71.32486388384754
2018,4,S08000015,A210H,CC,Intensive Care Medicine,363,272,3.945652173913043,2.9565217391304346,74.93112947658402
2018,4,S08000015,S08000015,CC,Intensive Care Medicine,914,665,9.934782608695652,7.228260869565218,72.75711159737418
2019,1,S08000015,A111H,CC,Intensive Care Medicine,522,377,5.8,4.188888888888889,72.22222222222223
2019,1,S08000015,A210H,CC,Intensive Care Medicine,377,300,4.188888888888889,3.3333333333333335,79.57559681697613
2019,1,S08000015,S08000015,CC,Intensive Care Medicine,899,677,9.988888888888887,7.522222222222222,75.30589543937708
2019,2,S08000015,A111H,CC,Intensive Care Medicine,544,409,5.978021978021978,4.4945054945054945,75.18382352941177
2019,2,S08000015,A210H,CC,Intensive Care Medicine,374,229,4.1098901098901095,2.5164835164835164,61.229946524064175
2020,3,S08000015,S08000015,T2,Midwifery,203,203,2.2065217391304346,2.2065217391304346,100
2019,2,S08000015,S08000015,CC,Intensive Care Medicine,918,638,10.087912087912088,7.010989010989011,69.49891067538127
2019,3,S08000015,A111H,CC,Intensive Care Medicine,548,377,5.956521739130435,4.0978260869565215,68.7956204379562
2019,3,S08000015,A210H,CC,Intensive Care Medicine,382,239,4.1521739130434785,2.597826086956522,62.56544502617801
2019,3,S08000015,S08000015,CC,Intensive Care Medicine,930,616,10.108695652173912,6.695652173913044,66.23655913978496
2019,4,S08000015,A111H,CC,Intensive Care Medicine,552,435,6,4.728260869565218,78.80434782608697
2019,4,S08000015,A210H,CC,Intensive Care Medicine,384,253,4.173913043478261,2.75,65.88541666666666
2019,4,S08000015,S08000015,CC,Intensive Care Medicine,936,688,10.173913043478262,7.478260869565218,73.5042735042735
2020,1,S08000015,A111H,CC,Intensive Care Medicine,553,377,6.076923076923077,4.142857142857143,68.1735985533454
2020,1,S08000015,A210H,CC,Intensive Care Medicine,410,274,4.5054945054945055,3.010989010989011,66.82926829268293
2020,1,S08000015,S08000015,CC,Intensive Care Medicine,963,651,10.582417582417582,7.153846153846154,67.60124610591902
2020,2,S08000015,A111H,CC,Intensive Care Medicine,936,625,10.285714285714286,6.868131868131868,66.77350427350427
2020,2,S08000015,A210H,CC,Intensive Care Medicine,683,340,7.5054945054945055,3.736263736263736,49.780380673499266
2020,2,S08000015,S08000015,CC,Intensive Care Medicine,1619,965,17.791208791208792,10.604395604395604,59.6046942557134
2020,3,S08000015,A111H,CC,Intensive Care Medicine,597,454,6.489130434782608,4.934782608695652,76.04690117252932
2020,3,S08000015,A210H,CC,Intensive Care Medicine,430,189,4.673913043478261,2.0543478260869565,43.95348837209303
2020,3,S08000015,S08000015,CC,Intensive Care Medicine,1027,643,11.16304347826087,6.989130434782608,62.6095423563778
2020,4,S08000015,A111H,CC,Intensive Care Medicine,1176,945,12.782608695652174,10.271739130434783,80.35714285714286
2020,4,S08000015,A210H,CC,Intensive Care Medicine,190,148,2.0652173913043477,1.608695652173913,77.89473684210527
2020,4,S08000015,S08000015,CC,Intensive Care Medicine,1366,1093,14.847826086956522,11.880434782608695,80.01464128843338
2021,1,S08000015,A111H,CC,Intensive Care Medicine,1471,1143,16.344444444444445,12.7,77.70224337185587
2021,1,S08000015,A210H,CC,Intensive Care Medicine,477,450,5.3,5,94.33962264150944
2021,1,S08000015,S08000015,CC,Intensive Care Medicine,1948,1593,21.64444444444445,17.7,81.77618069815195
2021,2,S08000015,A111H,CC,Intensive Care Medicine,828,701,9.0989010989011,7.703296703296704,84.66183574879229
2021,2,S08000015,A210H,CC,Intensive Care Medicine,293,219,3.21978021978022,2.4065934065934065,74.74402730375425
2021,2,S08000015,S08000015,CC,Intensive Care Medicine,1121,920,12.31868131868132,10.10989010989011,82.06958073148974
2016,2,S08000015,S08000015,G5,Learning Disability,1274,975,14,10.714285714285714,76.53061224489795
2016,3,S08000015,S08000015,G5,Learning Disability,1288,1086,14,11.804347826086955,84.3167701863354
2016,4,S08000015,S08000015,G5,Learning Disability,1675,1233,18.206521739130434,13.402173913043478,73.61194029850748
2017,1,S08000015,S08000015,G5,Learning Disability,1710,1121,19,12.455555555555556,65.55555555555556
2017,2,S08000015,S08000015,G5,Learning Disability,1729,1064,19,11.692307692307692,61.53846153846153
2017,3,S08000015,S08000015,G5,Learning Disability,1748,1190,19,12.934782608695652,68.07780320366132
2017,4,S08000015,S08000015,G5,Learning Disability,1748,1230,19,13.369565217391305,70.36613272311213
2018,1,S08000015,S08000015,G5,Learning Disability,1710,1236,19,13.733333333333333,72.28070175438596
2018,2,S08000015,S08000015,G5,Learning Disability,1729,1303,19,14.31868131868132,75.36148062463852
2018,3,S08000015,S08000015,G5,Learning Disability,1748,1201,19,13.054347826086955,68.7070938215103
2018,4,S08000015,S08000015,G5,Learning Disability,1748,1308,19,14.217391304347826,74.8283752860412
2019,1,S08000015,S08000015,G5,Learning Disability,1705,1325,18.944444444444443,14.72222222222222,77.71260997067448
2019,2,S08000015,S08000015,G5,Learning Disability,1670,1572,18.35164835164835,17.274725274725274,94.13173652694611
2019,3,S08000015,S08000015,G5,Learning Disability,1705,1650,18.532608695652176,17.934782608695652,96.77419354838707
2019,4,S08000015,S08000015,G5,Learning Disability,1656,1507,18,16.380434782608695,91.0024154589372
2020,1,S08000015,S08000015,G5,Learning Disability,1698,1261,18.65934065934066,13.857142857142858,74.263839811543
2020,2,S08000015,S08000015,G5,Learning Disability,1881,821,20.67032967032967,9.021978021978022,43.64699627857522
2020,3,S08000015,S08000015,G5,Learning Disability,1002,682,10.891304347826088,7.413043478260869,68.06387225548902
2020,4,S08000015,S08000015,G5,Learning Disability,998,726,10.847826086956522,7.891304347826087,72.74549098196394
2021,1,S08000015,S08000015,G5,Learning Disability,1046,694,11.622222222222222,7.711111111111111,66.34799235181644
2021,2,S08000015,S08000015,G5,Learning Disability,1001,797,11,8.758241758241759,79.62037962037964
2016,2,S08000015,S08000015,NA,Learning Disability Grouping,1274,975,14,10.714285714285714,76.53061224489795
2020,4,S08000015,A111H,T2,Midwifery,218,218,2.369565217391304,2.369565217391304,100
2016,3,S08000015,S08000015,NA,Learning Disability Grouping,1288,1086,14,11.804347826086955,84.3167701863354
2016,4,S08000015,S08000015,NA,Learning Disability Grouping,1675,1233,18.206521739130434,13.402173913043478,73.61194029850748
2017,1,S08000015,S08000015,NA,Learning Disability Grouping,1710,1121,19,12.455555555555556,65.55555555555556
2017,2,S08000015,S08000015,NA,Learning Disability Grouping,1729,1064,19,11.692307692307692,61.53846153846153
2017,3,S08000015,S08000015,NA,Learning Disability Grouping,1748,1190,19,12.934782608695652,68.07780320366132
2017,4,S08000015,S08000015,NA,Learning Disability Grouping,1748,1230,19,13.369565217391305,70.36613272311213
2018,1,S08000015,S08000015,NA,Learning Disability Grouping,1710,1236,19,13.733333333333333,72.28070175438596
2018,2,S08000015,S08000015,NA,Learning Disability Grouping,1729,1303,19,14.31868131868132,75.36148062463852
2018,3,S08000015,S08000015,NA,Learning Disability Grouping,1748,1201,19,13.054347826086955,68.7070938215103
2018,4,S08000015,S08000015,NA,Learning Disability Grouping,1748,1308,19,14.217391304347826,74.8283752860412
2019,1,S08000015,S08000015,NA,Learning Disability Grouping,1705,1325,18.944444444444443,14.72222222222222,77.71260997067448
2019,2,S08000015,S08000015,NA,Learning Disability Grouping,1670,1572,18.35164835164835,17.274725274725274,94.13173652694611
2019,3,S08000015,S08000015,NA,Learning Disability Grouping,1705,1650,18.532608695652176,17.934782608695652,96.77419354838707
2019,4,S08000015,S08000015,NA,Learning Disability Grouping,1656,1507,18,16.380434782608695,91.0024154589372
2020,1,S08000015,S08000015,NA,Learning Disability Grouping,1698,1261,18.65934065934066,13.857142857142858,74.263839811543
2020,2,S08000015,S08000015,NA,Learning Disability Grouping,1881,821,20.67032967032967,9.021978021978022,43.64699627857522
2020,3,S08000015,S08000015,NA,Learning Disability Grouping,1002,682,10.891304347826088,7.413043478260869,68.06387225548902
2020,4,S08000015,S08000015,NA,Learning Disability Grouping,998,726,10.847826086956522,7.891304347826087,72.74549098196394
2021,1,S08000015,S08000015,NA,Learning Disability Grouping,1046,694,11.622222222222222,7.711111111111111,66.34799235181644
2021,2,S08000015,S08000015,NA,Learning Disability Grouping,1001,797,11,8.758241758241759,79.62037962037964
2016,2,S08000015,A111H,NA,Medical Grouping,32571,31009,357.9230769230769,340.75824175824175,95.20432286389736
2016,2,S08000015,A210H,NA,Medical Grouping,19773,19035,217.28571428571428,209.17582417582415,96.26763768775604
2016,2,S08000015,S08000015,NA,Medical Grouping,64568,61570,709.5384615384615,676.5934065934066,95.35683310618262
2016,3,S08000015,A111H,NA,Medical Grouping,33362,32132,362.6304347826087,349.2608695652174,96.31317067322102
2016,3,S08000015,A210H,NA,Medical Grouping,20375,19583,221.4673913043478,212.8586956521739,96.11288343558284
2016,3,S08000015,S08000015,NA,Medical Grouping,65909,62408,716.4021739130435,678.3478260869565,94.68813060431806
2016,4,S08000015,A101H,NA,Medical Grouping,5,5,0.05434782608695652,0.05434782608695652,100
2016,4,S08000015,A111H,NA,Medical Grouping,35235,33902,382.9891304347826,368.5,96.2168298566766
2016,4,S08000015,A210H,NA,Medical Grouping,20844,20275,226.56521739130432,220.3804347826087,97.2701976587987
2016,4,S08000015,S08000015,NA,Medical Grouping,69189,66106,752.054347826087,718.5434782608696,95.5440893783694
2017,1,S08000015,A101H,NA,Medical Grouping,9,9,0.1,0.1,100
2017,1,S08000015,A111H,NA,Medical Grouping,36095,35234,401.05555555555554,391.4888888888889,97.61462806482892
2017,1,S08000015,A210H,NA,Medical Grouping,20479,19908,227.54444444444445,221.2,97.2117779188437
2017,1,S08000015,S08000015,NA,Medical Grouping,70795,68664,786.6111111111111,762.9333333333333,96.9899004166961
2017,2,S08000015,A101H,NA,Medical Grouping,3,3,0.03296703296703297,0.03296703296703297,100
2017,2,S08000015,A111H,NA,Medical Grouping,35040,33520,385.05494505494505,368.3516483516483,95.662100456621
2017,2,S08000015,A210H,NA,Medical Grouping,20763,19591,228.16483516483515,215.28571428571428,94.35534364012908
2017,2,S08000015,S08000015,NA,Medical Grouping,69650,66003,765.3846153846154,725.3076923076923,94.7638190954774
2017,3,S08000015,A111H,NA,Medical Grouping,35039,32972,380.85869565217394,358.39130434782606,94.1008590427809
2017,3,S08000015,A210H,NA,Medical Grouping,20325,19789,220.92391304347825,215.09782608695653,97.3628536285363
2017,3,S08000015,S08000015,NA,Medical Grouping,68820,65063,748.0434782608696,707.2065217391304,94.54083115373436
2017,4,S08000015,A111H,NA,Medical Grouping,35854,34811,389.7173913043478,378.3804347826087,97.09098008590396
2017,4,S08000015,A210H,NA,Medical Grouping,22384,21523,243.30434782608697,233.94565217391303,96.15350250178696
2017,4,S08000015,S08000015,NA,Medical Grouping,72767,68556,790.945652173913,745.1739130434783,94.21303612901453
2018,1,S08000015,A111H,NA,Medical Grouping,36547,35217,406.0777777777778,391.3,96.36085041179852
2018,1,S08000015,A210H,NA,Medical Grouping,23456,22319,260.6222222222222,247.98888888888888,95.15262619372442
2018,1,S08000015,S08000015,NA,Medical Grouping,74472,69617,827.4666666666667,773.5222222222222,93.4807712965947
2018,2,S08000015,A111H,NA,Medical Grouping,34466,33054,378.74725274725273,363.2307692307692,95.90320895955436
2018,2,S08000015,A210H,NA,Medical Grouping,20543,19169,225.74725274725276,210.64835164835165,93.31159032273769
2018,2,S08000015,S08000015,NA,Medical Grouping,67691,64454,743.8571428571429,708.2857142857143,95.21797580180528
2018,3,S08000015,A111H,NA,Medical Grouping,30260,29119,328.9130434782609,316.5108695652174,96.2293456708526
2018,3,S08000015,A210H,NA,Medical Grouping,19110,18024,207.7173913043478,195.91304347826087,94.3171114599686
2018,3,S08000015,S08000015,NA,Medical Grouping,62722,59785,681.7608695652174,649.8369565217391,95.31743247983164
2018,4,S08000015,A111H,NA,Medical Grouping,31037,29826,337.35869565217394,324.19565217391306,96.09820536778685
2018,4,S08000015,A210H,NA,Medical Grouping,19009,18384,206.6195652173913,199.82608695652175,96.71208374980272
2018,4,S08000015,S08000015,NA,Medical Grouping,63006,60517,684.8478260869565,657.7934782608696,96.04958257943689
2019,1,S08000015,A111H,NA,Medical Grouping,31187,30342,346.52222222222224,337.1333333333333,97.29053772405167
2019,1,S08000015,A210H,NA,Medical Grouping,19868,19629,220.75555555555556,218.1,98.79706059995974
2019,1,S08000015,S08000015,NA,Medical Grouping,63706,62370,707.8444444444444,693,97.90286629202902
2019,2,S08000015,A111H,NA,Medical Grouping,29505,28608,324.2307692307692,314.3736263736264,96.9598373157092
2019,2,S08000015,A210H,NA,Medical Grouping,20034,19764,220.15384615384616,217.1868131868132,98.6522911051213
2019,2,S08000015,S08000015,NA,Medical Grouping,61995,60306,681.2637362637363,662.7032967032967,97.2755867408662
2019,3,S08000015,A111H,NA,Medical Grouping,29524,28317,320.9130434782609,307.79347826086956,95.9118005690286
2019,3,S08000015,A210H,NA,Medical Grouping,21145,20963,229.83695652173913,227.8586956521739,99.13927642468668
2019,3,S08000015,S08000015,NA,Medical Grouping,62427,60347,678.554347826087,655.945652173913,96.66810835055344
2019,4,S08000015,A111H,NA,Medical Grouping,30421,29777,330.6630434782609,323.6630434782609,97.88304132014068
2019,4,S08000015,A210H,NA,Medical Grouping,21368,21107,232.2608695652174,229.42391304347825,98.77854736053912
2019,4,S08000015,S08000015,NA,Medical Grouping,64202,62349,697.8478260869565,677.7065217391304,97.11379707797263
2020,1,S08000015,A111H,NA,Medical Grouping,31570,29517,346.9230769230769,324.3626373626374,93.496990814064
2020,1,S08000015,A210H,NA,Medical Grouping,21398,20107,235.1428571428571,220.9560439560439,93.96672586223012
2020,1,S08000015,S08000015,NA,Medical Grouping,65543,61786,720.2527472527472,678.967032967033,94.26788520513252
2020,2,S08000015,A111H,NA,Medical Grouping,28044,21501,308.1758241758242,236.27472527472528,76.66880616174583
2020,2,S08000015,A210H,NA,Medical Grouping,16526,12840,181.6043956043956,141.0989010989011,77.69575214813023
2020,2,S08000015,S08000015,NA,Medical Grouping,58560,46121,643.5164835164835,506.8241758241758,78.75853825136612
2020,3,S08000015,A111H,NA,Medical Grouping,30244,28643,328.7391304347826,311.3369565217391,94.70638804390951
2020,3,S08000015,A210H,NA,Medical Grouping,16366,15522,177.8913043478261,168.7173913043478,94.84296712697054
2020,3,S08000015,S08000015,NA,Medical Grouping,60727,55794,660.0760869565217,606.4565217391304,91.87675992556852
2020,4,S08000015,A111H,NA,Medical Grouping,32898,30013,357.5869565217391,326.2282608695652,91.2304699373822
2020,4,S08000015,A210H,NA,Medical Grouping,19544,18344,212.43478260869568,199.3913043478261,93.86000818665576
2020,4,S08000015,S08000015,NA,Medical Grouping,66865,60251,726.7934782608696,654.9021739130435,90.1084274284005
2021,1,S08000015,A111H,NA,Medical Grouping,35095,32108,389.94444444444446,356.75555555555553,91.48881607066532
2021,1,S08000015,A210H,NA,Medical Grouping,19217,17251,213.5222222222222,191.67777777777775,89.76947494405995
2021,1,S08000015,S08000015,NA,Medical Grouping,67885,60380,754.2777777777778,670.8888888888889,88.9445385578552
2021,2,S08000015,A111H,NA,Medical Grouping,34318,32521,377.1208791208791,357.3736263736264,94.7636808671834
2021,2,S08000015,A210H,NA,Medical Grouping,18109,16623,199,182.6703296703297,91.79413551272847
2021,2,S08000015,S08000015,NA,Medical Grouping,66562,61038,731.4505494505495,670.7472527472528,91.70097052372223
2016,2,S08000015,A210H,AD,Medical Oncology,106,33,1.164835164835165,0.3626373626373626,31.132075471698112
2016,2,S08000015,S08000015,AD,Medical Oncology,106,33,1.164835164835165,0.3626373626373626,31.132075471698112
2016,3,S08000015,A210H,AD,Medical Oncology,121,49,1.315217391304348,0.532608695652174,40.49586776859504
2016,3,S08000015,S08000015,AD,Medical Oncology,121,49,1.315217391304348,0.532608695652174,40.49586776859504
2016,4,S08000015,A210H,AD,Medical Oncology,81,27,0.8804347826086957,0.29347826086956524,33.333333333333336
2016,4,S08000015,S08000015,AD,Medical Oncology,81,27,0.8804347826086957,0.29347826086956524,33.333333333333336
2017,1,S08000015,A210H,AD,Medical Oncology,127,41,1.4111111111111112,0.45555555555555555,32.28346456692913
2020,4,S08000015,S08000015,T2,Midwifery,218,218,2.369565217391304,2.369565217391304,100
2017,1,S08000015,S08000015,AD,Medical Oncology,127,41,1.4111111111111112,0.45555555555555555,32.28346456692913
2017,2,S08000015,A210H,AD,Medical Oncology,143,33,1.5714285714285714,0.3626373626373626,23.076923076923077
2017,2,S08000015,S08000015,AD,Medical Oncology,143,33,1.5714285714285714,0.3626373626373626,23.076923076923077
2017,3,S08000015,A210H,AD,Medical Oncology,137,24,1.4891304347826086,0.2608695652173913,17.51824817518248
2017,3,S08000015,S08000015,AD,Medical Oncology,137,24,1.4891304347826086,0.2608695652173913,17.51824817518248
2017,4,S08000015,A210H,AD,Medical Oncology,180,60,1.9565217391304348,0.6521739130434783,33.33333333333333
2017,4,S08000015,S08000015,AD,Medical Oncology,180,60,1.9565217391304348,0.6521739130434783,33.33333333333333
2018,1,S08000015,A210H,AD,Medical Oncology,96,10,1.0666666666666669,0.1111111111111111,10.416666666666666
2018,1,S08000015,S08000015,AD,Medical Oncology,96,10,1.0666666666666669,0.1111111111111111,10.416666666666666
2018,2,S08000015,A210H,AD,Medical Oncology,105,19,1.1538461538461535,0.2087912087912088,18.0952380952381
2018,2,S08000015,S08000015,AD,Medical Oncology,105,19,1.1538461538461535,0.2087912087912088,18.0952380952381
2018,3,S08000015,A210H,AD,Medical Oncology,169,10,1.8369565217391304,0.10869565217391304,5.9171597633136095
2018,3,S08000015,S08000015,AD,Medical Oncology,169,10,1.8369565217391304,0.10869565217391304,5.9171597633136095
2018,4,S08000015,A210H,AD,Medical Oncology,89,26,0.967391304347826,0.2826086956521739,29.213483146067414
2018,4,S08000015,S08000015,AD,Medical Oncology,89,26,0.967391304347826,0.2826086956521739,29.213483146067414
2019,1,S08000015,A210H,AD,Medical Oncology,76,8,0.8444444444444444,0.08888888888888889,10.526315789473683
2019,1,S08000015,S08000015,AD,Medical Oncology,76,8,0.8444444444444444,0.08888888888888889,10.526315789473683
2019,2,S08000015,A210H,AD,Medical Oncology,92,20,1.010989010989011,0.21978021978021975,21.73913043478261
2019,2,S08000015,S08000015,AD,Medical Oncology,92,20,1.010989010989011,0.21978021978021975,21.73913043478261
2019,3,S08000015,A210H,AD,Medical Oncology,21,1,0.22826086956521735,0.0108695652173913,4.761904761904763
2019,3,S08000015,S08000015,AD,Medical Oncology,21,1,0.22826086956521735,0.0108695652173913,4.761904761904763
2019,4,S08000015,A210H,AD,Medical Oncology,42,2,0.4565217391304347,0.0217391304347826,4.761904761904763
2019,4,S08000015,S08000015,AD,Medical Oncology,42,2,0.4565217391304347,0.0217391304347826,4.761904761904763
2020,1,S08000015,A210H,AD,Medical Oncology,72,5,0.7912087912087912,0.05494505494505494,6.944444444444445
2020,1,S08000015,S08000015,AD,Medical Oncology,72,5,0.7912087912087912,0.05494505494505494,6.944444444444445
2020,2,S08000015,A210H,AD,Medical Oncology,31,7,0.34065934065934067,0.07692307692307693,22.58064516129032
2020,2,S08000015,S08000015,AD,Medical Oncology,31,7,0.34065934065934067,0.07692307692307693,22.58064516129032
2020,3,S08000015,A210H,AD,Medical Oncology,95,0,1.0326086956521738,0,0
2020,3,S08000015,S08000015,AD,Medical Oncology,95,0,1.0326086956521738,0,0
2016,2,S08000015,A111H,NA,Mental Health Grouping,2106,1391,23.142857142857142,15.285714285714286,66.0493827160494
2016,2,S08000015,S08000015,NA,Mental Health Grouping,25232,16738,277.27472527472526,183.93406593406593,66.33639822447685
2016,3,S08000015,S08000015,NA,Mental Health Grouping,24820,18224,269.7826086956522,198.08695652173913,73.42465753424658
2016,4,S08000015,S08000015,NA,Mental Health Grouping,24750,17880,269.0217391304348,194.34782608695653,72.24242424242424
2017,1,S08000015,S08000015,NA,Mental Health Grouping,24312,17786,270.1333333333333,197.62222222222223,73.15728858177033
2017,2,S08000015,S08000015,NA,Mental Health Grouping,24399,17567,268.1208791208791,193.0439560439561,71.9988524119841
2017,3,S08000015,S08000015,NA,Mental Health Grouping,24552,18699,266.8695652173913,203.25,76.16080156402737
2017,4,S08000015,S08000015,NA,Mental Health Grouping,24533,18837,266.6630434782609,204.75,76.78229323767985
2018,1,S08000015,S08000015,NA,Mental Health Grouping,23696,17402,263.2888888888889,193.35555555555555,73.43855503038488
2018,2,S08000015,S08000015,NA,Mental Health Grouping,24024,18855,264,207.1978021978022,78.48401598401597
2018,3,S08000015,S08000015,NA,Mental Health Grouping,24384,17244,265.04347826086956,187.43478260869568,70.71850393700788
2018,4,S08000015,S08000015,NA,Mental Health Grouping,22835,16572,248.20652173913044,180.1304347826087,72.57280490475148
2019,1,S08000015,S08000015,NA,Mental Health Grouping,22162,15646,246.24444444444444,173.84444444444443,70.59832145113256
2019,2,S08000015,S08000015,NA,Mental Health Grouping,21169,15874,232.62637362637363,174.43956043956044,74.98700930606074
2019,3,S08000015,S08000015,NA,Mental Health Grouping,20249,16460,220.09782608695653,178.91304347826087,81.28796483776976
2019,4,S08000015,S08000015,NA,Mental Health Grouping,20340,16171,221.08695652173913,175.77173913043478,79.50344149459194
2020,1,S08000015,S08000015,NA,Mental Health Grouping,21014,15310,230.92307692307693,168.24175824175825,72.8561911106881
2020,2,S08000015,S08000015,NA,Mental Health Grouping,19425,14648,213.46153846153845,160.96703296703296,75.40797940797941
2020,3,S08000015,S08000015,NA,Mental Health Grouping,19050,15528,207.06521739130432,168.7826086956522,81.51181102362204
2020,4,S08000015,S08000015,NA,Mental Health Grouping,18901,15811,205.44565217391303,171.8586956521739,83.65165864239987
2021,1,S08000015,S08000015,NA,Mental Health Grouping,18637,14960,207.07777777777775,166.22222222222223,80.27042979020229
2021,2,S08000015,S08000015,NA,Mental Health Grouping,18661,15175,205.06593406593407,166.75824175824175,81.31932908204276
2017,1,S08000015,A111H,T2,Midwifery,217,217,2.411111111111111,2.411111111111111,100
2017,1,S08000015,S08000015,T2,Midwifery,217,217,2.411111111111111,2.411111111111111,100
2017,2,S08000015,A111H,T2,Midwifery,388,388,4.263736263736264,4.263736263736264,100
2017,2,S08000015,S08000015,T2,Midwifery,388,388,4.263736263736264,4.263736263736264,100
2017,3,S08000015,A111H,T2,Midwifery,437,437,4.75,4.75,100
2017,3,S08000015,S08000015,T2,Midwifery,437,437,4.75,4.75,100
2017,4,S08000015,A111H,T2,Midwifery,283,283,3.0760869565217392,3.0760869565217392,100
2017,4,S08000015,S08000015,T2,Midwifery,283,283,3.0760869565217392,3.0760869565217392,100
