local_authority,date_code,measurement,value,sex,age
Inverclyde,2013-2015,Count,50.97,Male,25-29 years
Inverclyde,2013-2015,Count,55.65,Female,25-29 years
Inverclyde,2013-2015,95% Lower Confidence Limit,54.99,Female,25-29 years
Inverclyde,2013-2015,95% Upper Confidence Limit,56.32,Female,25-29 years
Inverclyde,2013-2015,95% Upper Confidence Limit,46.93,Male,30-34 years
Inverclyde,2013-2015,95% Lower Confidence Limit,45.56,Male,30-34 years
Inverclyde,2013-2015,Count,46.25,Male,30-34 years
Inverclyde,2013-2015,Count,50.77,Female,30-34 years
Inverclyde,2013-2015,95% Lower Confidence Limit,50.11,Female,30-34 years
Inverclyde,2013-2015,95% Upper Confidence Limit,51.42,Female,30-34 years
Inverclyde,2013-2015,95% Upper Confidence Limit,42.15,Male,35-39 years
Inverclyde,2013-2015,95% Lower Confidence Limit,40.82,Male,35-39 years
Inverclyde,2013-2015,Count,41.48,Male,35-39 years
Inverclyde,2013-2015,Count,46.23,Female,35-39 years
Inverclyde,2013-2015,95% Lower Confidence Limit,45.62,Female,35-39 years
Inverclyde,2013-2015,95% Upper Confidence Limit,46.84,Female,35-39 years
Inverclyde,2013-2015,95% Upper Confidence Limit,37.67,Male,40-44 years
Inverclyde,2013-2015,95% Lower Confidence Limit,36.43,Male,40-44 years
Inverclyde,2013-2015,Count,37.05,Male,40-44 years
Inverclyde,2013-2015,Count,41.55,Female,40-44 years
Inverclyde,2013-2015,95% Lower Confidence Limit,40.97,Female,40-44 years
Inverclyde,2013-2015,95% Upper Confidence Limit,42.13,Female,40-44 years
Inverclyde,2013-2015,95% Upper Confidence Limit,33.19,Male,45-49 years
Inverclyde,2013-2015,95% Lower Confidence Limit,32.02,Male,45-49 years
Inverclyde,2013-2015,Count,32.61,Male,45-49 years
Inverclyde,2013-2015,Count,36.83,Female,45-49 years
Inverclyde,2013-2015,95% Lower Confidence Limit,36.27,Female,45-49 years
Inverclyde,2013-2015,95% Upper Confidence Limit,37.4,Female,45-49 years
Inverclyde,2013-2015,95% Upper Confidence Limit,28.94,Male,50-54 years
Inverclyde,2013-2015,95% Lower Confidence Limit,27.83,Male,50-54 years
Inverclyde,2013-2015,Count,28.39,Male,50-54 years
Inverclyde,2013-2015,Count,32.28,Female,50-54 years
Inverclyde,2013-2015,95% Lower Confidence Limit,31.74,Female,50-54 years
Inverclyde,2013-2015,95% Upper Confidence Limit,32.82,Female,50-54 years
Inverclyde,2013-2015,95% Upper Confidence Limit,24.69,Male,55-59 years
Inverclyde,2013-2015,95% Lower Confidence Limit,23.62,Male,55-59 years
Inverclyde,2013-2015,Count,24.16,Male,55-59 years
Inverclyde,2013-2015,Count,27.8,Female,55-59 years
Inverclyde,2013-2015,95% Lower Confidence Limit,27.28,Female,55-59 years
Inverclyde,2013-2015,95% Upper Confidence Limit,28.33,Female,55-59 years
Inverclyde,2013-2015,95% Upper Confidence Limit,20.78,Male,60-64 years
Inverclyde,2013-2015,95% Lower Confidence Limit,19.77,Male,60-64 years
Inverclyde,2013-2015,Count,20.28,Male,60-64 years
Inverclyde,2013-2015,Count,23.46,Female,60-64 years
Inverclyde,2013-2015,95% Lower Confidence Limit,22.96,Female,60-64 years
Inverclyde,2013-2015,95% Upper Confidence Limit,23.97,Female,60-64 years
Inverclyde,2013-2015,95% Upper Confidence Limit,16.94,Male,65-69 years
Inverclyde,2013-2015,95% Lower Confidence Limit,15.98,Male,65-69 years
Inverclyde,2013-2015,Count,16.46,Male,65-69 years
Inverclyde,2013-2015,Count,19.39,Female,65-69 years
Inverclyde,2013-2015,95% Lower Confidence Limit,18.91,Female,65-69 years
Inverclyde,2013-2015,95% Upper Confidence Limit,19.86,Female,65-69 years
Inverclyde,2013-2015,95% Upper Confidence Limit,13.39,Male,70-74 years
Inverclyde,2013-2015,95% Lower Confidence Limit,12.46,Male,70-74 years
Inverclyde,2013-2015,Count,12.92,Male,70-74 years
Inverclyde,2013-2015,Count,15.49,Female,70-74 years
Inverclyde,2013-2015,95% Lower Confidence Limit,15.04,Female,70-74 years
Inverclyde,2013-2015,95% Upper Confidence Limit,15.94,Female,70-74 years
Inverclyde,2013-2015,95% Upper Confidence Limit,10.41,Male,75-79 years
Inverclyde,2013-2015,95% Lower Confidence Limit,9.52,Male,75-79 years
Inverclyde,2013-2015,Count,9.97,Male,75-79 years
Inverclyde,2013-2015,Count,12.14,Female,75-79 years
Inverclyde,2013-2015,95% Lower Confidence Limit,11.72,Female,75-79 years
Inverclyde,2013-2015,95% Upper Confidence Limit,12.56,Female,75-79 years
Inverclyde,2013-2015,95% Upper Confidence Limit,8.06,Male,80-84 years
Inverclyde,2013-2015,95% Lower Confidence Limit,7.14,Male,80-84 years
Inverclyde,2013-2015,Count,7.6,Male,80-84 years
Inverclyde,2013-2015,Count,9.19,Female,80-84 years
Inverclyde,2013-2015,95% Lower Confidence Limit,8.79,Female,80-84 years
Inverclyde,2013-2015,95% Upper Confidence Limit,9.6,Female,80-84 years
Inverclyde,2013-2015,95% Upper Confidence Limit,6.25,Male,85-89 years
Inverclyde,2013-2015,95% Lower Confidence Limit,5.19,Male,85-89 years
Inverclyde,2013-2015,Count,5.72,Male,85-89 years
Inverclyde,2013-2015,Count,6.65,Female,85-89 years
Inverclyde,2013-2015,95% Lower Confidence Limit,6.22,Female,85-89 years
Inverclyde,2013-2015,95% Upper Confidence Limit,7.08,Female,85-89 years
Inverclyde,2013-2015,95% Upper Confidence Limit,5.27,Male,90 years
Inverclyde,2013-2015,95% Lower Confidence Limit,3.67,Male,90 years
Inverclyde,2013-2015,Count,4.47,Male,90 years
Inverclyde,2013-2015,Count,5.08,Female,90 years
Inverclyde,2013-2015,95% Lower Confidence Limit,4.51,Female,90 years
Inverclyde,2013-2015,95% Upper Confidence Limit,5.65,Female,90 years
Inverclyde,2014-2016,95% Upper Confidence Limit,76.41,Male,0 years
Inverclyde,2014-2016,95% Lower Confidence Limit,74.87,Male,0 years
Inverclyde,2014-2016,Count,75.64,Male,0 years
Inverclyde,2014-2016,95% Lower Confidence Limit,79.38,Female,0 years
Inverclyde,2014-2016,95% Upper Confidence Limit,80.79,Female,0 years
Inverclyde,2014-2016,Count,80.08,Female,0 years
Inverclyde,2014-2016,Count,74.83,Male,1-4 years
Inverclyde,2014-2016,95% Upper Confidence Limit,75.57,Male,1-4 years
Inverclyde,2014-2016,95% Lower Confidence Limit,74.09,Male,1-4 years
Inverclyde,2014-2016,95% Lower Confidence Limit,78.38,Female,1-4 years
Inverclyde,2014-2016,Count,79.08,Female,1-4 years
Inverclyde,2014-2016,95% Upper Confidence Limit,79.79,Female,1-4 years
Inverclyde,2014-2016,95% Upper Confidence Limit,71.57,Male,5-9 years
Inverclyde,2014-2016,95% Lower Confidence Limit,70.09,Male,5-9 years
Inverclyde,2014-2016,Count,70.83,Male,5-9 years
Inverclyde,2014-2016,Count,75.15,Female,5-9 years
Inverclyde,2014-2016,95% Lower Confidence Limit,74.46,Female,5-9 years
Inverclyde,2014-2016,95% Upper Confidence Limit,75.84,Female,5-9 years
Inverclyde,2014-2016,Count,65.89,Male,10-14 years
Inverclyde,2014-2016,95% Lower Confidence Limit,65.15,Male,10-14 years
Inverclyde,2014-2016,95% Upper Confidence Limit,66.62,Male,10-14 years
Inverclyde,2014-2016,95% Lower Confidence Limit,69.46,Female,10-14 years
Inverclyde,2014-2016,Count,70.15,Female,10-14 years
Inverclyde,2014-2016,95% Upper Confidence Limit,70.84,Female,10-14 years
Inverclyde,2014-2016,Count,60.89,Male,15-19 years
Inverclyde,2014-2016,95% Upper Confidence Limit,61.62,Male,15-19 years
Inverclyde,2014-2016,95% Lower Confidence Limit,60.15,Male,15-19 years
Inverclyde,2014-2016,95% Upper Confidence Limit,65.84,Female,15-19 years
Inverclyde,2014-2016,95% Lower Confidence Limit,64.46,Female,15-19 years
Inverclyde,2014-2016,Count,65.15,Female,15-19 years
Inverclyde,2014-2016,95% Lower Confidence Limit,55.24,Male,20-24 years
Inverclyde,2014-2016,Count,55.97,Male,20-24 years
Inverclyde,2014-2016,95% Upper Confidence Limit,56.69,Male,20-24 years
Inverclyde,2014-2016,95% Lower Confidence Limit,59.51,Female,20-24 years
Inverclyde,2014-2016,Count,60.2,Female,20-24 years
Inverclyde,2014-2016,95% Upper Confidence Limit,60.88,Female,20-24 years
Inverclyde,2014-2016,Count,51.19,Male,25-29 years
Inverclyde,2014-2016,95% Lower Confidence Limit,50.48,Male,25-29 years
Inverclyde,2014-2016,95% Upper Confidence Limit,51.89,Male,25-29 years
Inverclyde,2014-2016,Count,55.32,Female,25-29 years
Inverclyde,2014-2016,95% Lower Confidence Limit,54.64,Female,25-29 years
Inverclyde,2014-2016,95% Upper Confidence Limit,55.99,Female,25-29 years
Inverclyde,2014-2016,95% Lower Confidence Limit,45.71,Male,30-34 years
Inverclyde,2014-2016,Count,46.4,Male,30-34 years
Inverclyde,2014-2016,95% Upper Confidence Limit,47.09,Male,30-34 years
Inverclyde,2014-2016,Count,50.43,Female,30-34 years
Inverclyde,2014-2016,95% Upper Confidence Limit,51.1,Female,30-34 years
Inverclyde,2014-2016,95% Lower Confidence Limit,49.77,Female,30-34 years
Inverclyde,2014-2016,95% Lower Confidence Limit,41,Male,35-39 years
Inverclyde,2014-2016,95% Upper Confidence Limit,42.33,Male,35-39 years
Inverclyde,2014-2016,Count,41.66,Male,35-39 years
Inverclyde,2014-2016,Count,45.86,Female,35-39 years
Inverclyde,2014-2016,95% Lower Confidence Limit,45.24,Female,35-39 years
Inverclyde,2014-2016,95% Upper Confidence Limit,46.48,Female,35-39 years
Inverclyde,2014-2016,95% Lower Confidence Limit,36.42,Male,40-44 years
Inverclyde,2014-2016,95% Upper Confidence Limit,37.7,Male,40-44 years
Inverclyde,2014-2016,Count,37.06,Male,40-44 years
Inverclyde,2014-2016,95% Upper Confidence Limit,41.96,Female,40-44 years
Inverclyde,2014-2016,95% Lower Confidence Limit,40.81,Female,40-44 years
Inverclyde,2014-2016,Count,41.38,Female,40-44 years
Inverclyde,2014-2016,Count,32.81,Male,45-49 years
Inverclyde,2014-2016,95% Upper Confidence Limit,33.4,Male,45-49 years
Inverclyde,2014-2016,95% Lower Confidence Limit,32.22,Male,45-49 years
Inverclyde,2014-2016,95% Lower Confidence Limit,36.12,Female,45-49 years
Inverclyde,2014-2016,Count,36.68,Female,45-49 years
Inverclyde,2014-2016,95% Upper Confidence Limit,37.23,Female,45-49 years
Inverclyde,2014-2016,Count,28.62,Male,50-54 years
Inverclyde,2014-2016,95% Upper Confidence Limit,29.18,Male,50-54 years
Inverclyde,2014-2016,95% Lower Confidence Limit,28.07,Male,50-54 years
Inverclyde,2014-2016,Count,32.15,Female,50-54 years
Inverclyde,2014-2016,95% Lower Confidence Limit,31.61,Female,50-54 years
Inverclyde,2014-2016,95% Upper Confidence Limit,32.68,Female,50-54 years
Inverclyde,2014-2016,Count,24.39,Male,55-59 years
Inverclyde,2014-2016,95% Upper Confidence Limit,24.92,Male,55-59 years
Inverclyde,2014-2016,95% Lower Confidence Limit,23.85,Male,55-59 years
Inverclyde,2014-2016,Count,27.79,Female,55-59 years
Inverclyde,2014-2016,95% Upper Confidence Limit,28.3,Female,55-59 years
Inverclyde,2014-2016,95% Lower Confidence Limit,27.27,Female,55-59 years
Inverclyde,2014-2016,95% Lower Confidence Limit,19.97,Male,60-64 years
Inverclyde,2014-2016,95% Upper Confidence Limit,20.99,Male,60-64 years
Inverclyde,2014-2016,Count,20.48,Male,60-64 years
Inverclyde,2014-2016,95% Lower Confidence Limit,22.89,Female,60-64 years
Inverclyde,2014-2016,95% Upper Confidence Limit,23.87,Female,60-64 years
Inverclyde,2014-2016,Count,23.38,Female,60-64 years
Inverclyde,2014-2016,95% Lower Confidence Limit,16.11,Male,65-69 years
Inverclyde,2014-2016,Count,16.59,Male,65-69 years
Inverclyde,2014-2016,95% Upper Confidence Limit,17.07,Male,65-69 years
Inverclyde,2014-2016,Count,19.4,Female,65-69 years
Inverclyde,2014-2016,95% Upper Confidence Limit,19.86,Female,65-69 years
Inverclyde,2014-2016,95% Lower Confidence Limit,18.94,Female,65-69 years
Inverclyde,2014-2016,95% Lower Confidence Limit,12.81,Male,70-74 years
Inverclyde,2014-2016,Count,13.27,Male,70-74 years
Inverclyde,2014-2016,95% Upper Confidence Limit,13.73,Male,70-74 years
Inverclyde,2014-2016,95% Upper Confidence Limit,15.93,Female,70-74 years
Inverclyde,2014-2016,95% Lower Confidence Limit,15.06,Female,70-74 years
Inverclyde,2014-2016,Count,15.5,Female,70-74 years
Inverclyde,2014-2016,95% Upper Confidence Limit,10.72,Male,75-79 years
Inverclyde,2014-2016,95% Lower Confidence Limit,9.84,Male,75-79 years
Inverclyde,2014-2016,Count,10.28,Male,75-79 years
Inverclyde,2014-2016,Count,11.99,Female,75-79 years
Inverclyde,2014-2016,95% Upper Confidence Limit,12.4,Female,75-79 years
Inverclyde,2014-2016,95% Lower Confidence Limit,11.59,Female,75-79 years
Inverclyde,2014-2016,Count,7.78,Male,80-84 years
Inverclyde,2014-2016,95% Lower Confidence Limit,7.34,Male,80-84 years
Inverclyde,2014-2016,95% Upper Confidence Limit,8.22,Male,80-84 years
Inverclyde,2014-2016,95% Lower Confidence Limit,8.71,Female,80-84 years
Inverclyde,2014-2016,95% Upper Confidence Limit,9.47,Female,80-84 years
Inverclyde,2014-2016,Count,9.09,Female,80-84 years
Inverclyde,2014-2016,Count,5.63,Male,85-89 years
Inverclyde,2014-2016,95% Lower Confidence Limit,5.15,Male,85-89 years
Inverclyde,2014-2016,95% Upper Confidence Limit,6.11,Male,85-89 years
Inverclyde,2014-2016,95% Lower Confidence Limit,6.07,Female,85-89 years
Inverclyde,2014-2016,Count,6.46,Female,85-89 years
Inverclyde,2014-2016,95% Upper Confidence Limit,6.85,Female,85-89 years
Inverclyde,2014-2016,95% Lower Confidence Limit,3.39,Male,90 years
Inverclyde,2014-2016,95% Upper Confidence Limit,4.74,Male,90 years
Inverclyde,2014-2016,Count,4.07,Male,90 years
Inverclyde,2014-2016,95% Upper Confidence Limit,5.17,Female,90 years
Inverclyde,2014-2016,Count,4.67,Female,90 years
Inverclyde,2014-2016,95% Lower Confidence Limit,4.17,Female,90 years
Inverclyde,2015-2017,95% Lower Confidence Limit,74.41,Male,0 years
Inverclyde,2015-2017,95% Upper Confidence Limit,75.91,Male,0 years
Inverclyde,2015-2017,Count,75.16,Male,0 years
Inverclyde,2015-2017,95% Upper Confidence Limit,80.42,Female,0 years
Inverclyde,2015-2017,Count,79.68,Female,0 years
Inverclyde,2015-2017,95% Lower Confidence Limit,78.95,Female,0 years
Inverclyde,2015-2017,95% Lower Confidence Limit,73.64,Male,1-4 years
Inverclyde,2015-2017,95% Upper Confidence Limit,75.08,Male,1-4 years
Inverclyde,2015-2017,Count,74.36,Male,1-4 years
Inverclyde,2015-2017,95% Upper Confidence Limit,79.61,Female,1-4 years
Inverclyde,2015-2017,Count,78.92,Female,1-4 years
Inverclyde,2015-2017,95% Lower Confidence Limit,78.23,Female,1-4 years
Inverclyde,2015-2017,95% Lower Confidence Limit,69.64,Male,5-9 years
Inverclyde,2015-2017,95% Upper Confidence Limit,71.08,Male,5-9 years
Inverclyde,2015-2017,Count,70.36,Male,5-9 years
Inverclyde,2015-2017,95% Upper Confidence Limit,75.67,Female,5-9 years
Inverclyde,2015-2017,Count,74.99,Female,5-9 years
Inverclyde,2015-2017,95% Lower Confidence Limit,74.31,Female,5-9 years
Inverclyde,2015-2017,95% Lower Confidence Limit,64.7,Male,10-14 years
Inverclyde,2015-2017,95% Upper Confidence Limit,66.13,Male,10-14 years
Inverclyde,2015-2017,Count,65.41,Male,10-14 years
Inverclyde,2015-2017,95% Upper Confidence Limit,70.67,Female,10-14 years
Inverclyde,2015-2017,Count,69.99,Female,10-14 years
Inverclyde,2015-2017,95% Lower Confidence Limit,69.31,Female,10-14 years
Inverclyde,2015-2017,95% Lower Confidence Limit,59.76,Male,15-19 years
Inverclyde,2015-2017,95% Upper Confidence Limit,61.17,Male,15-19 years
Inverclyde,2015-2017,Count,60.47,Male,15-19 years
Inverclyde,2015-2017,95% Upper Confidence Limit,65.67,Female,15-19 years
Inverclyde,2015-2017,Count,64.99,Female,15-19 years
Inverclyde,2015-2017,95% Lower Confidence Limit,64.31,Female,15-19 years
Inverclyde,2015-2017,95% Lower Confidence Limit,54.81,Male,20-24 years
Inverclyde,2015-2017,95% Upper Confidence Limit,56.21,Male,20-24 years
Inverclyde,2015-2017,Count,55.51,Male,20-24 years
Inverclyde,2015-2017,95% Upper Confidence Limit,60.67,Female,20-24 years
Inverclyde,2015-2017,Count,59.99,Female,20-24 years
Inverclyde,2015-2017,95% Lower Confidence Limit,59.31,Female,20-24 years
Inverclyde,2015-2017,95% Upper Confidence Limit,51.34,Male,25-29 years
Inverclyde,2015-2017,95% Lower Confidence Limit,49.97,Male,25-29 years
Inverclyde,2015-2017,Count,50.65,Male,25-29 years
Inverclyde,2015-2017,95% Upper Confidence Limit,55.74,Female,25-29 years
Inverclyde,2015-2017,Count,55.07,Female,25-29 years
Inverclyde,2015-2017,95% Lower Confidence Limit,54.4,Female,25-29 years
Inverclyde,2015-2017,95% Lower Confidence Limit,45.26,Male,30-34 years
Inverclyde,2015-2017,95% Upper Confidence Limit,46.59,Male,30-34 years
Inverclyde,2015-2017,Count,45.93,Male,30-34 years
Inverclyde,2015-2017,95% Upper Confidence Limit,50.87,Female,30-34 years
Inverclyde,2015-2017,Count,50.22,Female,30-34 years
Inverclyde,2015-2017,95% Lower Confidence Limit,49.57,Female,30-34 years
Inverclyde,2015-2017,95% Lower Confidence Limit,40.48,Male,35-39 years
Inverclyde,2015-2017,95% Upper Confidence Limit,41.78,Male,35-39 years
Inverclyde,2015-2017,Count,41.13,Male,35-39 years
Inverclyde,2015-2017,95% Upper Confidence Limit,46.17,Female,35-39 years
Inverclyde,2015-2017,Count,45.55,Female,35-39 years
Inverclyde,2015-2017,95% Lower Confidence Limit,44.92,Female,35-39 years
Inverclyde,2015-2017,95% Lower Confidence Limit,35.79,Male,40-44 years
Inverclyde,2015-2017,95% Upper Confidence Limit,37.04,Male,40-44 years
Inverclyde,2015-2017,Count,36.41,Male,40-44 years
Inverclyde,2015-2017,95% Upper Confidence Limit,41.61,Female,40-44 years
Inverclyde,2015-2017,Count,41.03,Female,40-44 years
Inverclyde,2015-2017,95% Lower Confidence Limit,40.45,Female,40-44 years
Inverclyde,2015-2017,95% Lower Confidence Limit,31.62,Male,45-49 years
Inverclyde,2015-2017,95% Upper Confidence Limit,32.77,Male,45-49 years
Inverclyde,2015-2017,Count,32.19,Male,45-49 years
Inverclyde,2015-2017,95% Upper Confidence Limit,37.04,Female,45-49 years
Inverclyde,2015-2017,Count,36.49,Female,45-49 years
Inverclyde,2015-2017,95% Lower Confidence Limit,35.95,Female,45-49 years
Inverclyde,2015-2017,95% Lower Confidence Limit,27.46,Male,50-54 years
Inverclyde,2015-2017,95% Upper Confidence Limit,28.53,Male,50-54 years
Inverclyde,2015-2017,Count,27.99,Male,50-54 years
Inverclyde,2015-2017,95% Upper Confidence Limit,32.51,Female,50-54 years
Inverclyde,2015-2017,Count,31.99,Female,50-54 years
Inverclyde,2015-2017,95% Lower Confidence Limit,31.47,Female,50-54 years
Inverclyde,2015-2017,95% Lower Confidence Limit,23.26,Male,55-59 years
Inverclyde,2015-2017,95% Upper Confidence Limit,24.29,Male,55-59 years
Inverclyde,2015-2017,Count,23.78,Male,55-59 years
Inverclyde,2015-2017,95% Upper Confidence Limit,28.14,Female,55-59 years
Inverclyde,2015-2017,Count,27.64,Female,55-59 years
Inverclyde,2015-2017,95% Lower Confidence Limit,27.14,Female,55-59 years
Inverclyde,2015-2017,95% Lower Confidence Limit,19.44,Male,60-64 years
Inverclyde,2015-2017,95% Upper Confidence Limit,20.41,Male,60-64 years
Inverclyde,2015-2017,Count,19.93,Male,60-64 years
Inverclyde,2015-2017,95% Upper Confidence Limit,23.75,Female,60-64 years
Inverclyde,2015-2017,Count,23.28,Female,60-64 years
Inverclyde,2015-2017,95% Lower Confidence Limit,22.8,Female,60-64 years
Inverclyde,2015-2017,95% Lower Confidence Limit,15.68,Male,65-69 years
Inverclyde,2015-2017,95% Upper Confidence Limit,16.59,Male,65-69 years
Inverclyde,2015-2017,Count,16.13,Male,65-69 years
Inverclyde,2015-2017,95% Upper Confidence Limit,19.75,Female,65-69 years
Inverclyde,2015-2017,Count,19.31,Female,65-69 years
Inverclyde,2015-2017,95% Lower Confidence Limit,18.87,Female,65-69 years
Inverclyde,2015-2017,95% Lower Confidence Limit,12.57,Male,70-74 years
Inverclyde,2015-2017,95% Upper Confidence Limit,13.43,Male,70-74 years
Inverclyde,2015-2017,Count,13,Male,70-74 years
Inverclyde,2015-2017,95% Upper Confidence Limit,15.72,Female,70-74 years
Inverclyde,2015-2017,Count,15.31,Female,70-74 years
Inverclyde,2015-2017,95% Lower Confidence Limit,14.89,Female,70-74 years
Inverclyde,2015-2017,95% Lower Confidence Limit,9.51,Male,75-79 years
Inverclyde,2015-2017,95% Upper Confidence Limit,10.33,Male,75-79 years
Inverclyde,2015-2017,Count,9.92,Male,75-79 years
Inverclyde,2015-2017,95% Upper Confidence Limit,12.18,Female,75-79 years
Inverclyde,2015-2017,Count,11.79,Female,75-79 years
Inverclyde,2015-2017,95% Lower Confidence Limit,11.41,Female,75-79 years
Inverclyde,2015-2017,95% Lower Confidence Limit,6.91,Male,80-84 years
Inverclyde,2015-2017,95% Upper Confidence Limit,7.71,Male,80-84 years
Inverclyde,2015-2017,Count,7.31,Male,80-84 years
Inverclyde,2015-2017,95% Upper Confidence Limit,9.13,Female,80-84 years
Inverclyde,2015-2017,Count,8.78,Female,80-84 years
Inverclyde,2015-2017,95% Lower Confidence Limit,8.43,Female,80-84 years
Inverclyde,2015-2017,95% Lower Confidence Limit,4.97,Male,85-89 years
Inverclyde,2015-2017,95% Upper Confidence Limit,5.83,Male,85-89 years
Inverclyde,2015-2017,Count,5.4,Male,85-89 years
Inverclyde,2015-2017,95% Upper Confidence Limit,6.54,Female,85-89 years
Inverclyde,2015-2017,Count,6.19,Female,85-89 years
Inverclyde,2015-2017,95% Lower Confidence Limit,5.84,Female,85-89 years
Inverclyde,2015-2017,95% Lower Confidence Limit,3.16,Male,90 years
Inverclyde,2015-2017,95% Upper Confidence Limit,4.36,Male,90 years
Inverclyde,2015-2017,Count,3.76,Male,90 years
Inverclyde,2015-2017,95% Upper Confidence Limit,4.7,Female,90 years
Inverclyde,2015-2017,Count,4.27,Female,90 years
Inverclyde,2015-2017,95% Lower Confidence Limit,3.83,Female,90 years
Inverclyde,2016-2018,95% Upper Confidence Limit,75.91,Male,0 years
Inverclyde,2016-2018,95% Lower Confidence Limit,74.42,Male,0 years
Inverclyde,2016-2018,Count,75.16,Male,0 years
Inverclyde,2016-2018,95% Lower Confidence Limit,78.87,Female,0 years
Inverclyde,2016-2018,95% Upper Confidence Limit,80.33,Female,0 years
Inverclyde,2016-2018,Count,79.6,Female,0 years
Inverclyde,2016-2018,95% Upper Confidence Limit,74.97,Male,1-4 years
Inverclyde,2016-2018,95% Lower Confidence Limit,73.5,Male,1-4 years
Inverclyde,2016-2018,Count,74.23,Male,1-4 years
Inverclyde,2016-2018,95% Lower Confidence Limit,78.17,Female,1-4 years
Inverclyde,2016-2018,95% Upper Confidence Limit,79.52,Female,1-4 years
Inverclyde,2016-2018,Count,78.84,Female,1-4 years
Inverclyde,2016-2018,95% Upper Confidence Limit,71.02,Male,5-9 years
Inverclyde,2016-2018,95% Lower Confidence Limit,69.57,Male,5-9 years
Inverclyde,2016-2018,Count,70.3,Male,5-9 years
Inverclyde,2016-2018,95% Lower Confidence Limit,74.17,Female,5-9 years
Inverclyde,2016-2018,95% Upper Confidence Limit,75.52,Female,5-9 years
Inverclyde,2016-2018,Count,74.84,Female,5-9 years
Inverclyde,2016-2018,95% Upper Confidence Limit,66.02,Male,10-14 years
Inverclyde,2016-2018,95% Lower Confidence Limit,64.57,Male,10-14 years
Inverclyde,2016-2018,Count,65.3,Male,10-14 years
Inverclyde,2016-2018,95% Lower Confidence Limit,69.17,Female,10-14 years
Inverclyde,2016-2018,95% Upper Confidence Limit,70.52,Female,10-14 years
Inverclyde,2016-2018,Count,69.84,Female,10-14 years
Inverclyde,2016-2018,95% Upper Confidence Limit,61.07,Male,15-19 years
Inverclyde,2016-2018,95% Lower Confidence Limit,59.62,Male,15-19 years
Inverclyde,2016-2018,Count,60.34,Male,15-19 years
Inverclyde,2016-2018,95% Lower Confidence Limit,64.17,Female,15-19 years
Inverclyde,2016-2018,95% Upper Confidence Limit,65.52,Female,15-19 years
Inverclyde,2016-2018,Count,64.84,Female,15-19 years
Inverclyde,2016-2018,95% Upper Confidence Limit,56.11,Male,20-24 years
Inverclyde,2016-2018,95% Lower Confidence Limit,54.67,Male,20-24 years
Inverclyde,2016-2018,Count,55.39,Male,20-24 years
Inverclyde,2016-2018,95% Lower Confidence Limit,59.17,Female,20-24 years
Inverclyde,2016-2018,95% Upper Confidence Limit,60.52,Female,20-24 years
Inverclyde,2016-2018,Count,59.84,Female,20-24 years
Inverclyde,2016-2018,95% Upper Confidence Limit,51.24,Male,25-29 years
Inverclyde,2016-2018,95% Lower Confidence Limit,49.84,Male,25-29 years
Inverclyde,2016-2018,Count,50.54,Male,25-29 years
Inverclyde,2016-2018,95% Lower Confidence Limit,54.3,Female,25-29 years
Inverclyde,2016-2018,95% Upper Confidence Limit,55.63,Female,25-29 years
Inverclyde,2016-2018,Count,54.97,Female,25-29 years
Inverclyde,2016-2018,95% Upper Confidence Limit,46.46,Male,30-34 years
Inverclyde,2016-2018,95% Lower Confidence Limit,45.1,Male,30-34 years
Inverclyde,2016-2018,Count,45.78,Male,30-34 years
Inverclyde,2016-2018,95% Lower Confidence Limit,49.43,Female,30-34 years
Inverclyde,2016-2018,95% Upper Confidence Limit,50.73,Female,30-34 years
Inverclyde,2016-2018,Count,50.08,Female,30-34 years
Inverclyde,2016-2018,95% Upper Confidence Limit,41.73,Male,35-39 years
Inverclyde,2016-2018,95% Lower Confidence Limit,40.41,Male,35-39 years
Inverclyde,2016-2018,Count,41.07,Male,35-39 years
Inverclyde,2016-2018,95% Lower Confidence Limit,44.78,Female,35-39 years
Inverclyde,2016-2018,95% Upper Confidence Limit,46.02,Female,35-39 years
Inverclyde,2016-2018,Count,45.4,Female,35-39 years
Inverclyde,2016-2018,95% Upper Confidence Limit,36.96,Male,40-44 years
Inverclyde,2016-2018,95% Lower Confidence Limit,35.68,Male,40-44 years
Inverclyde,2016-2018,Count,36.32,Male,40-44 years
Inverclyde,2016-2018,95% Lower Confidence Limit,40.23,Female,40-44 years
Inverclyde,2016-2018,95% Upper Confidence Limit,41.4,Female,40-44 years
Inverclyde,2016-2018,Count,40.81,Female,40-44 years
Inverclyde,2016-2018,95% Upper Confidence Limit,32.8,Male,45-49 years
Inverclyde,2016-2018,95% Lower Confidence Limit,31.65,Male,45-49 years
Inverclyde,2016-2018,Count,32.23,Male,45-49 years
Inverclyde,2016-2018,95% Lower Confidence Limit,35.82,Female,45-49 years
Inverclyde,2016-2018,95% Upper Confidence Limit,36.9,Female,45-49 years
Inverclyde,2016-2018,Count,36.36,Female,45-49 years
Inverclyde,2016-2018,95% Upper Confidence Limit,28.67,Male,50-54 years
Inverclyde,2016-2018,95% Lower Confidence Limit,27.6,Male,50-54 years
Inverclyde,2016-2018,Count,28.13,Male,50-54 years
Inverclyde,2016-2018,95% Lower Confidence Limit,31.3,Female,50-54 years
Inverclyde,2016-2018,95% Upper Confidence Limit,32.34,Female,50-54 years
Inverclyde,2016-2018,Count,31.82,Female,50-54 years
