council_area,drug_name,num_deaths,year
East Dunbartonshire,Diazepam,0,2013
East Dunbartonshire,Temazepam,0,2013
East Dunbartonshire,Cocaine,0,2013
East Dunbartonshire,Ecstasy,0,2013
East Dunbartonshire,Amphetamines,0,2013
East Dunbartonshire,Alcohol,1,2013
East Lothian,All drug-related deaths,8,2013
East Lothian,Heroin/Morphine,2,2013
East Lothian,Methadone,5,2013
East Lothian,Any Benzodiazepine,5,2013
East Lothian,Diazepam,5,2013
East Lothian,Temazepam,1,2013
East Lothian,Cocaine,0,2013
East Lothian,Ecstasy,0,2013
East Lothian,Amphetamines,2,2013
East Lothian,Alcohol,2,2013
East Renfrewshire,All drug-related deaths,3,2013
East Renfrewshire,Heroin/Morphine,2,2013
East Renfrewshire,Methadone,2,2013
East Renfrewshire,Any Benzodiazepine,2,2013
East Renfrewshire,Diazepam,2,2013
East Renfrewshire,Temazepam,0,2013
East Renfrewshire,Cocaine,0,2013
East Renfrewshire,Ecstasy,0,2013
East Renfrewshire,Amphetamines,0,2013
East Renfrewshire,Alcohol,1,2013
City of Edinburgh,All drug-related deaths,64,2013
City of Edinburgh,Heroin/Morphine,25,2013
City of Edinburgh,Methadone,33,2013
City of Edinburgh,Any Benzodiazepine,53,2013
City of Edinburgh,Diazepam,53,2013
City of Edinburgh,Temazepam,3,2013
City of Edinburgh,Cocaine,5,2013
City of Edinburgh,Ecstasy,3,2013
City of Edinburgh,Amphetamines,6,2013
City of Edinburgh,Alcohol,33,2013
Eilean Siar,All drug-related deaths,2,2013
Eilean Siar,Heroin/Morphine,1,2013
Eilean Siar,Methadone,1,2013
Eilean Siar,Any Benzodiazepine,2,2013
Eilean Siar,Diazepam,2,2013
Eilean Siar,Temazepam,0,2013
Eilean Siar,Cocaine,0,2013
Eilean Siar,Ecstasy,0,2013
Eilean Siar,Amphetamines,0,2013
Eilean Siar,Alcohol,0,2013
Falkirk,All drug-related deaths,11,2013
Falkirk,Heroin/Morphine,5,2013
Falkirk,Methadone,4,2013
Falkirk,Any Benzodiazepine,8,2013
Falkirk,Diazepam,7,2013
Falkirk,Temazepam,1,2013
Falkirk,Cocaine,3,2013
Falkirk,Ecstasy,1,2013
Falkirk,Amphetamines,1,2013
Falkirk,Alcohol,6,2013
Fife,All drug-related deaths,39,2013
Fife,Heroin/Morphine,26,2013
Fife,Methadone,13,2013
Fife,Any Benzodiazepine,30,2013
Fife,Diazepam,28,2013
Fife,Temazepam,0,2013
Fife,Cocaine,1,2013
Fife,Ecstasy,2,2013
Fife,Amphetamines,2,2013
Fife,Alcohol,18,2013
Glasgow City,All drug-related deaths,103,2013
Glasgow City,Heroin/Morphine,42,2013
Glasgow City,Methadone,43,2013
Glasgow City,Any Benzodiazepine,67,2013
Glasgow City,Diazepam,59,2013
Glasgow City,Temazepam,0,2013
Glasgow City,Cocaine,20,2013
Glasgow City,Ecstasy,5,2013
Glasgow City,Amphetamines,10,2013
Glasgow City,Alcohol,46,2013
Highland,All drug-related deaths,13,2013
Highland,Heroin/Morphine,6,2013
Highland,Methadone,6,2013
Highland,Any Benzodiazepine,11,2013
Highland,Diazepam,9,2013
Highland,Temazepam,0,2013
Highland,Cocaine,0,2013
Highland,Ecstasy,0,2013
Highland,Amphetamines,0,2013
Highland,Alcohol,8,2013
Inverclyde,All drug-related deaths,10,2013
Inverclyde,Heroin/Morphine,5,2013
Inverclyde,Methadone,5,2013
Inverclyde,Any Benzodiazepine,6,2013
Inverclyde,Diazepam,4,2013
Inverclyde,Temazepam,0,2013
Inverclyde,Cocaine,2,2013
Inverclyde,Ecstasy,0,2013
Inverclyde,Amphetamines,0,2013
Inverclyde,Alcohol,4,2013
Midlothian,All drug-related deaths,8,2013
Midlothian,Heroin/Morphine,2,2013
Midlothian,Methadone,4,2013
Midlothian,Any Benzodiazepine,4,2013
Midlothian,Diazepam,4,2013
Midlothian,Temazepam,0,2013
Midlothian,Cocaine,2,2013
Midlothian,Ecstasy,0,2013
Midlothian,Amphetamines,0,2013
Midlothian,Alcohol,2,2013
Moray,All drug-related deaths,5,2013
Moray,Heroin/Morphine,2,2013
Moray,Methadone,1,2013
Moray,Any Benzodiazepine,3,2013
Moray,Diazepam,2,2013
Moray,Temazepam,0,2013
Moray,Cocaine,0,2013
Moray,Ecstasy,0,2013
Moray,Amphetamines,0,2013
Moray,Alcohol,3,2013
North Ayrshire,All drug-related deaths,11,2013
North Ayrshire,Heroin/Morphine,3,2013
North Ayrshire,Methadone,6,2013
North Ayrshire,Any Benzodiazepine,8,2013
North Ayrshire,Diazepam,7,2013
North Ayrshire,Temazepam,0,2013
North Ayrshire,Cocaine,3,2013
North Ayrshire,Ecstasy,1,2013
North Ayrshire,Amphetamines,0,2013
North Ayrshire,Alcohol,5,2013
North Lanarkshire,All drug-related deaths,38,2013
North Lanarkshire,Heroin/Morphine,23,2013
North Lanarkshire,Methadone,11,2013
North Lanarkshire,Any Benzodiazepine,25,2013
North Lanarkshire,Diazepam,22,2013
North Lanarkshire,Temazepam,0,2013
North Lanarkshire,Cocaine,5,2013
North Lanarkshire,Ecstasy,0,2013
North Lanarkshire,Amphetamines,2,2013
North Lanarkshire,Alcohol,17,2013
Orkney Islands,All drug-related deaths,1,2013
Orkney Islands,Heroin/Morphine,1,2013
Orkney Islands,Methadone,0,2013
Orkney Islands,Any Benzodiazepine,1,2013
Orkney Islands,Diazepam,1,2013
Orkney Islands,Temazepam,0,2013
Orkney Islands,Cocaine,0,2013
Orkney Islands,Ecstasy,0,2013
Orkney Islands,Amphetamines,0,2013
Orkney Islands,Alcohol,0,2013
Perth and Kinross,All drug-related deaths,3,2013
Perth and Kinross,Heroin/Morphine,2,2013
Perth and Kinross,Methadone,1,2013
Perth and Kinross,Any Benzodiazepine,2,2013
Perth and Kinross,Diazepam,2,2013
Perth and Kinross,Temazepam,0,2013
Perth and Kinross,Cocaine,0,2013
Perth and Kinross,Ecstasy,0,2013
Perth and Kinross,Amphetamines,0,2013
Perth and Kinross,Alcohol,2,2013
Renfrewshire,All drug-related deaths,13,2013
Renfrewshire,Heroin/Morphine,3,2013
Renfrewshire,Methadone,7,2013
Renfrewshire,Any Benzodiazepine,10,2013
Renfrewshire,Diazepam,8,2013
Renfrewshire,Temazepam,0,2013
Renfrewshire,Cocaine,3,2013
Renfrewshire,Ecstasy,3,2013
Renfrewshire,Amphetamines,1,2013
Renfrewshire,Alcohol,5,2013
Scottish Borders,All drug-related deaths,8,2013
Scottish Borders,Heroin/Morphine,2,2013
Scottish Borders,Methadone,1,2013
Scottish Borders,Any Benzodiazepine,5,2013
Scottish Borders,Diazepam,5,2013
Scottish Borders,Temazepam,0,2013
Scottish Borders,Cocaine,0,2013
Scottish Borders,Ecstasy,0,2013
Scottish Borders,Amphetamines,0,2013
Scottish Borders,Alcohol,4,2013
Shetland Islands,All drug-related deaths,0,2013
Shetland Islands,Heroin/Morphine,0,2013
Shetland Islands,Methadone,0,2013
Shetland Islands,Any Benzodiazepine,0,2013
Shetland Islands,Diazepam,0,2013
Shetland Islands,Temazepam,0,2013
Shetland Islands,Cocaine,0,2013
Shetland Islands,Ecstasy,0,2013
Shetland Islands,Amphetamines,0,2013
Shetland Islands,Alcohol,0,2013
South Ayrshire,All drug-related deaths,13,2013
South Ayrshire,Heroin/Morphine,8,2013
South Ayrshire,Methadone,9,2013
South Ayrshire,Any Benzodiazepine,10,2013
South Ayrshire,Diazepam,9,2013
South Ayrshire,Temazepam,0,2013
South Ayrshire,Cocaine,0,2013
South Ayrshire,Ecstasy,0,2013
South Ayrshire,Amphetamines,1,2013
South Ayrshire,Alcohol,6,2013
South Lanarkshire,All drug-related deaths,37,2013
South Lanarkshire,Heroin/Morphine,17,2013
South Lanarkshire,Methadone,13,2013
South Lanarkshire,Any Benzodiazepine,24,2013
South Lanarkshire,Diazepam,15,2013
South Lanarkshire,Temazepam,0,2013
South Lanarkshire,Cocaine,3,2013
South Lanarkshire,Ecstasy,1,2013
South Lanarkshire,Amphetamines,4,2013
South Lanarkshire,Alcohol,13,2013
Stirling,All drug-related deaths,6,2013
Stirling,Heroin/Morphine,1,2013
Stirling,Methadone,5,2013
Stirling,Any Benzodiazepine,6,2013
Stirling,Diazepam,6,2013
Stirling,Temazepam,0,2013
Stirling,Cocaine,0,2013
Stirling,Ecstasy,0,2013
Stirling,Amphetamines,1,2013
Stirling,Alcohol,2,2013
West Dunbartonshire,All drug-related deaths,8,2013
West Dunbartonshire,Heroin/Morphine,4,2013
West Dunbartonshire,Methadone,2,2013
West Dunbartonshire,Any Benzodiazepine,5,2013
West Dunbartonshire,Diazepam,3,2013
West Dunbartonshire,Temazepam,0,2013
West Dunbartonshire,Cocaine,0,2013
West Dunbartonshire,Ecstasy,1,2013
West Dunbartonshire,Amphetamines,0,2013
West Dunbartonshire,Alcohol,2,2013
West Lothian,All drug-related deaths,10,2013
West Lothian,Heroin/Morphine,2,2013
West Lothian,Methadone,3,2013
West Lothian,Any Benzodiazepine,7,2013
West Lothian,Diazepam,6,2013
West Lothian,Temazepam,1,2013
West Lothian,Cocaine,0,2013
West Lothian,Ecstasy,0,2013
West Lothian,Amphetamines,0,2013
West Lothian,Alcohol,7,2013
Scotland,All drug-related deaths,613,2014
Scotland,Heroin/Morphine,322,2014
Scotland,Methadone,227,2014
Scotland,"Heroin/morphine, methadone or bupren-orphine",470,2014
Scotland,Codeine,77,2014
Scotland,Dihydro-codeine,84,2014
Scotland,Any opiate or opioid,559,2014
Scotland,Any Benzodiazepine,426,2014
Scotland,Diazepam,377,2014
Scotland,Cocaine,62,2014
Scotland,Ecstasy,15,2014
Scotland,Amphetamines,34,2014
Scotland,Alcohol,236,2014
Aberdeen City,All drug-related deaths,26,2014
Aberdeen City,Heroin/Morphine,9,2014
Aberdeen City,Methadone,15,2014
Aberdeen City,"Heroin/morphine, methadone or bupren-orphine",23,2014
Aberdeen City,Codeine,2,2014
Aberdeen City,Dihydro-codeine,2,2014
Aberdeen City,Any opiate or opioid,24,2014
Aberdeen City,Any Benzodiazepine,20,2014
Aberdeen City,Diazepam,13,2014
Aberdeen City,Cocaine,4,2014
Aberdeen City,Ecstasy,1,2014
Aberdeen City,Amphetamines,1,2014
Aberdeen City,Alcohol,8,2014
Aberdeenshire,All drug-related deaths,8,2014
Aberdeenshire,Heroin/Morphine,6,2014
Aberdeenshire,Methadone,1,2014
Aberdeenshire,"Heroin/morphine, methadone or bupren-orphine",6,2014
Aberdeenshire,Codeine,1,2014
Aberdeenshire,Dihydro-codeine,0,2014
Aberdeenshire,Any opiate or opioid,6,2014
Aberdeenshire,Any Benzodiazepine,2,2014
Aberdeenshire,Diazepam,1,2014
Aberdeenshire,Cocaine,2,2014
Aberdeenshire,Ecstasy,0,2014
Aberdeenshire,Amphetamines,0,2014
Aberdeenshire,Alcohol,2,2014
Angus,All drug-related deaths,8,2014
Angus,Heroin/Morphine,5,2014
Angus,Methadone,4,2014
Angus,"Heroin/morphine, methadone or bupren-orphine",7,2014
Angus,Codeine,1,2014
Angus,Dihydro-codeine,1,2014
Angus,Any opiate or opioid,8,2014
Angus,Any Benzodiazepine,6,2014
Angus,Diazepam,6,2014
Angus,Cocaine,0,2014
Angus,Ecstasy,0,2014
Angus,Amphetamines,0,2014
Angus,Alcohol,1,2014
Argyll and Bute,All drug-related deaths,8,2014
Argyll and Bute,Heroin/Morphine,4,2014
Argyll and Bute,Methadone,1,2014
Argyll and Bute,"Heroin/morphine, methadone or bupren-orphine",5,2014
Argyll and Bute,Codeine,3,2014
Argyll and Bute,Dihydro-codeine,3,2014
Argyll and Bute,Any opiate or opioid,8,2014
Argyll and Bute,Any Benzodiazepine,4,2014
Argyll and Bute,Diazepam,3,2014
Argyll and Bute,Cocaine,1,2014
Argyll and Bute,Ecstasy,0,2014
Argyll and Bute,Amphetamines,0,2014
Argyll and Bute,Alcohol,1,2014
Clackmannanshire,All drug-related deaths,6,2014
Clackmannanshire,Heroin/Morphine,4,2014
Clackmannanshire,Methadone,2,2014
Clackmannanshire,"Heroin/morphine, methadone or bupren-orphine",6,2014
Clackmannanshire,Codeine,0,2014
Clackmannanshire,Dihydro-codeine,1,2014
Clackmannanshire,Any opiate or opioid,6,2014
Clackmannanshire,Any Benzodiazepine,5,2014
Clackmannanshire,Diazepam,5,2014
Clackmannanshire,Cocaine,0,2014
Clackmannanshire,Ecstasy,0,2014
Clackmannanshire,Amphetamines,0,2014
Clackmannanshire,Alcohol,3,2014
Dumfries and Galloway,All drug-related deaths,13,2014
Dumfries and Galloway,Heroin/Morphine,11,2014
Dumfries and Galloway,Methadone,6,2014
Dumfries and Galloway,"Heroin/morphine, methadone or bupren-orphine",12,2014
Dumfries and Galloway,Codeine,2,2014
Dumfries and Galloway,Dihydro-codeine,0,2014
Dumfries and Galloway,Any opiate or opioid,13,2014
Dumfries and Galloway,Any Benzodiazepine,6,2014
Dumfries and Galloway,Diazepam,6,2014
Dumfries and Galloway,Cocaine,1,2014
Dumfries and Galloway,Ecstasy,0,2014
Dumfries and Galloway,Amphetamines,1,2014
Dumfries and Galloway,Alcohol,4,2014
Dundee City,All drug-related deaths,31,2014
Dundee City,Heroin/Morphine,15,2014
Dundee City,Methadone,14,2014
Dundee City,"Heroin/morphine, methadone or bupren-orphine",24,2014
Dundee City,Codeine,2,2014
Dundee City,Dihydro-codeine,0,2014
Dundee City,Any opiate or opioid,25,2014
Dundee City,Any Benzodiazepine,18,2014
Dundee City,Diazepam,13,2014
Dundee City,Cocaine,1,2014
Dundee City,Ecstasy,0,2014
Dundee City,Amphetamines,3,2014
Dundee City,Alcohol,7,2014
East Ayrshire,All drug-related deaths,17,2014
East Ayrshire,Heroin/Morphine,10,2014
East Ayrshire,Methadone,8,2014
East Ayrshire,"Heroin/morphine, methadone or bupren-orphine",14,2014
East Ayrshire,Codeine,1,2014
East Ayrshire,Dihydro-codeine,2,2014
East Ayrshire,Any opiate or opioid,17,2014
East Ayrshire,Any Benzodiazepine,16,2014
East Ayrshire,Diazepam,13,2014
East Ayrshire,Cocaine,0,2014
East Ayrshire,Ecstasy,0,2014
East Ayrshire,Amphetamines,2,2014
East Ayrshire,Alcohol,6,2014
East Dunbartonshire,All drug-related deaths,4,2014
East Dunbartonshire,Heroin/Morphine,3,2014
East Dunbartonshire,Methadone,0,2014
East Dunbartonshire,"Heroin/morphine, methadone or bupren-orphine",3,2014
East Dunbartonshire,Codeine,0,2014
East Dunbartonshire,Dihydro-codeine,1,2014
East Dunbartonshire,Any opiate or opioid,4,2014
East Dunbartonshire,Any Benzodiazepine,4,2014
East Dunbartonshire,Diazepam,4,2014
East Dunbartonshire,Cocaine,0,2014
East Dunbartonshire,Ecstasy,0,2014
East Dunbartonshire,Amphetamines,0,2014
East Dunbartonshire,Alcohol,3,2014
East Lothian,All drug-related deaths,11,2014
East Lothian,Heroin/Morphine,5,2014
East Lothian,Methadone,3,2014
East Lothian,"Heroin/morphine, methadone or bupren-orphine",6,2014
East Lothian,Codeine,1,2014
East Lothian,Dihydro-codeine,2,2014
East Lothian,Any opiate or opioid,9,2014
East Lothian,Any Benzodiazepine,10,2014
East Lothian,Diazepam,10,2014
East Lothian,Cocaine,0,2014
East Lothian,Ecstasy,1,2014
East Lothian,Amphetamines,1,2014
East Lothian,Alcohol,7,2014
East Renfrewshire,All drug-related deaths,5,2014
East Renfrewshire,Heroin/Morphine,4,2014
East Renfrewshire,Methadone,2,2014
East Renfrewshire,"Heroin/morphine, methadone or bupren-orphine",4,2014
East Renfrewshire,Codeine,1,2014
East Renfrewshire,Dihydro-codeine,0,2014
East Renfrewshire,Any opiate or opioid,5,2014
East Renfrewshire,Any Benzodiazepine,5,2014
East Renfrewshire,Diazepam,4,2014
East Renfrewshire,Cocaine,0,2014
East Renfrewshire,Ecstasy,0,2014
East Renfrewshire,Amphetamines,0,2014
East Renfrewshire,Alcohol,1,2014
City of Edinburgh,All drug-related deaths,71,2014
City of Edinburgh,Heroin/Morphine,29,2014
City of Edinburgh,Methadone,43,2014
City of Edinburgh,"Heroin/morphine, methadone or bupren-orphine",60,2014
City of Edinburgh,Codeine,7,2014
City of Edinburgh,Dihydro-codeine,7,2014
City of Edinburgh,Any opiate or opioid,67,2014
City of Edinburgh,Any Benzodiazepine,59,2014
City of Edinburgh,Diazepam,57,2014
City of Edinburgh,Cocaine,5,2014
City of Edinburgh,Ecstasy,1,2014
City of Edinburgh,Amphetamines,6,2014
City of Edinburgh,Alcohol,34,2014
Eilean Siar,All drug-related deaths,1,2014
Eilean Siar,Heroin/Morphine,0,2014
Eilean Siar,Methadone,0,2014
Eilean Siar,"Heroin/morphine, methadone or bupren-orphine",0,2014
Eilean Siar,Codeine,0,2014
Eilean Siar,Dihydro-codeine,0,2014
Eilean Siar,Any opiate or opioid,0,2014
Eilean Siar,Any Benzodiazepine,0,2014
Eilean Siar,Diazepam,0,2014
Eilean Siar,Cocaine,0,2014
Eilean Siar,Ecstasy,1,2014
Eilean Siar,Amphetamines,0,2014
Eilean Siar,Alcohol,1,2014
Falkirk,All drug-related deaths,9,2014
Falkirk,Heroin/Morphine,3,2014
Falkirk,Methadone,1,2014
Falkirk,"Heroin/morphine, methadone or bupren-orphine",4,2014
Falkirk,Codeine,2,2014
Falkirk,Dihydro-codeine,2,2014
Falkirk,Any opiate or opioid,8,2014
Falkirk,Any Benzodiazepine,5,2014
Falkirk,Diazepam,4,2014
Falkirk,Cocaine,1,2014
Falkirk,Ecstasy,1,2014
Falkirk,Amphetamines,0,2014
Falkirk,Alcohol,5,2014
Fife,All drug-related deaths,46,2014
Fife,Heroin/Morphine,27,2014
Fife,Methadone,13,2014
Fife,"Heroin/morphine, methadone or bupren-orphine",33,2014
Fife,Codeine,3,2014
Fife,Dihydro-codeine,6,2014
Fife,Any opiate or opioid,41,2014
Fife,Any Benzodiazepine,26,2014
Fife,Diazepam,25,2014
Fife,Cocaine,1,2014
Fife,Ecstasy,0,2014
Fife,Amphetamines,4,2014
Fife,Alcohol,22,2014
Glasgow City,All drug-related deaths,114,2014
Glasgow City,Heroin/Morphine,64,2014
Glasgow City,Methadone,33,2014
Glasgow City,"Heroin/morphine, methadone or bupren-orphine",88,2014
Glasgow City,Codeine,14,2014
Glasgow City,Dihydro-codeine,17,2014
Glasgow City,Any opiate or opioid,103,2014
Glasgow City,Any Benzodiazepine,74,2014
Glasgow City,Diazepam,72,2014
Glasgow City,Cocaine,16,2014
Glasgow City,Ecstasy,3,2014
Glasgow City,Amphetamines,3,2014
Glasgow City,Alcohol,49,2014
Highland,All drug-related deaths,17,2014
Highland,Heroin/Morphine,11,2014
Highland,Methadone,2,2014
Highland,"Heroin/morphine, methadone or bupren-orphine",13,2014
Highland,Codeine,7,2014
Highland,Dihydro-codeine,2,2014
Highland,Any opiate or opioid,16,2014
Highland,Any Benzodiazepine,11,2014
Highland,Diazepam,8,2014
Highland,Cocaine,1,2014
Highland,Ecstasy,0,2014
Highland,Amphetamines,0,2014
Highland,Alcohol,8,2014
Inverclyde,All drug-related deaths,17,2014
Inverclyde,Heroin/Morphine,4,2014
Inverclyde,Methadone,9,2014
Inverclyde,"Heroin/morphine, methadone or bupren-orphine",12,2014
Inverclyde,Codeine,1,2014
Inverclyde,Dihydro-codeine,2,2014
Inverclyde,Any opiate or opioid,15,2014
Inverclyde,Any Benzodiazepine,14,2014
Inverclyde,Diazepam,9,2014
Inverclyde,Cocaine,1,2014
Inverclyde,Ecstasy,1,2014
Inverclyde,Amphetamines,0,2014
Inverclyde,Alcohol,3,2014
Midlothian,All drug-related deaths,7,2014
Midlothian,Heroin/Morphine,4,2014
Midlothian,Methadone,0,2014
Midlothian,"Heroin/morphine, methadone or bupren-orphine",4,2014
Midlothian,Codeine,1,2014
Midlothian,Dihydro-codeine,2,2014
Midlothian,Any opiate or opioid,6,2014
Midlothian,Any Benzodiazepine,6,2014
Midlothian,Diazepam,5,2014
Midlothian,Cocaine,0,2014
Midlothian,Ecstasy,0,2014
Midlothian,Amphetamines,1,2014
Midlothian,Alcohol,4,2014
Moray,All drug-related deaths,2,2014
Moray,Heroin/Morphine,1,2014
Moray,Methadone,0,2014
Moray,"Heroin/morphine, methadone or bupren-orphine",1,2014
Moray,Codeine,0,2014
Moray,Dihydro-codeine,1,2014
Moray,Any opiate or opioid,2,2014
Moray,Any Benzodiazepine,1,2014
Moray,Diazepam,1,2014
Moray,Cocaine,0,2014
Moray,Ecstasy,0,2014
Moray,Amphetamines,0,2014
Moray,Alcohol,1,2014
North Ayrshire,All drug-related deaths,15,2014
North Ayrshire,Heroin/Morphine,8,2014
North Ayrshire,Methadone,9,2014
North Ayrshire,"Heroin/morphine, methadone or bupren-orphine",14,2014
North Ayrshire,Codeine,0,2014
North Ayrshire,Dihydro-codeine,4,2014
North Ayrshire,Any opiate or opioid,14,2014
North Ayrshire,Any Benzodiazepine,11,2014
North Ayrshire,Diazepam,10,2014
North Ayrshire,Cocaine,3,2014
North Ayrshire,Ecstasy,0,2014
North Ayrshire,Amphetamines,1,2014
North Ayrshire,Alcohol,5,2014
North Lanarkshire,All drug-related deaths,33,2014
North Lanarkshire,Heroin/Morphine,16,2014
North Lanarkshire,Methadone,6,2014
North Lanarkshire,"Heroin/morphine, methadone or bupren-orphine",25,2014
North Lanarkshire,Codeine,4,2014
North Lanarkshire,Dihydro-codeine,5,2014
North Lanarkshire,Any opiate or opioid,32,2014
North Lanarkshire,Any Benzodiazepine,21,2014
North Lanarkshire,Diazepam,17,2014
North Lanarkshire,Cocaine,4,2014
North Lanarkshire,Ecstasy,1,2014
North Lanarkshire,Amphetamines,0,2014
North Lanarkshire,Alcohol,14,2014
Orkney Islands,All drug-related deaths,0,2014
Orkney Islands,Heroin/Morphine,0,2014
Orkney Islands,Methadone,0,2014
Orkney Islands,"Heroin/morphine, methadone or bupren-orphine",0,2014
Orkney Islands,Codeine,0,2014
Orkney Islands,Dihydro-codeine,0,2014
Orkney Islands,Any opiate or opioid,0,2014
Orkney Islands,Any Benzodiazepine,0,2014
Orkney Islands,Diazepam,0,2014
Orkney Islands,Cocaine,0,2014
Orkney Islands,Ecstasy,0,2014
Orkney Islands,Amphetamines,0,2014
Orkney Islands,Alcohol,0,2014
Perth and Kinross,All drug-related deaths,9,2014
Perth and Kinross,Heroin/Morphine,3,2014
Perth and Kinross,Methadone,2,2014
Perth and Kinross,"Heroin/morphine, methadone or bupren-orphine",4,2014
Perth and Kinross,Codeine,0,2014
Perth and Kinross,Dihydro-codeine,2,2014
Perth and Kinross,Any opiate or opioid,6,2014
Perth and Kinross,Any Benzodiazepine,4,2014
Perth and Kinross,Diazepam,4,2014
Perth and Kinross,Cocaine,0,2014
Perth and Kinross,Ecstasy,0,2014
Perth and Kinross,Amphetamines,0,2014
Perth and Kinross,Alcohol,4,2014
Renfrewshire,All drug-related deaths,30,2014
Renfrewshire,Heroin/Morphine,16,2014
Renfrewshire,Methadone,12,2014
Renfrewshire,"Heroin/morphine, methadone or bupren-orphine",21,2014
Renfrewshire,Codeine,6,2014
Renfrewshire,Dihydro-codeine,6,2014
Renfrewshire,Any opiate or opioid,27,2014
Renfrewshire,Any Benzodiazepine,21,2014
Renfrewshire,Diazepam,16,2014
Renfrewshire,Cocaine,7,2014
Renfrewshire,Ecstasy,0,2014
Renfrewshire,Amphetamines,2,2014
Renfrewshire,Alcohol,7,2014
Scottish Borders,All drug-related deaths,11,2014
Scottish Borders,Heroin/Morphine,8,2014
Scottish Borders,Methadone,3,2014
Scottish Borders,"Heroin/morphine, methadone or bupren-orphine",10,2014
Scottish Borders,Codeine,2,2014
Scottish Borders,Dihydro-codeine,2,2014
Scottish Borders,Any opiate or opioid,11,2014
Scottish Borders,Any Benzodiazepine,10,2014
Scottish Borders,Diazepam,9,2014
Scottish Borders,Cocaine,2,2014
Scottish Borders,Ecstasy,1,2014
Scottish Borders,Amphetamines,1,2014
Scottish Borders,Alcohol,5,2014
Shetland Islands,All drug-related deaths,4,2014
Shetland Islands,Heroin/Morphine,2,2014
Shetland Islands,Methadone,1,2014
Shetland Islands,"Heroin/morphine, methadone or bupren-orphine",3,2014
Shetland Islands,Codeine,0,2014
Shetland Islands,Dihydro-codeine,2,2014
Shetland Islands,Any opiate or opioid,4,2014
Shetland Islands,Any Benzodiazepine,3,2014
Shetland Islands,Diazepam,2,2014
Shetland Islands,Cocaine,1,2014
Shetland Islands,Ecstasy,0,2014
Shetland Islands,Amphetamines,0,2014
Shetland Islands,Alcohol,0,2014
South Ayrshire,All drug-related deaths,11,2014
South Ayrshire,Heroin/Morphine,8,2014
South Ayrshire,Methadone,8,2014
South Ayrshire,"Heroin/morphine, methadone or bupren-orphine",9,2014
South Ayrshire,Codeine,1,2014
South Ayrshire,Dihydro-codeine,2,2014
South Ayrshire,Any opiate or opioid,11,2014
South Ayrshire,Any Benzodiazepine,7,2014
South Ayrshire,Diazepam,7,2014
South Ayrshire,Cocaine,1,2014
South Ayrshire,Ecstasy,0,2014
South Ayrshire,Amphetamines,1,2014
South Ayrshire,Alcohol,0,2014
South Lanarkshire,All drug-related deaths,34,2014
South Lanarkshire,Heroin/Morphine,19,2014
South Lanarkshire,Methadone,12,2014
South Lanarkshire,"Heroin/morphine, methadone or bupren-orphine",23,2014
South Lanarkshire,Codeine,6,2014
South Lanarkshire,Dihydro-codeine,5,2014
South Lanarkshire,Any opiate or opioid,31,2014
South Lanarkshire,Any Benzodiazepine,23,2014
South Lanarkshire,Diazepam,22,2014
South Lanarkshire,Cocaine,6,2014
South Lanarkshire,Ecstasy,3,2014
South Lanarkshire,Amphetamines,2,2014
South Lanarkshire,Alcohol,11,2014
Stirling,All drug-related deaths,10,2014
Stirling,Heroin/Morphine,8,2014
Stirling,Methadone,2,2014
Stirling,"Heroin/morphine, methadone or bupren-orphine",9,2014
Stirling,Codeine,4,2014
Stirling,Dihydro-codeine,3,2014
Stirling,Any opiate or opioid,10,2014
Stirling,Any Benzodiazepine,8,2014
Stirling,Diazepam,7,2014
Stirling,Cocaine,1,2014
Stirling,Ecstasy,0,2014
Stirling,Amphetamines,0,2014
Stirling,Alcohol,3,2014
West Dunbartonshire,All drug-related deaths,19,2014
West Dunbartonshire,Heroin/Morphine,8,2014
West Dunbartonshire,Methadone,8,2014
West Dunbartonshire,"Heroin/morphine, methadone or bupren-orphine",15,2014
West Dunbartonshire,Codeine,3,2014
West Dunbartonshire,Dihydro-codeine,0,2014
West Dunbartonshire,Any opiate or opioid,16,2014
West Dunbartonshire,Any Benzodiazepine,14,2014
West Dunbartonshire,Diazepam,13,2014
West Dunbartonshire,Cocaine,3,2014
West Dunbartonshire,Ecstasy,1,2014
West Dunbartonshire,Amphetamines,2,2014
West Dunbartonshire,Alcohol,6,2014
West Lothian,All drug-related deaths,16,2014
West Lothian,Heroin/Morphine,7,2014
West Lothian,Methadone,7,2014
West Lothian,"Heroin/morphine, methadone or bupren-orphine",12,2014
West Lothian,Codeine,2,2014
West Lothian,Dihydro-codeine,2,2014
West Lothian,Any opiate or opioid,14,2014
West Lothian,Any Benzodiazepine,12,2014
West Lothian,Diazepam,11,2014
West Lothian,Cocaine,0,2014
West Lothian,Ecstasy,0,2014
West Lothian,Amphetamines,3,2014
West Lothian,Alcohol,11,2014
Scotland,All drug-related deaths,706,2015
Scotland,Heroin/Morphine,356,2015
Scotland,Methadone,272,2015
Scotland,"Heroin/morphine, methadone or bupren-orphine",509,2015
Scotland,Codeine,63,2015
Scotland,Dihydro-codeine,126,2015
Scotland,Any opiate or opioid,629,2015
Scotland,Any Benzodiazepine,501,2015
Scotland,Diazepam,434,2015
Scotland,Cocaine,105,2015
Scotland,Ecstasy,15,2015
Scotland,Amphetamines,25,2015
Scotland,Alcohol,258,2015
Aberdeen City,All drug-related deaths,45,2015
